rbd;carrera;porc
219;Ingenieria En Administracion De Empresas Mencion Finanzas;1.33%
219;Ingenieria En Electricidad Y Automatizacion Industrial;1.33%
219;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;1.33%
219;Ingenieria En Quimica Industrial;1.33%
219;Kinesiologia;1.33%
219;Logistica Y Operaciones Industriales;1.33%
219;Musica;1.33%
219;Tecnico De Nivel Superior En Explotacion Minera;1.33%
219;Tecnico De Nivel Superior Enfermeria;1.33%
219;Tecnico En Enfermeria Mencion En Pediatria;1.33%
220;Administracion De Empresas;10.00%
220;Ingenieria Civil Industrial;10.00%
220;Ingenieria En Administracion De Empresas Mencion Finanzas;10.00%
220;Ingenieria En Biotecnologia;10.00%
220;Ingenieria En Informatica;10.00%
220;Kinesiologia;10.00%
220;Nutricion Y Dietetica;10.00%
220;Pedagogia En Educacion Media Mencion Artes Musicales;10.00%
220;Tecnico En Enfermeria;10.00%
220;Tecnico En Mineria;10.00%
220;Tecnico En Mineria;2.67%
220;Tecnico Nivel Superior En Construccion;1.33%
220;Tecnologia Medica;1.33%
220;Terapia Ocupacional;1.33%
253;Psicologia;22.22%
253;Derecho;17.65%
253;Kinesiologia;11.76%
253;Enfermeria;11.11%
253;Ingenieria Comercial;11.11%
253;Ingenieria En Informatica;11.11%
253;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;11.11%
253;Prevencion De Riesgos;11.11%
253;Psicopedagogia;11.11%
253;Tecnico En Trabajo Social;11.11%
253;Antropologia;5.88%
253;Arquitectura;5.88%
253;Bachillerato En Ciencias;5.88%
253;Enfermeria;5.88%
253;Fonoaudiologia;5.88%
253;Ingenieria Civil Electrica;5.88%
253;Ingenieria Civil Industrial;5.88%
253;Ingenieria En Informatica;5.88%
253;Quimico Laboratorista;5.88%
253;Tecnico Asistente En Educacion Especial;5.88%
253;Tecnico De Nivel Superior Mineria Metalurgica;5.88%
253;Tecnologia Medica /Laboratorio Clinico, Hematologia Y Banco De Sangre;5.88%
253;Arquitectura;5.71%
253;Administracion Publica;2.86%
253;Artes Visuales;2.86%
253;Bachillerato En Ciencias;2.86%
253;Danza Y Coreografia;2.86%
253;Derecho;2.86%
253;Enfermeria;2.86%
254;Ingenieria Comercial;8.57%
254;Ingenieria Civil Industrial;5.71%
254;Gastronomia Internacional;2.86%
254;Ingenieria Civil Ambiental;2.86%
254;Ingenieria Civil Metalurgia Extractiva;2.86%
254;Ingenieria Comercial Mencion Negocios Mineros;2.86%
254;Ingenieria En Automatizacion Y Control Industrial;2.86%
254;Ingenieria En Informacion Y Control De Gestion;2.86%
254;Licenciatura En Historia;2.86%
254;Medicina Veterinaria;2.86%
254;Musica Y Composicion;2.86%
254;Nutricion Y Dietetica;2.86%
255;Derecho;10.71%
255;Psicologia;8.57%
255;Psicopedagogia;5.71%
255;Administracion De Artes Culinarias Y Servicios;3.57%
255;Biologia;3.57%
255;Enfermeria;3.57%
255;Ingenieria Civil Ambiental;3.57%
255;Odontologia;2.86%
255;Pedagogia De Educacion Media En Ingles;2.86%
255;Tecnico De Nivel Superior En Organizacion Y Produccion De Eventos;2.86%
255;Tecnico De Nivel Superior Sonido Y Acustica;2.86%
255;Tecnico De Nivel Superior Traductor Bilingãƒâœe Ingles-Español;2.86%
255;Tecnico En Enfermeria Mencion En Ginecoobstetricia;2.86%
255;Tecnico En Enfermeria Mencion En Pediatria;2.86%
256;Ingenieria Civil Industrial;7.14%
256;Ingenieria Civil De Minas;3.57%
256;Ingenieria Civil En Metalurgia;3.57%
256;Ingenieria Civil En Minas;3.57%
256;Ingenieria Civil Informatica;3.57%
256;Ingenieria Civil Mecanica;3.57%
256;Ingenieria Comercial;3.57%
256;Ingenieria Y Ciencias - Plan Comun;3.57%
256;Kinesiologia;3.57%
256;Licenciatura En Astronomia;3.57%
257;Nutricion Y Dietetica;10.71%
257;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;8.99%
257;Psicologia;7.14%
257;Automatizacion Y Control Industrial;5.62%
257;Licenciatura En Estudios Internacionales / Analista En Politicas Y Asuntos Internacionales;3.57%
257;Odontologia;3.57%
257;Pedagogia En Filosofia;3.57%
257;Periodismo;3.57%
257;Quimica Y Farmacia;3.57%
257;Bachillerato En Ciencias;3.37%
257;Ingenieria Civil De Minas;3.37%
257;Ingenieria Civil En Minas;3.37%
257;Bachillerato En Ciencias Sociales Y Artes;2.25%
257;Construccion Civil;2.25%
257;Dibujo De Arquitectura Y Obras Civiles;2.25%
257;Ingenieria Civil Metalurgica;2.25%
257;Administracion De Empresas;1.12%
257;Administracion Gastronomica Internacional;1.12%
257;Bachillerato En Ciencias De La Salud;1.12%
257;Geologia;1.12%
257;Ingenieria Civil En Computacion E Informatica;1.12%
257;Ingenieria Civil En Gestion De La Construccion;1.12%
257;Ingenieria Civil Industrial;1.12%
257;Ingenieria Civil Quimica;1.12%
257;Ingenieria Comercial;1.12%
257;Ingenieria De Ejecucion En Automatizacion Y Control Industrial;1.12%
257;Ingenieria En Construccion;1.12%
257;Ingenieria En Informatica;1.12%
279;Ingenieria Mecanica En Mantenimiento Industrial;8.99%
279;Ingenieria En Minas;5.62%
279;Mantenimiento Industrial;4.49%
279;Tecnico En Mineria;4.49%
279;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;3.37%
279;Mecanica Automotriz En Maquinaria Pesada;2.25%
279;Mecanica De Equipo Pesado;2.25%
279;Operacion De Plantas Mineras;2.25%
279;Tecnico En Electricidad Y Electronica Industrial;2.25%
279;Ingenieria En Metalurgia;1.12%
279;Licenciatura En Idioma Ingles Y Titulo Profesional De Traductor Ingles-Español;1.12%
279;Logistica Y Operaciones Industriales;1.12%
279;Maquinaria Pesada;1.12%
279;Medicina;1.12%
279;Nutricion Y Dietetica;1.12%
279;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;1.12%
279;Prevencion De Riesgos;1.12%
279;Psicologia;1.12%
279;Psicopedagogia;1.12%
279;Tecnico De Nivel Superior En Asistente De Parvulos;1.12%
279;Tecnico De Nivel Superior En Explotacion Minera;1.12%
279;Tecnico De Nivel Superior Operaciones Mina;1.12%
279;Tecnico En Energia Solar;1.12%
279;Tecnico En Enfermeria Mencion En Ginecoobstetricia;1.12%
280;Ingenieria Comercial;11.11%
280;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;10.81%
280;Tecnico De Nivel Superior En Enfermeria;10.81%
280;Contador Auditor/Contador Publico;8.33%
280;Gastronomia Internacional;8.33%
280;Psicopedagogia;8.11%
280;Tecnico En Enfermeria Mencion En Pediatria;8.11%
280;Administracion De Empresas;5.56%
280;Ingenieria Comercial Mencion Negocios Mineros;5.56%
280;Ingenieria En Administracion De Empresas Mencion Finanzas;5.56%
280;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;5.56%
280;Ingenieria En Minas;5.56%
280;Ingenieria En Telecomunicaciones, Conectividad Y Redes;5.56%
280;Tecnico En Administracion Logistica;5.56%
280;Administracion Gastronomica Internacional;5.41%
280;Enfermeria;5.41%
280;Psicologia;5.41%
280;Diseño Grafico;2.78%
280;Ingenieria Civil Industrial;2.78%
280;Ingenieria De Ejecucion En Administracion De Empresas Mencion Recursos Humanos;2.78%
280;Ingenieria De Ejecucion En Administracion De Recursos Humanos;2.78%
280;Ingenieria En Administracion De Empresas Mencion Gestion De Personas;2.78%
280;Logistica Y Operaciones Industriales;2.78%
280;Pedagogia En Educacion Basica Menciones Lenguaje Y Comunicacion Y Matematica;2.78%
280;Preparador Fisico;2.78%
280;Psicologia;2.78%
280;Tecnico De Nivel Superior En Enfermeria;2.78%
280;Tecnico En Administracion De Empresas Mencion Logistica;2.78%
280;Tecnico En Enfermeria Mencion En Pediatria;2.78%
280;Actuacion;2.70%
280;Analista Quimico;2.70%
280;Bachillerato En Ciencias;2.70%
280;Computacion E Informatica;2.70%
280;Diseño Grafico Mencion Diseño Estrategico;2.70%
280;Educacion Parvularia Mencion Expresion Artistica;2.70%
280;Intervencion Y Rehabilitacion Psicosocial;2.70%
280;Logistica Y Operaciones Industriales;2.70%
280;Operacion De Plantas Mineras;2.70%
280;Pedagogia En Educacion Basica Menciones Lenguaje Y Comunicacion Y Matematica;2.70%
280;Pedagogia En Ingles;2.70%
280;Tecnico De Nivel Superior En Asistente De Parvulos;2.70%
280;Tecnico En Enfermeria;2.70%
280;Tecnico En Enfermeria Mencion Oncologia;2.70%
283;Administracion Bilingãƒâœe;16.67%
283;Diseño Grafico;8.33%
283;Gastronomia Internacional;8.33%
283;Ingenieria Comercial Mencion Negocios Mineros;8.33%
283;Ingenieria En Minas;8.33%
283;Ingenieria Mecanica En Mantenimiento Industrial;8.33%
283;Pedagogia En Ingles;8.33%
283;Preparador Fisico;8.33%
283;Psicologia;8.33%
283;Tecnico En Odontologia Mencion Higienista Dental;8.33%
283;Tecnico Nivel Superior En Metalurgia;8.33%
283;Administracion De Empresas;5.88%
283;Cocina Internacional Y Tradicional Chilena;5.88%
283;Ingenieria Civil En Computacion E Informatica;5.88%
283;Ingenieria En Maquinaria Pesada Y Vehiculos Automotrices;5.88%
283;Ingenieria En Quimica Industrial;5.88%
283;Maquinaria Pesada;5.88%
283;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;5.88%
283;Terapia Ocupacional;5.41%
283;Tecnico Universitario En Turismo;2.70%
284;Administracion Gastronomica Internacional;20.00%
284;Diseño Grafico Mencion Diseño Estrategico;13.33%
284;Administracion Publica;6.67%
284;Automatizacion Y Control Industrial;6.67%
284;Enfermeria;6.67%
284;Ingenieria En Construccion;6.67%
284;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;6.67%
284;Ingenieria En Metalurgia;6.67%
284;Mecanica Automotriz En Maquinaria Pesada;6.67%
284;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;6.67%
284;Psicopedagogia;6.67%
284;Tecnico Juridico;6.67%
284;Pedagogia En Lenguaje Y Comunicacion;5.88%
284;Psicologia;5.88%
284;Psicopedagogia;5.88%
284;Tecnico En Administracion;5.88%
284;Tecnico En Educacion Parvularia;5.88%
284;Tecnico En Enfermeria Mencion En Ginecoobstetricia;5.88%
284;Tecnico En Enfermeria Mencion En Pediatria;5.88%
284;Tecnico En Sonido;5.88%
284;Tecnologia Medica;5.88%
284;Trabajo Social;5.88%
285;Bachillerato En Ciencias De La Salud;5.77%
285;Administracion Gastronomica Internacional;3.85%
285;Analista Programador;3.85%
285;Bachillerato En Ciencias;3.85%
285;Derecho;3.85%
285;Ingenieria Civil;3.85%
285;Arquitectura;1.92%
285;Automatizacion Y Control Industrial;1.92%
285;Enfermeria;1.92%
285;Fonoaudiologia;1.92%
285;Gastronomia Internacional;1.92%
285;Geomineria;1.92%
286;Psicologia;7.69%
286;Ingenieria Civil De Minas;3.85%
286;Ingenieria Civil Metalurgica;3.85%
286;Nutricion Y Dietetica;3.85%
286;Tecnico De Nivel Superior Traductor Bilingãƒâœe Ingles-Español;3.85%
286;Tecnico En Enfermeria Mencion En Ginecoobstetricia;3.85%
286;Ingenieria En Computacion E Informatica;1.92%
286;Ingenieria En Informatica;1.92%
286;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;1.92%
286;Interpretacion En Danza;1.92%
286;Kinesiologia;1.92%
286;Maquinaria Pesada;1.92%
286;Mecanica Automotriz En Maquinaria Pesada;1.92%
286;Pedagogia En Biologia Y Ciencias Naturales;1.92%
286;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;1.92%
286;Pedagogia En Ingles;1.92%
286;Periodismo;1.92%
286;Tecnico De Nivel Superior En Enfermeria;1.92%
286;Tecnico En Educacion Parvularia;1.92%
287;Derecho;5.88%
287;Bachillerato En Ciencias De La Salud;3.92%
287;Comunicacion Y Relaciones Publicas;3.92%
287;Diseño Grafico;3.92%
287;Fonoaudiologia;3.92%
287;Tecnico En Odontologia Mencion Higienista Dental;3.85%
287;Arquitectura;1.96%
287;Bachillerato En Ciencias;1.96%
287;Tecnico En Enfermeria Mencion En Pediatria;1.92%
287;Tecnico En Enfermeria Mencion Oncologia;1.92%
287;Tecnico Juridico;1.92%
287;Tecnico Nivel Superior En Asistente De Parvulos;1.92%
304;Administracion Gastronomica Internacional;25.00%
304;Pedagogia En Lenguaje Y Comunicacion;25.00%
304;Tecnico En Trabajo Social;25.00%
304;Tecnico Nivel Superior En Administracion De Empresas;25.00%
304;Psicologia;11.76%
304;Ingenieria Civil Industrial;9.80%
304;Administracion Publica;6.25%
304;Ingenieria En Construccion;3.92%
304;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;3.92%
304;Tecnico De Nivel Superior En Enfermeria;3.92%
304;Administracion Bilingãƒâœe;3.13%
304;Arquitectura;3.13%
304;Artes Visuales;3.13%
304;Gastronomia Internacional;1.96%
304;Geologia;1.96%
304;Ingenieria Civil;1.96%
304;Ingenieria Civil En Computacion E Informatica;1.96%
304;Ingenieria Civil En Gestion De La Construccion;1.96%
304;Ingenieria De Ejecucion En Administracion;1.96%
304;Ingenieria En Automatizacion Y Control Industrial;1.96%
304;Ingenieria En Quimica Industrial;1.96%
304;Licenciatura En Fisica Mencion Astronomia;1.96%
304;Obstetricia Y Puericultura;1.96%
304;Pedagogia En Educacion Basica Con Especializacion;1.96%
304;Pedagogia En Historia Y Geografia;1.96%
304;Preparador Fisico;1.96%
304;Prevencion De Riesgos;1.96%
304;Tecnico Asistente En Educacion Especial;1.96%
304;Tecnico En Administracion Logistica;1.96%
304;Tecnico En Energia Solar;1.96%
304;Tecnico En Enfermeria Mencion En Ginecoobstetricia;1.96%
304;Tecnico En Enfermeria Mencion Terapias Complementarias;1.96%
304;Tecnologia Medica;1.96%
304;Terapia Ocupacional;1.96%
335;Ingenieria Civil En Computacion E Informatica;10.34%
335;Medicina;9.38%
335;Ingenieria Civil Industrial;6.90%
335;Ingenieria Civil En Computacion E Informatica;6.25%
335;Nutricion Y Dietetica;6.25%
335;Tecnologia Medica;6.25%
335;Bachillerato En Ciencias De La Salud;3.45%
335;Biologia Marina;3.45%
335;Bioquimica;3.45%
335;Derecho;3.45%
335;Ingenieria Civil De Minas;3.45%
335;Ingenieria Civil En Minas;3.45%
335;Ingenieria Civil Quimica;3.45%
335;Ingenieria Comercial Mencion Negocios Mineros;3.45%
335;Ingenieria En Administracion De Empresas Mencion Gestion De Personas;3.45%
335;Bachillerato En Ciencias;3.13%
335;Bachillerato En Ciencias De La Salud;3.13%
335;Biologia Marina;3.13%
335;Cocina Internacional Y Tradicional Chilena;3.13%
335;Diseño Grafico;3.13%
335;Educacion Parvularia;3.13%
335;Fonoaudiologia;3.13%
335;Gastronomia Internacional;3.13%
335;Ingenieria Civil En Minas;3.13%
335;Ingenieria Comercial;3.13%
335;Ingenieria Comercial Mencion Negocios Mineros;3.13%
335;Ingenieria En Informacion Y Control De Gestion;3.13%
335;Kinesiologia;3.13%
335;Licenciatura En Lingãƒâœistica Aplicada A La Traduccion Mencion Ingles-Japones O Ingles-Portugues / Traductor Ingles-Japones O Ingles-Portugues;3.13%
335;Pedagogia En Biologia Y Ciencias Naturales;3.13%
335;Psicologia;3.13%
335;Tecnico De Nivel Superior En Administracion De Empresas Mencion En Recursos Humanos;3.13%
335;Tecnico En Odontologia Mencion Higienista Dental;3.13%
336;Ingenieria En Informacion Y Control De Gestion;6.90%
336;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;6.90%
336;Licenciatura En Fisica Mencion Astronomia;3.45%
336;Licenciatura En Historia / Licenciatura En Historia Mencion En Gestion Y Administracion Sociocultural;3.45%
336;Obstetricia Y Puericultura;3.45%
336;Odontologia;3.45%
337;Tecnologia Medica;11.54%
337;Ingenieria Civil Industrial;7.69%
337;Kinesiologia;7.69%
337;Psicologia;7.69%
337;Psicologia;6.90%
337;Trabajo Social;6.90%
337;Administracion Publica;3.85%
337;Arquitectura;3.85%
337;Bachillerato En Ciencias De La Salud;3.85%
337;Bioquimica;3.85%
337;Derecho;3.85%
337;Enfermeria;3.85%
337;Geomineria;3.85%
337;Ingenieria Civil;3.85%
337;Ingenieria Civil Mecanica;3.85%
337;Ingenieria Comercial;3.85%
337;Ingenieria Comercial Mencion Negocios Mineros;3.85%
337;Ingenieria En Informacion Y Control De Gestion;3.85%
337;Ingenieria Mecanica En Mantenimiento Industrial;3.85%
337;Pedagogia En Educacion Diferencial Mencion Dificultades Especificas Del Aprendizaje;3.85%
337;Pedagogia En Educacion Fisica Varones;3.85%
337;Tecnico En Enfermeria Mencion En Ginecoobstetricia;3.85%
337;Terapia Ocupacional;3.85%
337;Pedagogia En Ingles;3.45%
337;Pedagogia En Matematica En Educacion Media;3.45%
337;Tecnologia Medica;3.45%
341;Ingenieria Civil Industrial;13.89%
341;Derecho;11.11%
341;Enfermeria;5.56%
341;Ingenieria Civil Plan Comun;5.56%
341;Ingenieria Comercial;5.56%
341;Psicologia;5.56%
341;Animacion Digital;2.78%
341;Arquitectura;2.78%
341;Artes Escenicas;2.78%
341;Bachillerato En Ciencias De La Salud;2.78%
341;Computacion E Informatica;2.78%
341;Diseño;2.78%
341;Geologia;2.78%
341;Ingenieria Civil Metalurgica;2.78%
341;Licenciatura En Fisica Mencion Astronomia;2.78%
341;Medicina;2.78%
341;Nutricion Y Dietetica;2.78%
341;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;2.78%
341;Pedagogia En Ingles;2.78%
341;Periodismo;2.78%
341;Publicista Y Comunicacion Integral;2.78%
341;Quimica Y Farmacia;2.78%
342;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;15.38%
342;Bachillerato En Ciencias;10.00%
342;Bachillerato En Ciencias De La Salud;10.00%
342;Derecho;10.00%
342;Ingenieria Civil En Informatica;10.00%
342;Fonoaudiologia;7.69%
342;Geologia;7.69%
342;Ingenieria Civil;7.69%
342;Ingenieria Civil En Computacion E Informatica;7.69%
342;Ingenieria Civil Metalurgica;7.69%
342;Ingenieria Civil Quimica;7.69%
342;Ingenieria De Ejecucion En Minas;7.69%
342;Licenciatura En Fisica Mencion Astronomia;7.69%
342;Pedagogia En Matematica;7.69%
342;Preparador Fisico;7.69%
342;Psicopedagogia;7.69%
342;Tecnico En Educacion Especial;2.78%
342;Tecnologia Medica;2.78%
342;Terapia Ocupacional;2.78%
344;Ingenieria Civil;10.71%
344;Ingenieria Civil Industrial;10.00%
344;Ingenieria Civil Mecanica;10.00%
344;Ingenieria Civil Metalurgica;10.00%
344;Ingenieria Civil Plan Comun;10.00%
344;Ingenieria Comercial;10.00%
344;Tecnico Universitario En Quimica Con Mencion En Quimica Industrial;10.00%
344;Obstetricia Y Puericultura;7.14%
344;Pedagogia En Educacion Parvularia Mencion Necesidades Educativas Especiales;7.14%
344;Analista Programador;3.57%
344;Arquitectura;3.57%
344;Bachillerato En Ciencias;3.57%
344;Bachillerato En Ciencias De La Salud;3.57%
344;Contador Auditor/Contador Publico;3.57%
344;Enfermeria;3.57%
344;Ingenieria Civil De Minas;3.57%
344;Ingenieria Civil Electrica;3.57%
344;Ingenieria Civil En Minas;3.57%
344;Ingenieria Comercial;3.57%
344;Ingenieria En Computacion E Informatica;3.57%
344;Ingenieria En Construccion;3.57%
344;Ingenieria En Minas;3.57%
344;Kinesiologia;3.57%
344;Pedagogia En Educacion Basica Con Especializacion;3.57%
344;Pedagogia En Historia Y Geografia;3.57%
355;Derecho;23.53%
355;Bachillerato En Ciencias De La Salud;11.76%
355;Ingenieria Civil, Plan Comun;11.76%
355;Ingenieria Comercial;11.76%
355;Antropologia-Arqueologia;5.88%
355;Ingenieria Civil;5.88%
355;Ingenieria Civil Industrial;5.88%
355;Pedagogia En Matematica En Educacion Media;3.57%
355;Psicologia;3.57%
355;Publicidad;3.57%
355;Quimica;3.57%
355;Terapia Ocupacional;3.57%
356;Bachillerato En Ciencias De La Salud;14.29%
356;Bachillerato En Ciencias;7.14%
356;Contador Auditor/Contador Publico;7.14%
356;Enfermeria;7.14%
356;Ingenieria Civil;7.14%
356;Ingenieria Civil Ambiental;7.14%
356;Ingenieria En Aviacion Comercial;5.88%
356;Kinesiologia;5.88%
356;Medicina;5.88%
356;Odontologia;5.88%
357;Ingenieria Civil Industrial;14.29%
357;Derecho;8.70%
357;Historia;8.70%
357;Ingenieria Civil (Plan Comun);8.70%
357;Ingenieria Civil Metalurgica;7.14%
357;Ingenieria Comercial;7.14%
357;Medicina;7.14%
357;Nutricion Y Dietetica;7.14%
357;Psicologia;7.14%
357;Arquitectura;4.35%
357;Biologia;4.35%
357;Bioquimica;4.35%
