Region;Comuna;id_relacion;ano;total
Región Metropolitana;Maipú;13119;2017;559,123
Región Metropolitana;María Pinto;13504;2017;13,238
Región Metropolitana;Melipilla;13501;2017;119,580
Región Metropolitana;Ñuñoa;13120;2017;229,434
Región Metropolitana;Padre Hurtado;13604;2017;58,675
Región Metropolitana;Paine;13404;2017;69,351
Región Metropolitana;Pedro Aguirre Cerda;13121;2017;122,579
Región Metropolitana;Peñaflor;13605;2017;93,397
Región Metropolitana;Peñalolén;13122;2017;244,800
Región Metropolitana;Pirque;13202;2017;22,805
Región Metropolitana;Providencia;13123;2017;150,742
Región Metropolitana;Pudahuel;13124;2017;237,938
Región Metropolitana;Puente Alto;13201;2017;625,553
Región Metropolitana;Quilicura;13125;2017;224,468
Región Metropolitana;Quinta Normal;13126;2017;116,217
Región Metropolitana;Recoleta;13127;2017;170,326
Región Metropolitana;Renca;13128;2017;153,266
Región Metropolitana;San Bernardo;13401;2017;303,520
Región Metropolitana;San Joaquín;13129;2017;104,837
Región Metropolitana;San José de Maipo;13203;2017;15,147
Región Metropolitana;San Miguel;13130;2017;115,158
Región Metropolitana;San Pedro;13505;2017;9,907
Región Metropolitana;San Ramón;13131;2017;99,940
Región Metropolitana;Santiago;13101;2017;386,471
Región Metropolitana;Talagante;13601;2017;72,006
Región Metropolitana;Tiltil;13303;2017;17,940
Región Metropolitana;Vitacura;13132;2017;88,739
VI O'Higgins;Chépica;6302;2017;16,278
VI O'Higgins;Chimbarongo;6303;2017;37,876
VI O'Higgins;Codegua;6102;2017;14,588
VI O'Higgins;Coinco;6103;2017;7,241
VI O'Higgins;Coltauco;6104;2017;20,078
VI O'Higgins;Doñihue;6105;2017;20,677
VI O'Higgins;Graneros;6106;2017;34,677
VI O'Higgins;La Estrella;6202;2017;3,333
VI O'Higgins;Las Cabras;6107;2017;24,295
VI O'Higgins;Litueche;6203;2017;6,385
VI O'Higgins;Lolol;6304;2017;7,053
VI O'Higgins;Machalí;6108;2017;54,519
VI O'Higgins;Malloa;6109;2017;13,937
VI O'Higgins;Marchihue;6204;2017;7,637
VI O'Higgins;Mostazal;6110;2017;26,931
VI O'Higgins;Nancagua;6305;2017;17,147
VI O'Higgins;Navidad;6205;2017;5,994
VI O'Higgins;Olivar;6111;2017;15,489
VI O'Higgins;Palmilla;6306;2017;13,468
VI O'Higgins;Paredones;6206;2017;6,331
VI O'Higgins;Peralillo;6307;2017;11,742
VI O'Higgins;Peumo;6112;2017;16,273
VI O'Higgins;Pichidegua;6113;2017;20,400
VI O'Higgins;Pichilemu;6201;2017;14,587
VI O'Higgins;Placilla;6308;2017;9,312
VI O'Higgins;Pumanque;6309;2017;3,452
VI O'Higgins;Quinta de Tilcoco;6114;2017;13,408
VI O'Higgins;Rancagua;6101;2017;234,724
VI O'Higgins;Rengo;6115;2017;62,284
VI O'Higgins;Requínoa;6116;2017;34,479
VI O'Higgins;San Fernando;6301;2017;74,435
VI O'Higgins;San Vicente;6117;2017;47,613
VI O'Higgins;Santa Cruz;6310;2017;38,028
VII Maule;Cauquenes;7201;2017;40,135
VII Maule;Chanco;7202;2017;8,958
VII Maule;Colbún;7402;2017;19,530
VII Maule;Constitución;7102;2017;51,031
VII Maule;Curepto;7103;2017;10,732
VII Maule;Curicó;7301;2017;146,612
VII Maule;Empedrado;7104;2017;4,476
VII Maule;Hualañé;7302;2017;10,204
VII Maule;Licantén;7303;2017;7,249
VII Maule;Linares;7401;2017;91,303
VII Maule;Longaví;7403;2017;29,420
VII Maule;Maule;7105;2017;57,427
VII Maule;Molina;7304;2017;42,531
VII Maule;Parral;7404;2017;38,403
VII Maule;Pelarco;7106;2017;7,955
VII Maule;Pelluhue;7203;2017;7,745
VII Maule;Pencahue;7107;2017;8,834
VII Maule;Rauco;7305;2017;10,182
VII Maule;Retiro;7405;2017;19,688
VII Maule;Río Claro;7108;2017;13,497
VII Maule;Romeral;7306;2017;15,351
VII Maule;Sagrada Familia;7307;2017;19,655
VII Maule;San Clemente;7109;2017;41,916
VII Maule;San Javier;7406;2017;41,181
VII Maule;San Rafael;7110;2017;10,045
VII Maule;Talca;7101;2017;236,037
VII Maule;Teno;7308;2017;28,661
VII Maule;Vichuquén;7309;2017;5,118
VII Maule;Villa Alegre;7407;2017;15,274
VII Maule;Yerbas Buenas;7408;2017;18,383
VIII Biobío;Alto Biobío;8314;2017;5,957
VIII Biobío;Antuco;8302;2017;3,906
VIII Biobío;Arauco;8202;2017;38,431
VIII Biobío;Bulnes;16102;2017;22,042
VIII Biobío;Cabrero;8303;2017;29,563
VIII Biobío;Cañete;8203;2017;34,277
VIII Biobío;Chiguayante;8103;2017;101,243
VIII Biobío;Chillán;16101;2017;181,008
VIII Biobío;Chillán Viejo;16103;2017;33,982
VIII Biobío;Cobquecura;16202;2017;5,667
VIII Biobío;Coelemu;16203;2017;17,040
VIII Biobío;Coihueco;16302;2017;25,996
VIII Biobío;Concepción;8101;2017;229,160
VIII Biobío;Contulmo;8204;2017;5,500
VIII Biobío;Coronel;8102;2017;117,423
VIII Biobío;Curanilahue;8205;2017;35,047
VIII Biobío;El Carmen;16104;2017;12,806
VIII Biobío;Florida;8104;2017;8,742
VIII Biobío;Hualpén;8112;2017;110,823
VIII Biobío;Hualqui;8105;2017;26,243
VIII Biobío;Laja;8304;2017;24,083
VIII Biobío;Lebu;8201;2017;26,670
VIII Biobío;Los Alamos;8206;2017;24,253
VIII Biobío;Los Angeles;8301;2017;197,987
VIII Biobío;Lota;8106;2017;47,235
VIII Biobío;Mulchén;8305;2017;30,465
VIII Biobío;Nacimiento;8306;2017;28,542
VIII Biobío;Negrete;8307;2017;10,450
VIII Biobío;Ninhue;16204;2017;5,801
VIII Biobío;Ñiquén;16303;2017;11,609
VIII Biobío;Pemuco;16105;2017;9,301
VIII Biobío;Penco;8107;2017;52,098
VIII Biobío;Pinto;16106;2017;11,437
VIII Biobío;Portezuelo;16205;2017;5,622
VIII Biobío;Quilaco;8308;2017;4,080
VIII Biobío;Quilleco;8309;2017;9,889
VIII Biobío;Quillón;16107;2017;16,976
VIII Biobío;Quirihue;16201;2017;13,645
VIII Biobío;Ranquil;16206;2017;6,078
VIII Biobío;San Carlos;16301;2017;53,406
VIII Biobío;San Fabián;16304;2017;4,094
VIII Biobío;San Ignacio;16108;2017;15,877
VIII Biobío;San Nicolás;16305;2017;11,636
VIII Biobío;San Pedro de la Paz;8108;2017;139,570
VIII Biobío;San Rosendo;8310;2017;3,897
VIII Biobío;Santa Bárbara;8311;2017;12,825
VIII Biobío;Santa Juana;8109;2017;13,740
VIII Biobío;Talcahuano;8110;2017;178,890
VIII Biobío;Tirúa;8207;2017;10,495
VIII Biobío;Tomé;8111;2017;55,814
VIII Biobío;Treguaco;16207;2017;5,277
VIII Biobío;Tucapel;8312;2017;14,523
VIII Biobío;Yumbel;8313;2017;21,587
VIII Biobío;Yungay;16109;2017;18,331
IX Araucanía;Angol;9201;2017;55,845
IX Araucanía;Carahue;9102;2017;26,467
IX Araucanía;Cholchol;9121;2017;12,026
IX Araucanía;Collipulli;9202;2017;24,708
IX Araucanía;Cunco;9103;2017;18,926
IX Araucanía;Curacautín;9203;2017;17,107
IX Araucanía;Curarrehue;9104;2017;7,491
IX Araucanía;Ercilla;9204;2017;9,140
IX Araucanía;Freire;9105;2017;24,411
IX Araucanía;Galvarino;9106;2017;12,469
IX Araucanía;Gorbea;9107;2017;15,619
IX Araucanía;Lautaro;9108;2017;37,340
IX Araucanía;Loncoche;9109;2017;23,275
IX Araucanía;Lonquimay;9205;2017;10,981
IX Araucanía;Los Sauces;9206;2017;7,818
IX Araucanía;Lumaco;9207;2017;11,217
IX Araucanía;Melipeuco;9110;2017;5,819
IX Araucanía;Nueva Imperial;9111;2017;33,653
IX Araucanía;Padre Las Casas;9112;2017;91,442
IX Araucanía;Perquenco;9113;2017;7,328
IX Araucanía;Pitrufquén;9114;2017;24,898
IX Araucanía;Pucón;9115;2017;28,609
IX Araucanía;Purén;9208;2017;12,885
IX Araucanía;Renaico;9209;2017;10,738
IX Araucanía;Saavedra;9116;2017;12,706
IX Araucanía;Temuco;9101;2017;292,534
IX Araucanía;Teodoro Schmidt;9117;2017;16,125
IX Araucanía;Toltén;9118;2017;11,357
IX Araucanía;Traiguén;9210;2017;19,707
IX Araucanía;Victoria;9211;2017;34,869
IX Araucanía;Vilcún;9119;2017;28,326
IX Araucanía;Villarrica;9120;2017;56,139
XIV Los Ríos;Corral;14102;2017;5,769
XIV Los Ríos;Futrono;14202;2017;16,636
XIV Los Ríos;La Unión;14201;2017;43,671
XIV Los Ríos;Lago Ranco;14203;2017;10,893
XIV Los Ríos;Lanco;14103;2017;17,936
XIV Los Ríos;Los Lagos;14104;2017;22,864
XIV Los Ríos;Máfil;14105;2017;7,458
XIV Los Ríos;Mariquina;14106;2017;22,654
XIV Los Ríos;Paillaco;14107;2017;21,029
XIV Los Ríos;Panguipulli;14108;2017;36,650
XIV Los Ríos;Río Bueno;14204;2017;33,010
XIV Los Ríos;Valdivia;14101;2017;171,527
X Los Lagos;Ancud;10202;2017;44,249
X Los Lagos;Calbuco;10102;2017;35,282
X Los Lagos;Castro;10201;2017;49,451
X Los Lagos;Chaitén;10401;2017;4,176
X Los Lagos;Chonchi;10203;2017;15,494
X Los Lagos;Cochamó;10103;2017;4,030
X Los Lagos;Curaco de Vélez;10204;2017;4,243
X Los Lagos;Dalcahue;10205;2017;15,927
X Los Lagos;Fresia;10104;2017;12,658
X Los Lagos;Frutillar;10105;2017;17,352
X Los Lagos;Futaleufú;10402;2017;3,459
X Los Lagos;Hualaihué;10403;2017;11,291
X Los Lagos;Llanquihue;10107;2017;18,191
X Los Lagos;Los Muermos;10106;2017;16,312
X Los Lagos;Maullín;10108;2017;15,572
X Los Lagos;Osorno;10301;2017;158,027
X Los Lagos;Palena;10404;2017;2,124
X Los Lagos;Puerto Montt;10101;2017;252,542
X Los Lagos;Puerto Octay;10302;2017;9,360
X Los Lagos;Puerto Varas;10109;2017;41,617
X Los Lagos;Puqueldón;10206;2017;3,950
X Los Lagos;Purranque;10303;2017;21,282
X Los Lagos;Puyehue;10304;2017;10,928
X Los Lagos;Queilén;10207;2017;5,558
X Los Lagos;Quellón;10208;2017;31,703
X Los Lagos;Quemchi;10209;2017;9,048
X Los Lagos;Quinchao;10210;2017;8,759
X Los Lagos;Río Negro;10305;2017;13,350
X Los Lagos;San Juan de la Costa;10306;2017;7,298
X Los Lagos;San Pablo;10307;2017;10,430
XI Aysén;Aisén;11201;2017;28,283
XI Aysén;Chile Chico;11401;2017;5,161
XI Aysén;Cisnes;11202;2017;5,356
XI Aysén;Cochrane;11301;2017;3,404
XI Aysén;Coihaique;11101;2017;61,656
XI Aysén;Guaitecas;11203;2017;1,759
XI Aysén;Lago Verde;11102;2017;971
XI Aysén;O'Higgins;11302;2017;706
XI Aysén;Río Ibáñez;11402;2017;2,315
XI Aysén;Tortel;11303;2017;677
XII Magallanes y la Antártica;Antártica;12202;2017;201
XII Magallanes y la Antártica;Cabo de Hornos;12201;2017;2,904
XII Magallanes y la Antártica;Laguna Blanca;12102;2017;563
XII Magallanes y la Antártica;Natales;12401;2017;21,861
XII Magallanes y la Antártica;Porvenir;12301;2017;7,779
XII Magallanes y la Antártica;Primavera;12302;2017;514
XII Magallanes y la Antártica;Punta Arenas;12101;2017;131,297
XII Magallanes y la Antártica;Río Verde;12103;2017;101
XII Magallanes y la Antártica;San Gregorio;12104;2017;278
XII Magallanes y la Antártica;Timaukel;12303;2017;163
XII Magallanes y la Antártica;Torres del Paine;12402;2017;734
XV Arica y Parinacota;Arica;15101;2018;247,663
XV Arica y Parinacota;Camarones;15102;2018;781
XV Arica y Parinacota;General Lagos;15202;2018;530
XV Arica y Parinacota;Putre;15201;2018;2,090
I Tarapacá;Alto Hospicio;1107;2018;131,512
I Tarapacá;Camiña;1402;2018;1,272
I Tarapacá;Colchane;1403;2018;1,682
I Tarapacá;Huara;1404;2018;2,984
I Tarapacá;Iquique;1101;2018;201,948
I Tarapacá;Pica;1405;2018;6,652
I Tarapacá;Pozo Almonte;1401;2018;14,562
II Antofagasta;Antofagasta;2101;2018;395,453
II Antofagasta;Calama;2201;2018;184,543
II Antofagasta;María Elena;2302;2018;4,680
II Antofagasta;Mejillones;2102;2018;11,977
II Antofagasta;Ollagüe;2202;2018;306
II Antofagasta;San Pedro de Atacama;2203;2018;8,052
II Antofagasta;Sierra Gorda;2103;2018;3,258
II Antofagasta;Taltal;2104;2018;13,396
II Antofagasta;Tocopilla;2301;2018;28,180
III Atacama;Alto del Carmen;3302;2018;6,624
III Atacama;Caldera;3102;2018;18,369
III Atacama;Chañaral;3201;2018;13,621
III Atacama;Copiapó;3101;2018;181,962
III Atacama;Diego de Almagro;3202;2018;14,360
III Atacama;Freirina;3303;2018;7,160
III Atacama;Huasco;3304;2018;10,768
III Atacama;Tierra Amarilla;3103;2018;18,190
III Atacama;Vallenar;3301;2018;53,747
IV Coquimbo;Andacollo;4103;2018;11,619
IV Coquimbo;Canela;4202;2018;9,895
IV Coquimbo;Combarbalá;4302;2018;15,528
IV Coquimbo;Coquimbo;4102;2018;247,386
IV Coquimbo;Illapel;4201;2018;32,955
IV Coquimbo;La Higuera;4104;2018;4,793
IV Coquimbo;La Serena;4101;2018;229,318
IV Coquimbo;Los Vilos;4203;2018;20,508
IV Coquimbo;Monte Patria;4303;2018;34,180
IV Coquimbo;Ovalle;4301;2018;124,556
IV Coquimbo;Paiguano;4105;2018;4,507
IV Coquimbo;Punitaqui;4304;2018;10,965
IV Coquimbo;Río Hurtado;4305;2018;4,977
IV Coquimbo;Salamanca;4204;2018;27,605
IV Coquimbo;Vicuña;4106;2018;26,948
V Valparaíso;Algarrobo;5602;2018;10,820
V Valparaíso;Cabildo;5402;2018;20,129
V Valparaíso;Calle Larga;5302;2018;15,329
V Valparaíso;Cartagena;5603;2018;20,733
V Valparaíso;Casablanca;5102;2018;30,316
V Valparaíso;Catemu;5702;2018;14,229
V Valparaíso;Concón;5103;2018;52,938
V Valparaíso;El Quisco;5604;2018;13,917
V Valparaíso;El Tabo;5605;2018;10,839
V Valparaíso;Hijuelas;5503;2018;18,277
V Valparaíso;Isla de Pascua;5201;2018;7,077
V Valparaíso;Juan Fernández;5104;2018;880
V Valparaíso;Calera;5502;2018;55,748
V Valparaíso;La Cruz;5504;2018;20,721
V Valparaíso;La Ligua;5401;2018;33,865
V Valparaíso;Limache;5802;2018;46,320
V Valparaíso;Llaillay;5703;2018;25,095
V Valparaíso;Los Andes;5301;2018;69,048
V Valparaíso;Nogales;5506;2018;23,984
V Valparaíso;Olmué;5803;2018;16,241
V Valparaíso;Panquehue;5704;2018;7,410
V Valparaíso;Papudo;5403;2018;5,369
V Valparaíso;Petorca;5404;2018;10,405
V Valparaíso;Puchuncaví;5105;2018;18,842
V Valparaíso;Putaendo;5705;2018;16,592
V Valparaíso;Quillota;5501;2018;96,948
V Valparaíso;Quilpué;5801;2018;176,377
V Valparaíso;Quintero;5107;2018;29,035
V Valparaíso;Rinconada;5303;2018;11,347
V Valparaíso;San Antonio;5601;2018;97,780
V Valparaíso;San Esteban;5304;2018;19,320
V Valparaíso;San Felipe;5701;2018;75,259
V Valparaíso;Santa María;5706;2018;16,171
V Valparaíso;Santo Domingo;5606;2018;9,673
V Valparaíso;Valparaíso;5101;2018;296,004
V Valparaíso;Villa Alemana;5804;2018;148,580
V Valparaíso;Viña del Mar;5109;2018;328,241
V Valparaíso;Zapallar;5405;2018;6,256
Región Metropolitana;Alhué;13502;2018;6,002
Región Metropolitana;Buin;13402;2018;87,491
Región Metropolitana;Calera de Tango;13403;2018;26,007
Región Metropolitana;Cerrillos;13102;2018;87,958
Región Metropolitana;Cerro Navia;13103;2018;158,723
Región Metropolitana;Colina;13301;2018;132,607
Región Metropolitana;Conchalí;13104;2018;141,206
Región Metropolitana;Curacaví;13503;2018;30,651
Región Metropolitana;El Bosque;13105;2018;195,555
Región Metropolitana;El Monte;13602;2018;37,754
Región Metropolitana;Estación Central;13106;2018;147,153
Región Metropolitana;Huechuraba;13107;2018;100,554
Región Metropolitana;Independencia;13108;2018;86,929
Región Metropolitana;Isla de Maipo;13603;2018;37,473
Región Metropolitana;La Cisterna;13109;2018;93,231
Región Metropolitana;La Florida;13110;2018;390,164
Región Metropolitana;La Granja;13111;2018;144,025
Región Metropolitana;La Pintana;13112;2018;215,543
Región Metropolitana;La Reina;13113;2018;101,627
Región Metropolitana;Lampa;13302;2018;102,571
Región Metropolitana;Las Condes;13114;2018;288,228
Región Metropolitana;Lo Barnechea;13115;2018;110,742
Región Metropolitana;Lo Espejo;13116;2018;120,247
Región Metropolitana;Lo Prado;13117;2018;113,539
Región Metropolitana;Macul;13118;2018;125,273
Región Metropolitana;Maipú;13119;2018;563,499
Región Metropolitana;María Pinto;13504;2018;13,406
Región Metropolitana;Melipilla;13501;2018;120,972
Región Metropolitana;Ñuñoa;13120;2018;233,739
Región Metropolitana;Padre Hurtado;13604;2018;60,088
Región Metropolitana;Paine;13404;2018;70,591
Región Metropolitana;Pedro Aguirre Cerda;13121;2018;122,636
Región Metropolitana;Peñaflor;13605;2018;95,138
Región Metropolitana;Peñalolén;13122;2018;245,621
Región Metropolitana;Pirque;13202;2018;23,194
Región Metropolitana;Providencia;13123;2018;152,268
Región Metropolitana;Pudahuel;13124;2018;240,165
Región Metropolitana;Puente Alto;13201;2018;633,021
Región Metropolitana;Quilicura;13125;2018;232,263
Región Metropolitana;Quinta Normal;13126;2018;116,816
Región Metropolitana;Recoleta;13127;2018;171,223
Región Metropolitana;Renca;13128;2018;154,059
Región Metropolitana;San Bernardo;13401;2018;306,505
Región Metropolitana;San Joaquín;13129;2018;105,054
Región Metropolitana;San José de Maipo;13203;2018;15,209
Región Metropolitana;San Miguel;13130;2018;117,619
Región Metropolitana;San Pedro;13505;2018;10,051
Región Metropolitana;San Ramón;13131;2018;100,002
Región Metropolitana;Santiago;13101;2018;400,869
Región Metropolitana;Talagante;13601;2018;72,600
Región Metropolitana;Tiltil;13303;2018;18,104
Región Metropolitana;Vitacura;13132;2018;88,892
VI O'Higgins;Chépica;6302;2018;16,362
VI O'Higgins;Chimbarongo;6303;2018;38,065
VI O'Higgins;Codegua;6102;2018;14,787
VI O'Higgins;Coinco;6103;2018;7,261
VI O'Higgins;Coltauco;6104;2018;20,251
VI O'Higgins;Doñihue;6105;2018;20,838
VI O'Higgins;Graneros;6106;2018;35,124
VI O'Higgins;La Estrella;6202;2018;3,349
VI O'Higgins;Las Cabras;6107;2018;24,447
VI O'Higgins;Litueche;6203;2018;6,418
VI O'Higgins;Lolol;6304;2018;7,072
VI O'Higgins;Machalí;6108;2018;55,831
VI O'Higgins;Malloa;6109;2018;13,972
VI O'Higgins;Marchihue;6204;2018;7,650
VI O'Higgins;Mostazal;6110;2018;27,157
VI O'Higgins;Nancagua;6305;2018;17,169
VI O'Higgins;Navidad;6205;2018;6,006
VI O'Higgins;Olivar;6111;2018;15,725
VI O'Higgins;Palmilla;6306;2018;13,559
VI O'Higgins;Paredones;6206;2018;6,276
VI O'Higgins;Peralillo;6307;2018;11,828
VI O'Higgins;Peumo;6112;2018;16,345
VI O'Higgins;Pichidegua;6113;2018;20,481
VI O'Higgins;Pichilemu;6201;2018;14,665
VI O'Higgins;Placilla;6308;2018;9,333
VI O'Higgins;Pumanque;6309;2018;3,451
VI O'Higgins;Quinta de Tilcoco;6114;2018;13,489
VI O'Higgins;Rancagua;6101;2018;235,222
VI O'Higgins;Rengo;6115;2018;62,827
VI O'Higgins;Requínoa;6116;2018;36,414
VI O'Higgins;San Fernando;6301;2018;74,788
VI O'Higgins;San Vicente;6117;2018;47,873
VI O'Higgins;Santa Cruz;6310;2018;38,222
VII Maule;Cauquenes;7201;2018;39,853
VII Maule;Chanco;7202;2018;8,874
VII Maule;Colbún;7402;2018;19,561
VII Maule;Constitución;7102;2018;51,161
VII Maule;Curepto;7103;2018;10,674
VII Maule;Curicó;7301;2018;147,820
VII Maule;Empedrado;7104;2018;4,461
VII Maule;Hualañé;7302;2018;10,182
VII Maule;Licantén;7303;2018;7,227
VII Maule;Linares;7401;2018;91,379
VII Maule;Longaví;7403;2018;29,348
VII Maule;Maule;7105;2018;61,882
VII Maule;Molina;7304;2018;42,632
VII Maule;Parral;7404;2018;38,227
VII Maule;Pelarco;7106;2018;7,959
VII Maule;Pelluhue;7203;2018;7,800
VII Maule;Pencahue;7107;2018;8,812
VII Maule;Rauco;7305;2018;10,250
VII Maule;Retiro;7405;2018;19,660
VII Maule;Río Claro;7108;2018;13,475
VII Maule;Romeral;7306;2018;15,459
VII Maule;Sagrada Familia;7307;2018;19,696
VII Maule;San Clemente;7109;2018;42,067
VII Maule;San Javier;7406;2018;41,197
VII Maule;San Rafael;7110;2018;10,171
VII Maule;Talca;7101;2018;237,283
VII Maule;Teno;7308;2018;28,729
VII Maule;Vichuquén;7309;2018;5,096
VII Maule;Villa Alegre;7407;2018;15,232
VII Maule;Yerbas Buenas;7408;2018;18,448
VIII Biobío;Alto Biobío;8314;2018;5,886
VIII Biobío;Antuco;8302;2018;3,891
VIII Biobío;Arauco;8202;2018;38,490
VIII Biobío;Bulnes;16102;2018;22,081
VIII Biobío;Cabrero;8303;2018;29,773
VIII Biobío;Cañete;8203;2018;34,287
VIII Biobío;Chiguayante;8103;2018;102,321
VIII Biobío;Chillán;16101;2018;181,618
VIII Biobío;Chillán Viejo;16103;2018;34,829
VIII Biobío;Cobquecura;16202;2018;5,643
VIII Biobío;Coelemu;16203;2018;17,083
VIII Biobío;Coihueco;16302;2018;26,057
VIII Biobío;Concepción;8101;2018;229,156
VIII Biobío;Contulmo;8204;2018;5,449
VIII Biobío;Coronel;8102;2018;118,552
VIII Biobío;Curanilahue;8205;2018;35,095
VIII Biobío;El Carmen;16104;2018;12,742
VIII Biobío;Florida;8104;2018;8,638
VIII Biobío;Hualpén;8112;2018;112,188
VIII Biobío;Hualqui;8105;2018;26,715
VIII Biobío;Laja;8304;2018;24,089
VIII Biobío;Lebu;8201;2018;26,706
VIII Biobío;Los Alamos;8206;2018;24,584
VIII Biobío;Los Angeles;8301;2018;199,465
VIII Biobío;Lota;8106;2018;46,916
VIII Biobío;Mulchén;8305;2018;30,435
VIII Biobío;Nacimiento;8306;2018;28,606
VIII Biobío;Negrete;8307;2018;10,544
VIII Biobío;Ninhue;16204;2018;5,781
VIII Biobío;Ñiquén;16303;2018;11,579
VIII Biobío;Pemuco;16105;2018;9,297
VIII Biobío;Penco;8107;2018;52,315
VIII Biobío;Pinto;16106;2018;11,492
VIII Biobío;Portezuelo;16205;2018;5,603
VIII Biobío;Quilaco;8308;2018;4,069
VIII Biobío;Quilleco;8309;2018;9,814
VIII Biobío;Quillón;16107;2018;17,036
VIII Biobío;Quirihue;16201;2018;13,742
VIII Biobío;Ranquil;16206;2018;6,083
VIII Biobío;San Carlos;16301;2018;53,548
VIII Biobío;San Fabián;16304;2018;4,120
VIII Biobío;San Ignacio;16108;2018;15,789
VIII Biobío;San Nicolás;16305;2018;11,726
VIII Biobío;San Pedro de la Paz;8108;2018;144,156
VIII Biobío;San Rosendo;8310;2018;3,882
VIII Biobío;Santa Bárbara;8311;2018;12,767
VIII Biobío;Santa Juana;8109;2018;13,742
VIII Biobío;Talcahuano;8110;2018;179,207
VIII Biobío;Tirúa;8207;2018;10,505
VIII Biobío;Tomé;8111;2018;55,810
VIII Biobío;Treguaco;16207;2018;5,257
VIII Biobío;Tucapel;8312;2018;14,582
VIII Biobío;Yumbel;8313;2018;21,569
VIII Biobío;Yungay;16109;2018;18,354
IX Araucanía;Angol;9201;2018;56,103
IX Araucanía;Carahue;9102;2018;26,406
IX Araucanía;Cholchol;9121;2018;12,119
IX Araucanía;Collipulli;9202;2018;24,774
IX Araucanía;Cunco;9103;2018;18,862
IX Araucanía;Curacautín;9203;2018;17,046
IX Araucanía;Curarrehue;9104;2018;7,504
IX Araucanía;Ercilla;9204;2018;9,112
IX Araucanía;Freire;9105;2018;24,241
IX Araucanía;Galvarino;9106;2018;12,408
IX Araucanía;Gorbea;9107;2018;15,584
IX Araucanía;Lautaro;9108;2018;37,557
IX Araucanía;Loncoche;9109;2018;23,194
IX Araucanía;Lonquimay;9205;2018;10,985
IX Araucanía;Los Sauces;9206;2018;7,803
IX Araucanía;Lumaco;9207;2018;11,164
IX Araucanía;Melipeuco;9110;2018;5,816
IX Araucanía;Nueva Imperial;9111;2018;33,768
IX Araucanía;Padre Las Casas;9112;2018;93,760
IX Araucanía;Perquenco;9113;2018;7,366
IX Araucanía;Pitrufquén;9114;2018;25,009
IX Araucanía;Pucón;9115;2018;29,072
IX Araucanía;Purén;9208;2018;12,822
IX Araucanía;Renaico;9209;2018;10,804
IX Araucanía;Saavedra;9116;2018;12,571
IX Araucanía;Temuco;9101;2018;294,734
IX Araucanía;Teodoro Schmidt;9117;2018;16,096
IX Araucanía;Toltén;9118;2018;11,319
IX Araucanía;Traiguén;9210;2018;19,640
IX Araucanía;Victoria;9211;2018;34,814
IX Araucanía;Vilcún;9119;2018;28,638
IX Araucanía;Villarrica;9120;2018;56,689
XIV Los Ríos;Corral;14102;2018;5,771
XIV Los Ríos;Futrono;14202;2018;16,709
XIV Los Ríos;La Unión;14201;2018;43,838
XIV Los Ríos;Lago Ranco;14203;2018;10,920
XIV Los Ríos;Lanco;14103;2018;18,091
XIV Los Ríos;Los Lagos;14104;2018;22,988
XIV Los Ríos;Máfil;14105;2018;7,456
XIV Los Ríos;Mariquina;14106;2018;22,920
XIV Los Ríos;Paillaco;14107;2018;21,094
XIV Los Ríos;Panguipulli;14108;2018;36,753
XIV Los Ríos;Río Bueno;14204;2018;32,931
XIV Los Ríos;Valdivia;14101;2018;173,341
X Los Lagos;Ancud;10202;2018;44,373
X Los Lagos;Calbuco;10102;2018;35,471
X Los Lagos;Castro;10201;2018;49,824
X Los Lagos;Chaitén;10401;2018;4,394
X Los Lagos;Chonchi;10203;2018;15,620
X Los Lagos;Cochamó;10103;2018;3,990
X Los Lagos;Curaco de Vélez;10204;2018;4,286
X Los Lagos;Dalcahue;10205;2018;16,234
X Los Lagos;Fresia;10104;2018;12,584
X Los Lagos;Frutillar;10105;2018;17,371
X Los Lagos;Futaleufú;10402;2018;3,478
X Los Lagos;Hualaihué;10403;2018;11,408
X Los Lagos;Llanquihue;10107;2018;18,229
X Los Lagos;Los Muermos;10106;2018;16,177
X Los Lagos;Maullín;10108;2018;15,492
X Los Lagos;Osorno;10301;2018;158,162
X Los Lagos;Palena;10404;2018;2,119
X Los Lagos;Puerto Montt;10101;2018;256,828
X Los Lagos;Puerto Octay;10302;2018;9,257
X Los Lagos;Puerto Varas;10109;2018;42,027
X Los Lagos;Puqueldón;10206;2018;3,912
X Los Lagos;Purranque;10303;2018;21,197
X Los Lagos;Puyehue;10304;2018;10,864
X Los Lagos;Queilén;10207;2018;5,548
X Los Lagos;Quellón;10208;2018;32,294
X Los Lagos;Quemchi;10209;2018;9,012
X Los Lagos;Quinchao;10210;2018;8,693
X Los Lagos;Río Negro;10305;2018;13,195
X Los Lagos;San Juan de la Costa;10306;2018;7,174
X Los Lagos;San Pablo;10307;2018;10,398
XI Aysén;Aisén;11201;2018;28,595
XI Aysén;Chile Chico;11401;2018;5,176
XI Aysén;Cisnes;11202;2018;5,372
XI Aysén;Cochrane;11301;2018;3,430
XI Aysén;Coihaique;11101;2018;62,265
XI Aysén;Guaitecas;11203;2018;1,763
XI Aysén;Lago Verde;11102;2018;959
XI Aysén;O'Higgins;11302;2018;722
XI Aysén;Río Ibáñez;11402;2018;2,281
XI Aysén;Tortel;11303;2018;681
XII Magallanes y la Antártica;Antártica;12202;2018;209
