DP;DPNOM;DPMP;MPIO;year;total
15;Boyacá;15236;Chivor;2018;1668 
15;Boyacá;15238;Duitama;2018;113954 
15;Boyacá;15244;El Cocuy;2018;5122 
15;Boyacá;15248;El Espino;2018;4221 
15;Boyacá;15272;Firavitoba;2018;5774 
15;Boyacá;15276;Floresta;2018;4383 
15;Boyacá;15293;Gachantivá;2018;2532 
15;Boyacá;15296;Gameza;2018;4622 
15;Boyacá;15299;Garagoa;2018;17033 
15;Boyacá;15317;Guacamayas;2018;1574 
15;Boyacá;15322;Guateque;2018;9411 
15;Boyacá;15325;Guayatá;2018;4779 
15;Boyacá;15332;Güicán;2018;6609 
15;Boyacá;15362;Iza;2018;2412 
15;Boyacá;15367;Jenesano;2018;7693 
15;Boyacá;15368;Jericó;2018;3814 
15;Boyacá;15377;Labranzagrande;2018;5002 
15;Boyacá;15380;La Capilla;2018;2404 
15;Boyacá;15401;La Victoria;2018;1673 
15;Boyacá;15403;La Uvita;2018;2259 
15;Boyacá;15407;Villa de Leyva;2018;18050 
15;Boyacá;15425;Macanal;2018;4838 
15;Boyacá;15442;Maripí;2018;7335 
15;Boyacá;15455;Miraflores;2018;9785 
15;Boyacá;15464;Mongua;2018;4547 
15;Boyacá;15466;Monguí;2018;4983 
15;Boyacá;15469;Moniquirá;2018;21242 
15;Boyacá;15476;Motavita;2018;8470 
15;Boyacá;15480;Muzo;2018;8668 
15;Boyacá;15491;Nobsa;2018;16526 
15;Boyacá;15494;Nuevo Colón;2018;6680 
15;Boyacá;15500;Oicatá;2018;2836 
15;Boyacá;15507;Otanche;2018;10689 
15;Boyacá;15511;Pachavita;2018;2344 
15;Boyacá;15514;Páez;2018;2792 
15;Boyacá;15516;Paipa;2018;31582 
15;Boyacá;15518;Pajarito;2018;1545 
15;Boyacá;15522;Panqueba;2018;1393 
15;Boyacá;15531;Pauna;2018;10820 
15;Boyacá;15533;Paya;2018;2509 
15;Boyacá;15537;Paz de Río;2018;4503 
15;Boyacá;15542;Pesca;2018;7543 
15;Boyacá;15550;Pisba;2018;1287 
15;Boyacá;15572;Puerto Boyacá;2018;56517 
15;Boyacá;15580;Quípama;2018;7579 
15;Boyacá;15599;Ramiriquí;2018;9763 
15;Boyacá;15600;Ráquira;2018;13907 
15;Boyacá;15621;Rondón;2018;2767 
15;Boyacá;15632;Saboyá;2018;12183 
15;Boyacá;15638;Sáchica;2018;3758 
15;Boyacá;15646;Samacá;2018;20546 
15;Boyacá;15660;San Eduardo;2018;1853 
15;Boyacá;15664;San José de Pare;2018;5025 
15;Boyacá;15667;San Luis de Gaceno;2018;4774 
15;Boyacá;15673;San Mateo;2018;3392 
15;Boyacá;15676;San Miguel de Sema;2018;4531 
15;Boyacá;15681;San Pablo de Borbur;2018;10382 
15;Boyacá;15686;Santana;2018;7628 
15;Boyacá;15690;Santa María;2018;3796 
15;Boyacá;15693;Santa Rosa de Viterbo;2018;13405 
15;Boyacá;15696;Santa Sofía;2018;2585 
15;Boyacá;15720;Sativanorte;2018;2215 
15;Boyacá;15723;Sativasur;2018;1038 
15;Boyacá;15740;Siachoque;2018;8972 
15;Boyacá;15753;Soatá;2018;6713 
15;Boyacá;15755;Socotá;2018;7549 
15;Boyacá;15757;Socha;2018;6973 
15;Boyacá;15759;Sogamoso;2018;111799 
15;Boyacá;15761;Somondoco;2018;3411 
15;Boyacá;15762;Sora;2018;3029 
15;Boyacá;15763;Sotaquirá;2018;7340 
15;Boyacá;15764;Soracá;2018;5167 
15;Boyacá;15774;Susacón;2018;2912 
15;Boyacá;15776;Sutamarchán;2018;5833 
15;Boyacá;15778;Sutatenza;2018;3939 
15;Boyacá;15790;Tasco;2018;6175 
15;Boyacá;15798;Tenza;2018;3950 
15;Boyacá;15804;Tibaná;2018;9023 
15;Boyacá;15806;Tibasosa;2018;14470 
15;Boyacá;15808;Tinjacá;2018;3044 
15;Boyacá;15810;Tipacoque;2018;3041 
15;Boyacá;15814;Toca;2018;10007 
15;Boyacá;15816;Togüí;2018;4857 
15;Boyacá;15820;Tópaga;2018;3692 
15;Boyacá;15822;Tota;2018;5267 
15;Boyacá;15832;Tununguá;2018;1913 
15;Boyacá;15835;Turmequé;2018;5787 
15;Boyacá;15837;Tuta;2018;9856 
15;Boyacá;15839;Tutazá;2018;1792 
15;Boyacá;15842;Umbita;2018;10337 
15;Boyacá;15861;Ventaquemada;2018;15729 
15;Boyacá;15879;Viracachá;2018;3146 
15;Boyacá;15897;Zetaquira;2018;4374 
17;Caldas;17001;Manizales;2018;400136 
17;Caldas;17013;Aguadas;2018;21439 
17;Caldas;17042;Anserma;2018;33397 
17;Caldas;17050;Aranzazu;2018;11026 
17;Caldas;17088;Belalcázar;2018;10559 
17;Caldas;17174;Chinchiná;2018;50880 
17;Caldas;17272;Filadelfia;2018;10548 
17;Caldas;17380;La Dorada;2018;78135 
17;Caldas;17388;La Merced;2018;5172 
17;Caldas;17433;Manzanares;2018;22781 
17;Caldas;17442;Marmato;2018;9290 
17;Caldas;17444;Marquetalia;2018;15010 
17;Caldas;17446;Marulanda;2018;3382 
17;Caldas;17486;Neira;2018;31180 
17;Caldas;17495;Norcasia;2018;6228 
17;Caldas;17513;Pácora;2018;11130 
17;Caldas;17524;Palestina;2018;17639 
17;Caldas;17541;Pensilvania;2018;26344 
17;Caldas;17614;Riosucio;2018;63822 
17;Caldas;17616;Risaralda;2018;9254 
17;Caldas;17653;Salamina;2018;15697 
17;Caldas;17662;Samaná;2018;25794 
17;Caldas;17665;San José;2018;7603 
17;Caldas;17777;Supía;2018;27300 
17;Caldas;17867;Victoria;2018;8124 
17;Caldas;17873;Villamaría;2018;59598 
17;Caldas;17877;Viterbo;2018;12398 
18;Caquetá;18001;Florencia;2018;181493 
18;Caquetá;18029;Albania;2018;6434 
18;Caquetá;18094;Belén de Los Andaquies;2018;11721 
18;Caquetá;18150;Cartagena del Chairá;2018;34953 
18;Caquetá;18205;Curillo;2018;11829 
18;Caquetá;18247;El Doncello;2018;22267 
18;Caquetá;18256;El Paujil;2018;21148 
18;Caquetá;18410;La Montañita;2018;24140 
18;Caquetá;18460;Milán;2018;11829 
18;Caquetá;18479;Morelia;2018;3892 
18;Caquetá;18592;Puerto Rico;2018;33623 
18;Caquetá;18610;San José del Fragua;2018;15223 
18;Caquetá;18753;San Vicente del Caguán;2018;71704 
18;Caquetá;18756;Solano;2018;25074 
18;Caquetá;18785;Solita;2018;9139 
18;Caquetá;18860;Valparaíso;2018;11772 
19;Cauca;19001;Popayán;2018;284737 
19;Cauca;19022;Almaguer;2018;21351 
19;Cauca;19050;Argelia;2018;27454 
19;Cauca;19075;Balboa;2018;26210 
19;Cauca;19100;Bolívar;2018;44836 
19;Cauca;19110;Buenos Aires;2018;34037 
19;Cauca;19130;Cajibío;2018;38428 
19;Cauca;19137;Caldono;2018;33910 
19;Cauca;19142;Caloto(1)(3);2018;17736 
19;Cauca;19212;Corinto;2018;33107 
19;Cauca;19256;El Tambo;2018;47958 
19;Cauca;19290;Florencia;2018;6175 
19;Cauca;19300;Guachené (1) ;2018;19920 
19;Cauca;19318;Guapi;2018;29931 
19;Cauca;19355;Inzá;2018;32150 
19;Cauca;19364;Jambaló;2018;18663 
19;Cauca;19392;La Sierra;2018;10576 
19;Cauca;19397;La Vega;2018;47007 
19;Cauca;19418;López;2018;20721 
19;Cauca;19450;Mercaderes;2018;18198 
19;Cauca;19455;Miranda;2018;41925 
19;Cauca;19473;Morales;2018;26535 
19;Cauca;19513;Padilla;2018;7744 
19;Cauca;19517;Paez;2018;36254 
19;Cauca;19532;Patía;2018;37209 
19;Cauca;19533;Piamonte;2018;7437 
19;Cauca;19548;Piendamó;2018;45355 
19;Cauca;19573;Puerto Tejada;2018;46088 
19;Cauca;19585;Puracé;2018;15275 
19;Cauca;19622;Rosas;2018;13542 
19;Cauca;19693;San Sebastián;2018;14314 
19;Cauca;19698;Santander de Quilichao;2018;97965 
19;Cauca;19701;Santa Rosa;2018;10780 
19;Cauca;19743;Silvia;2018;32588 
19;Cauca;19760;Sotara;2018;17416 
19;Cauca;19780;Suárez;2018;18485 
19;Cauca;19785;Sucre;2018;8880 
19;Cauca;19807;Timbío;2018;35160 
19;Cauca;19809;Timbiquí;2018;21969 
19;Cauca;19821;Toribio;2018;30110 
19;Cauca;19824;Totoró;2018;21016 
19;Cauca;19845;Villa Rica;2018;16781 
20;Cesar;20001;Valledupar;2018;483286 
20;Cesar;20011;Aguachica;2018;95782 
20;Cesar;20013;Agustín Codazzi;2018;49654 
20;Cesar;20032;Astrea;2018;19348 
20;Cesar;20045;Becerril;2018;13261 
20;Cesar;20060;Bosconia;2018;39100 
20;Cesar;20175;Chimichagua;2018;30404 
20;Cesar;20178;Chiriguaná;2018;18852 
20;Cesar;20228;Curumaní;2018;23360 
20;Cesar;20238;El Copey;2018;26803 
20;Cesar;20250;El Paso;2018;23361 
20;Cesar;20295;Gamarra;2018;17278 
20;Cesar;20310;González;2018;6398 
20;Cesar;20383;La Gloria;2018;12405 
20;Cesar;20400;La Jagua de Ibirico;2018;22372 
20;Cesar;20443;Manaure;2018;15557 
20;Cesar;20517;Pailitas;2018;17462 
20;Cesar;20550;Pelaya;2018;18243 
20;Cesar;20570;Pueblo Bello;2018;23985 
20;Cesar;20614;Río de Oro;2018;13897 
20;Cesar;20621;La Paz;2018;22977 
20;Cesar;20710;San Alberto;2018;26080 
20;Cesar;20750;San Diego;2018;13208 
20;Cesar;20770;San Martín;2018;18846 
20;Cesar;20787;Tamalameque;2018;13754 
23;Córdoba;23001;Montería;2018;460082 
23;Córdoba;23068;Ayapel;2018;54144 
23;Córdoba;23079;Buenavista;2018;22459 
23;Córdoba;23090;Canalete;2018;23028 
23;Córdoba;23162;Cereté;2018;93713 
23;Córdoba;23168;Chimá;2018;15438 
23;Córdoba;23182;Chinú;2018;49841 
23;Córdoba;23189;Ciénaga de Oro;2018;67934 
23;Córdoba;23300;Cotorra;2018;15547 
23;Córdoba;23350;La Apartada;2018;16046 
23;Córdoba;23417;Lorica;2018;120558 
23;Córdoba;23419;Los Córdobas;2018;25947 
23;Córdoba;23464;Momil;2018;15175 
23;Córdoba;23466;Montelíbano(1)(3);2018;86858 
23;Córdoba;23500;Moñitos;2018;28708 
23;Córdoba;23555;Planeta Rica;2018;68810 
23;Córdoba;23570;Pueblo Nuevo;2018;40911 
23;Córdoba;23574;Puerto Escondido;2018;31834 
23;Córdoba;23580;Puerto Libertador;2018;52371 
23;Córdoba;23586;Purísima;2018;15172 
23;Córdoba;23660;Sahagún;2018;90406 
23;Córdoba;23670;San Andrés Sotavento (1) (3);2018;46145 
23;Córdoba;23672;San Antero;2018;33096 
23;Córdoba;23675;San Bernardo del Viento;2018;35874 
23;Córdoba;23678;San Carlos;2018;28236 
23;Córdoba;23682;San José de Uré(1);2018;11549 
23;Córdoba;23686;San Pelayo;2018;44972 
23;Córdoba;23807;Tierralta;2018;107302 
23;Córdoba;23815;Tuchín (1);2018;40425 
23;Córdoba;23855;Valencia;2018;45926 
25;Cundinamarca;25001;Agua de Dios;2018;10733 
25;Cundinamarca;25019;Albán;2018;5957 
25;Cundinamarca;25035;Anapoima;2018;13928 
25;Cundinamarca;25040;Anolaima;2018;11998 
25;Cundinamarca;25053;Arbeláez;2018;12412 
25;Cundinamarca;25086;Beltrán;2018;2281 
25;Cundinamarca;25095;Bituima;2018;2480 
25;Cundinamarca;25099;Bojacá;2018;12448 
25;Cundinamarca;25120;Cabrera;2018;4434 
25;Cundinamarca;25123;Cachipay;2018;9765 
25;Cundinamarca;25126;Cajicá;2018;60379 
25;Cundinamarca;25148;Caparrapí;2018;16732 
25;Cundinamarca;25151;Caqueza;2018;17303 
25;Cundinamarca;25154;Carmen de Carupa;2018;9366 
25;Cundinamarca;25168;Chaguaní;2018;3962 
25;Cundinamarca;25175;Chía;2018;135752 
25;Cundinamarca;25178;Chipaque;2018;8401 
25;Cundinamarca;25181;Choachí;2018;10553 
25;Cundinamarca;25183;Chocontá;2018;27238 
25;Cundinamarca;25200;Cogua;2018;23654 
25;Cundinamarca;25214;Cota;2018;26463 
25;Cundinamarca;25224;Cucunubá;2018;7589 
25;Cundinamarca;25245;El Colegio;2018;22163 
25;Cundinamarca;25258;El Peñón;2018;4775 
25;Cundinamarca;25260;El Rosal;2018;18440 
25;Cundinamarca;25269;Facatativá;2018;139364 
25;Cundinamarca;25279;Fomeque;2018;12228 
25;Cundinamarca;25281;Fosca;2018;7852 
25;Cundinamarca;25286;Funza;2018;79545 
25;Cundinamarca;25288;Fúquene;2018;5780 
25;Cundinamarca;25290;Fusagasugá;2018;142426 
25;Cundinamarca;25293;Gachala;2018;5674 
25;Cundinamarca;25295;Gachancipá;2018;15632 
25;Cundinamarca;25297;Gachetá;2018;11310 
25;Cundinamarca;25299;Gama;2018;4045 
25;Cundinamarca;25307;Girardot;2018;106818 
25;Cundinamarca;25312;Granada;2018;9253 
25;Cundinamarca;25317;Guachetá;2018;11348 
25;Cundinamarca;25320;Guaduas;2018;40446 
25;Cundinamarca;25322;Guasca;2018;15478 
25;Cundinamarca;25324;Guataquí;2018;2689 
25;Cundinamarca;25326;Guatavita;2018;6958 
25;Cundinamarca;25328;Guayabal de Siquima;2018;3659 
25;Cundinamarca;25335;Guayabetal;2018;4989 
25;Cundinamarca;25339;Gutiérrez;2018;4312 
25;Cundinamarca;25368;Jerusalén;2018;2664 
25;Cundinamarca;25372;Junín;2018;8701 
25;Cundinamarca;25377;La Calera;2018;28568 
25;Cundinamarca;25386;La Mesa;2018;32771 
25;Cundinamarca;25394;La Palma;2018;11012 
25;Cundinamarca;25398;La Peña;2018;7046 
25;Cundinamarca;25402;La Vega;2018;14489 
25;Cundinamarca;25407;Lenguazaque;2018;10394 
25;Cundinamarca;25426;Macheta;2018;6178 
25;Cundinamarca;25430;Madrid;2018;82118 
25;Cundinamarca;25436;Manta;2018;4769 
25;Cundinamarca;25438;Medina;2018;10183 
25;Cundinamarca;25473;Mosquera;2018;89108 
25;Cundinamarca;25483;Nariño;2018;2249 
25;Cundinamarca;25486;Nemocón;2018;14137 
25;Cundinamarca;25488;Nilo;2018;19828 
25;Cundinamarca;25489;Nimaima;2018;7074 
25;Cundinamarca;25491;Nocaima;2018;8157 
25;Cundinamarca;25506;Venecia;2018;4084 
25;Cundinamarca;25513;Pacho;2018;27780 
25;Cundinamarca;25518;Paime;2018;4255 
25;Cundinamarca;25524;Pandi;2018;5717 
25;Cundinamarca;25530;Paratebueno;2018;7809 
25;Cundinamarca;25535;Pasca;2018;12479 
25;Cundinamarca;25572;Puerto Salgar;2018;19665 
25;Cundinamarca;25580;Pulí;2018;3031 
25;Cundinamarca;25592;Quebradanegra;2018;4766 
25;Cundinamarca;25594;Quetame;2018;7298 
25;Cundinamarca;25596;Quipile;2018;8146 
25;Cundinamarca;25599;Apulo;2018;7812 
25;Cundinamarca;25612;Ricaurte;2018;9844 
25;Cundinamarca;25645;San Antonio del Tequendama;2018;13272 
25;Cundinamarca;25649;San Bernardo;2018;10775 
25;Cundinamarca;25653;San Cayetano;2018;5354 
25;Cundinamarca;25658;San Francisco;2018;10011 
25;Cundinamarca;25662;San Juan de Río Seco;2018;9670 
25;Cundinamarca;25718;Sasaima;2018;10828 
25;Cundinamarca;25736;Sesquilé;2018;15415 
25;Cundinamarca;25740;Sibaté;2018;40535 
25;Cundinamarca;25743;Silvania;2018;22068 
25;Cundinamarca;25745;Simijaca;2018;13741 
25;Cundinamarca;25754;Soacha;2018;544997 
25;Cundinamarca;25758;Sopó;2018;28518 
25;Cundinamarca;25769;Subachoque;2018;17077 
25;Cundinamarca;25772;Suesca;2018;18375 
25;Cundinamarca;25777;Supatá;2018;5027 
25;Cundinamarca;25779;Susa;2018;13189 
25;Cundinamarca;25781;Sutatausa;2018;5809 
25;Cundinamarca;25785;Tabio;2018;29042 
25;Cundinamarca;25793;Tausa;2018;9106 
25;Cundinamarca;25797;Tena;2018;9359 
25;Cundinamarca;25799;Tenjo;2018;20179 
25;Cundinamarca;25805;Tibacuy;2018;4832 
25;Cundinamarca;25807;Tibirita;2018;2938 
25;Cundinamarca;25815;Tocaima;2018;18704 
25;Cundinamarca;25817;Tocancipá;2018;34554 
25;Cundinamarca;25823;Topaipí;2018;4493 
25;Cundinamarca;25839;Ubalá;2018;10337 
25;Cundinamarca;25841;Ubaque;2018;5958 
25;Cundinamarca;25843;Villa de San Diego de Ubate;2018;39393 
25;Cundinamarca;25845;Une;2018;9561 
25;Cundinamarca;25851;Útica;2018;5039 
25;Cundinamarca;25862;Vergara;2018;7719 
25;Cundinamarca;25867;Vianí;2018;4226 
25;Cundinamarca;25871;Villagómez;2018;2168 
25;Cundinamarca;25873;Villapinzón;2018;20711 
25;Cundinamarca;25875;Villeta;2018;25497 
25;Cundinamarca;25878;Viotá;2018;13328 
25;Cundinamarca;25885;Yacopí;2018;17113 
25;Cundinamarca;25898;Zipacón;2018;5750 
25;Cundinamarca;25899;Zipaquirá;2018;128426 
27;Chocó;27001;Quibdó;2018;116178 
27;Chocó;27006;Acandí;2018;9335 
27;Chocó;27025;Alto Baudo;2018;39684 
27;Chocó;27050;Atrato;2018;10751 
27;Chocó;27073;Bagadó;2018;7937 
27;Chocó;27075;Bahía Solano;2018;9400 
27;Chocó;27077;Bajo Baudó;2018;17733 
27;Chocó;27099;Bojaya;2018;10113 
27;Chocó;27135;El Cantón del San Pablo;2018;8586 
27;Chocó;27150;Carmen del Darien;2018;5548 
27;Chocó;27160;Cértegui;2018;10196 
27;Chocó;27205;Condoto;2018;15165 
27;Chocó;27245;El Carmen de Atrato;2018;14770 
27;Chocó;27250;El Litoral del San Juan;2018;16405 
27;Chocó;27361;Istmina;2018;25833 
27;Chocó;27372;Juradó;2018;3239 
27;Chocó;27413;Lloró;2018;11461 
27;Chocó;27425;Medio Atrato;2018;32486 
27;Chocó;27430;Medio Baudó;2018;14150 
27;Chocó;27450;Medio San Juan;2018;17456 
27;Chocó;27491;Nóvita;2018;7958 
27;Chocó;27495;Nuquí;2018;8866 
27;Chocó;27580;Río Iro;2018;10218 
27;Chocó;27600;Río Quito;2018;9292 
27;Chocó;27615;Riosucio(2);2018;28986 
27;Chocó;27660;San José del Palmar;2018;4740 
27;Chocó;27745;Sipí;2018;4219 
27;Chocó;27787;Tadó;2018;19112 
27;Chocó;27800;Unguía;2018;15263 
27;Chocó;27810;Unión Panamericana;2018;10065 
41;Huila;41001;Neiva;2018;347438 
41;Huila;41006;Acevedo;2018;35107 
41;Huila;41013;Agrado;2018;9223 
41;Huila;41016;Aipe;2018;28418 
41;Huila;41020;Algeciras;2018;24662 
41;Huila;41026;Altamira;2018;4538 
41;Huila;41078;Baraya;2018;9718 
41;Huila;41132;Campoalegre;2018;34772 
41;Huila;41206;Colombia;2018;12778 
41;Huila;41244;Elías;2018;4130 
41;Huila;41298;Garzón;2018;94219 
41;Huila;41306;Gigante;2018;34952 
41;Huila;41319;Guadalupe;2018;22467 
41;Huila;41349;Hobo;2018;7019 
41;Huila;41357;Iquira;2018;13403 
41;Huila;41359;Isnos;2018;28187 
41;Huila;41378;La Argentina;2018;14797 
41;Huila;41396;La Plata;2018;66072 
41;Huila;41483;Nátaga;2018;6496 
41;Huila;41503;Oporapa;2018;14475 
41;Huila;41518;Paicol;2018;5691 
41;Huila;41524;Palermo;2018;34406 
41;Huila;41530;Palestina;2018;11950 
41;Huila;41548;Pital;2018;13951 
41;Huila;41551;Pitalito;2018;133205 
41;Huila;41615;Rivera;2018;19378 
41;Huila;41660;Saladoblanco;2018;11821 
41;Huila;41668;San Agustín;2018;33814 
41;Huila;41676;Santa María;2018;11646 
41;Huila;41770;Suaza;2018;20558 
41;Huila;41791;Tarqui;2018;18096 
41;Huila;41797;Tesalia;2018;9346 
41;Huila;41799;Tello;2018;14448 
41;Huila;41801;Teruel;2018;8876 
41;Huila;41807;Timaná;2018;20423 
41;Huila;41872;Villavieja;2018;7307 
41;Huila;41885;Yaguará;2018;9294 
44;La Guajira;44001;Riohacha;2018;286973 
44;La Guajira;44035;Albania;2018;28044 
44;La Guajira;44078;Barrancas;2018;36862 
44;La Guajira;44090;Dibulla;2018;36636 
44;La Guajira;44098;Distracción;2018;16799 
44;La Guajira;44110;El Molino;2018;9037 
44;La Guajira;44279;Fonseca;2018;34762 
44;La Guajira;44378;Hatonuevo;2018;27721 
44;La Guajira;44420;La Jagua del Pilar;2018;3308 
44;La Guajira;44430;Maicao;2018;164424 
44;La Guajira;44560;Manaure;2018;116248 
44;La Guajira;44650;San Juan del Cesar;2018;38900 
44;La Guajira;44847;Uribia;2018;192721 
44;La Guajira;44855;Urumita;2018;19214 
44;La Guajira;44874;Villanueva;2018;28508 
47;Magdalena;47001;Santa Marta;2018;507455 
47;Magdalena;47030;Algarrobo;2018;12830 
47;Magdalena;47053;Aracataca;2018;40879 
47;Magdalena;47058;Ariguaní;2018;32527 
47;Magdalena;47161;Cerro San Antonio;2018;7734 
47;Magdalena;47170;Chivolo;2018;15793 
47;Magdalena;47189;Ciénaga;2018;105206 
47;Magdalena;47205;Concordia;2018;9260 
47;Magdalena;47245;El Banco;2018;55949 
47;Magdalena;47258;El Piñon;2018;16718 
47;Magdalena;47268;El Retén;2018;21766 
47;Magdalena;47288;Fundación;2018;57527 
47;Magdalena;47318;Guamal;2018;28012 
47;Magdalena;47460;Nueva Granada;2018;21130 
47;Magdalena;47541;Pedraza;2018;8095 
47;Magdalena;47545;Pijiño del Carmen;2018;16411 
47;Magdalena;47551;Pivijay;2018;33400 
47;Magdalena;47555;Plato;2018;60824 
47;Magdalena;47570;Puebloviejo;2018;32346 
47;Magdalena;47605;Remolino;2018;7980 
47;Magdalena;47660;Sabanas de San Angel;2018;17568 
47;Magdalena;47675;Salamina;2018;6758 
47;Magdalena;47692;San Sebastián de Buenavista;2018;17568 
47;Magdalena;47703;San Zenón;2018;9178 
47;Magdalena;47707;Santa Ana;2018;26923 
47;Magdalena;47720;Santa Bárbara de Pinto;2018;13103 
47;Magdalena;47745;Sitionuevo;2018;32801 
47;Magdalena;47798;Tenerife;2018;12214 
47;Magdalena;47960;Zapayán;2018;8907 
47;Magdalena;47980;Zona Bananera;2018;61829 
50;Meta;50001;Villavicencio;2018;516831 
50;Meta;50006;Acacías;2018;73640 
50;Meta;50110;Barranca de Upía;2018;4180 
50;Meta;50124;Cabuyaro;2018;4108 
50;Meta;50150;Castilla la Nueva;2018;10494 
50;Meta;50223;Cubarral;2018;6188 
50;Meta;50226;Cumaral;2018;18395 
50;Meta;50245;El Calvario;2018;2222 
50;Meta;50251;El Castillo;2018;6184 
50;Meta;50270;El Dorado;2018;3451 
50;Meta;50287;Fuente de Oro;2018;13919 
50;Meta;50313;Granada;2018;65952 
50;Meta;50318;Guamal;2018;9477 
50;Meta;50325;Mapiripán;2018;18532 
50;Meta;50330;Mesetas;2018;11481 
50;Meta;50350;La Macarena;2018;35766 
50;Meta;50370;Uribe;2018;17329 
50;Meta;50400;Lejanías;2018;9303 
50;Meta;50450;Puerto Concordia;2018;22559 
50;Meta;50568;Puerto Gaitán;2018;18903 
50;Meta;50573;Puerto López;2018;34696 
50;Meta;50577;Puerto Lleras;2018;9491 
50;Meta;50590;Puerto Rico;2018;18870 
50;Meta;50606;Restrepo;2018;10686 
50;Meta;50680;San Carlos de Guaroa;2018;10680 
50;Meta;50683;San Juan de Arama;2018;8728 
50;Meta;50686;San Juanito;2018;2241 
50;Meta;50689;San Martín;2018;25605 
50;Meta;50711;Vistahermosa;2018;26790 
52;Nariño;52001;Pasto;2018;455678 
52;Nariño;52019;Albán;2018;22999 
52;Nariño;52022;Aldana;2018;5855 
52;Nariño;52036;Ancuyá;2018;6572 
52;Nariño;52051;Arboleda;2018;7573 
52;Nariño;52079;Barbacoas;2018;40429 
52;Nariño;52083;Belén;2018;7801 
52;Nariño;52110;Buesaco;2018;25947 
52;Nariño;52203;Colón;2018;10238 
52;Nariño;52207;Consaca;2018;9099 
52;Nariño;52210;Contadero;2018;7035 
52;Nariño;52215;Córdoba;2018;14091 
52;Nariño;52224;Cuaspud;2018;8727 
52;Nariño;52227;Cumbal;2018;39791 
52;Nariño;52233;Cumbitara;2018;16598 
52;Nariño;52240;Chachagüí;2018;14045 
52;Nariño;52250;El Charco;2018;41042 
52;Nariño;52254;El Peñol;2018;6383 
52;Nariño;52256;El Rosario;2018;9801 
52;Nariño;52258;El Tablón de Gómez;2018;12388 
52;Nariño;52260;El Tambo;2018;11720 
52;Nariño;52287;Funes;2018;6354 
52;Nariño;52317;Guachucal;2018;15269 
52;Nariño;52320;Guaitarilla;2018;11508 
52;Nariño;52323;Gualmatán;2018;5782 
52;Nariño;52352;Iles;2018;8956 
52;Nariño;52354;Imués;2018;5902 
52;Nariño;52356;Ipiales;2018;148297 
52;Nariño;52378;La Cruz;2018;18292 
52;Nariño;52381;La Florida;2018;9297 
52;Nariño;52385;La Llanada;2018;5563 
52;Nariño;52390;La Tola;2018;14230 
52;Nariño;52399;La Unión;2018;25483 
52;Nariño;52405;Leiva;2018;14463 
52;Nariño;52411;Linares;2018;9525 
52;Nariño;52418;Los Andes;2018;20494 
52;Nariño;52427;Magüi;2018;24610 
52;Nariño;52435;Mallama;2018;7332 
52;Nariño;52473;Mosquera;2018;17783 
52;Nariño;52480;Nariño;2018;5074 
52;Nariño;52490;Olaya Herrera;2018;32379 
52;Nariño;52506;Ospina;2018;8834 
52;Nariño;52520;Francisco Pizarro;2018;16461 
52;Nariño;52540;Policarpa;2018;17783 
52;Nariño;52560;Potosí;2018;11830 
52;Nariño;52565;Providencia;2018;13711 
52;Nariño;52573;Puerres;2018;8186 
52;Nariño;52585;Pupiales;2018;19621 
52;Nariño;52612;Ricaurte;2018;19930 
52;Nariño;52621;Roberto Payán;2018;24695 
52;Nariño;52678;Samaniego;2018;49270 
52;Nariño;52683;Sandoná;2018;25746 
52;Nariño;52685;San Bernardo;2018;20908 
52;Nariño;52687;San Lorenzo;2018;20283 
52;Nariño;52693;San Pablo;2018;17217 
52;Nariño;52694;San Pedro de Cartago;2018;7657 
52;Nariño;52696;Santa Bárbara;2018;14559 
52;Nariño;52699;Santacruz;2018;30900 
52;Nariño;52720;Sapuyes;2018;6017 
52;Nariño;52786;Taminango;2018;21629 
52;Nariño;52788;Tangua;2018;9252 
52;Nariño;52835;San Andres de Tumaco;2018;212692 
52;Nariño;52838;Túquerres;2018;40276 
52;Nariño;52885;Yacuanquer;2018;11254 
54;Norte de Santander;54001;Cúcuta;2018;668838 
54;Norte de Santander;54003;Abrego;2018;39090 
54;Norte de Santander;54051;Arboledas;2018;8946 
54;Norte de Santander;54099;Bochalema;2018;7103 
54;Norte de Santander;54109;Bucarasica;2018;4573 
54;Norte de Santander;54125;Cácota;2018;1763 
54;Norte de Santander;54128;Cachirá;2018;11091 
54;Norte de Santander;54172;Chinácota;2018;16848 
54;Norte de Santander;54174;Chitagá;2018;10427 
54;Norte de Santander;54206;Convención;2018;12765 
54;Norte de Santander;54223;Cucutilla;2018;7491 
54;Norte de Santander;54239;Durania;2018;3679 
54;Norte de Santander;54245;El Carmen;2018;13363 
54;Norte de Santander;54250;El Tarra;2018;11025 
54;Norte de Santander;54261;El Zulia;2018;23663 
54;Norte de Santander;54313;Gramalote;2018;5370 
54;Norte de Santander;54344;Hacarí;2018;10860 
54;Norte de Santander;54347;Herrán;2018;3924 
54;Norte de Santander;54377;Labateca;2018;5898 
54;Norte de Santander;54385;La Esperanza;2018;12370 
54;Norte de Santander;54398;La Playa;2018;8563 
54;Norte de Santander;54405;Los Patios;2018;79336 
54;Norte de Santander;54418;Lourdes;2018;3351 
54;Norte de Santander;54480;Mutiscua;2018;3727 
