DP;DPNOM;DPMP;MPIO;year;total
50;Meta;50577;Puerto Lleras;2016;9708 
50;Meta;50590;Puerto Rico;2016;18701 
50;Meta;50606;Restrepo;2016;10628 
50;Meta;50680;San Carlos de Guaroa;2016;9938 
50;Meta;50683;San Juan de Arama;2016;8800 
50;Meta;50686;San Juanito;2016;2191 
50;Meta;50689;San Martín;2016;24992 
50;Meta;50711;Vistahermosa;2016;25908 
52;Nariño;52001;Pasto;2016;445409 
52;Nariño;52019;Albán;2016;22422 
52;Nariño;52022;Aldana;2016;6004 
52;Nariño;52036;Ancuyá;2016;6905 
52;Nariño;52051;Arboleda;2016;7558 
52;Nariño;52079;Barbacoas;2016;38708 
52;Nariño;52083;Belén;2016;7612 
52;Nariño;52110;Buesaco;2016;25362 
52;Nariño;52203;Colón;2016;10168 
52;Nariño;52207;Consaca;2016;9296 
52;Nariño;52210;Contadero;2016;6973 
52;Nariño;52215;Córdoba;2016;14037 
52;Nariño;52224;Cuaspud;2016;8645 
52;Nariño;52227;Cumbal;2016;38349 
52;Nariño;52233;Cumbitara;2016;15681 
52;Nariño;52240;Chachagüí;2016;13876 
52;Nariño;52250;El Charco;2016;38207 
52;Nariño;52254;El Peñol;2016;6468 
52;Nariño;52256;El Rosario;2016;10063 
52;Nariño;52258;El Tablón de Gómez;2016;12630 
52;Nariño;52260;El Tambo;2016;12086 
52;Nariño;52287;Funes;2016;6452 
52;Nariño;52317;Guachucal;2016;15542 
52;Nariño;52320;Guaitarilla;2016;11845 
52;Nariño;52323;Gualmatán;2016;5773 
52;Nariño;52352;Iles;2016;8786 
52;Nariño;52354;Imués;2016;6131 
52;Nariño;52356;Ipiales;2016;141863 
52;Nariño;52378;La Cruz;2016;18249 
52;Nariño;52381;La Florida;2016;9454 
52;Nariño;52385;La Llanada;2016;5726 
52;Nariño;52390;La Tola;2016;13112 
52;Nariño;52399;La Unión;2016;25886 
52;Nariño;52405;Leiva;2016;14064 
52;Nariño;52411;Linares;2016;9879 
52;Nariño;52418;Los Andes;2016;19772 
52;Nariño;52427;Magüi;2016;23136 
52;Nariño;52435;Mallama;2016;7608 
52;Nariño;52473;Mosquera;2016;16769 
52;Nariño;52480;Nariño;2016;4934 
52;Nariño;52490;Olaya Herrera;2016;31593 
52;Nariño;52506;Ospina;2016;8757 
52;Nariño;52520;Francisco Pizarro;2016;15497 
52;Nariño;52540;Policarpa;2016;17159 
52;Nariño;52560;Potosí;2016;12034 
52;Nariño;52565;Providencia;2016;13413 
52;Nariño;52573;Puerres;2016;8319 
52;Nariño;52585;Pupiales;2016;19480 
52;Nariño;52612;Ricaurte;2016;19079 
52;Nariño;52621;Roberto Payán;2016;23287 
52;Nariño;52678;Samaniego;2016;49453 
52;Nariño;52683;Sandoná;2016;25709 
52;Nariño;52685;San Bernardo;2016;19764 
52;Nariño;52687;San Lorenzo;2016;20002 
52;Nariño;52693;San Pablo;2016;17403 
52;Nariño;52694;San Pedro de Cartago;2016;7588 
52;Nariño;52696;Santa Bárbara;2016;14688 
52;Nariño;52699;Santacruz;2016;29065 
52;Nariño;52720;Sapuyes;2016;6237 
52;Nariño;52786;Taminango;2016;20902 
52;Nariño;52788;Tangua;2016;9506 
52;Nariño;52835;San Andres de Tumaco;2016;203971 
52;Nariño;52838;Túquerres;2016;40496 
52;Nariño;52885;Yacuanquer;2016;11064 
54;Norte de Santander;54001;Cúcuta;2016;656380 
54;Norte de Santander;54003;Abrego;2016;38363 
54;Norte de Santander;54051;Arboledas;2016;8972 
54;Norte de Santander;54099;Bochalema;2016;7020 
54;Norte de Santander;54109;Bucarasica;2016;4570 
54;Norte de Santander;54125;Cácota;2016;1873 
54;Norte de Santander;54128;Cachirá;2016;11008 
54;Norte de Santander;54172;Chinácota;2016;16513 
54;Norte de Santander;54174;Chitagá;2016;10391 
54;Norte de Santander;54206;Convención;2016;13296 
54;Norte de Santander;54223;Cucutilla;2016;7625 
54;Norte de Santander;54239;Durania;2016;3735 
54;Norte de Santander;54245;El Carmen;2016;13790 
54;Norte de Santander;54250;El Tarra;2016;10974 
54;Norte de Santander;54261;El Zulia;2016;23107 
54;Norte de Santander;54313;Gramalote;2016;5512 
54;Norte de Santander;54344;Hacarí;2016;10722 
54;Norte de Santander;54347;Herrán;2016;4006 
54;Norte de Santander;54377;Labateca;2016;5876 
54;Norte de Santander;54385;La Esperanza;2016;12123 
54;Norte de Santander;54398;La Playa;2016;8553 
54;Norte de Santander;54405;Los Patios;2016;77474 
54;Norte de Santander;54418;Lourdes;2016;3362 
54;Norte de Santander;54480;Mutiscua;2016;3747 
54;Norte de Santander;54498;Ocaña;2016;98992 
54;Norte de Santander;54518;Pamplona;2016;57803 
54;Norte de Santander;54520;Pamplonita;2016;4945 
54;Norte de Santander;54553;Puerto Santander;2016;10421 
54;Norte de Santander;54599;Ragonvalia;2016;6897 
54;Norte de Santander;54660;Salazar;2016;8942 
54;Norte de Santander;54670;San Calixto;2016;13631 
54;Norte de Santander;54673;San Cayetano;2016;5537 
54;Norte de Santander;54680;Santiago;2016;2844 
54;Norte de Santander;54720;Sardinata;2016;22620 
54;Norte de Santander;54743;Silos;2016;4366 
54;Norte de Santander;54800;Teorama;2016;21978 
54;Norte de Santander;54810;Tibú;2016;36708 
54;Norte de Santander;54820;Toledo;2016;17284 
54;Norte de Santander;54871;Villa Caro;2016;5204 
54;Norte de Santander;54874;Villa del Rosario;2016;90544 
63;Quindio;63001;Armenia;2016;298199 
63;Quindio;63111;Buenavista;2016;2805 
63;Quindio;63130;Calarca;2016;77987 
63;Quindio;63190;Circasia;2016;30143 
63;Quindio;63212;Córdoba;2016;5296 
63;Quindio;63272;Filandia;2016;13465 
63;Quindio;63302;Génova;2016;7772 
63;Quindio;63401;La Tebaida;2016;43159 
63;Quindio;63470;Montenegro;2016;41438 
63;Quindio;63548;Pijao;2016;6097 
63;Quindio;63594;Quimbaya;2016;35036 
63;Quindio;63690;Salento;2016;7109 
66;Risaralda;66001;Pereira;2016;472000 
66;Risaralda;66045;Apía;2016;19129 
66;Risaralda;66075;Balboa;2016;6331 
66;Risaralda;66088;Belén de Umbría;2016;27724 
66;Risaralda;66170;Dosquebradas;2016;200832 
66;Risaralda;66318;Guática;2016;15265 
66;Risaralda;66383;La Celia;2016;8580 
66;Risaralda;66400;La Virginia;2016;32112 
66;Risaralda;66440;Marsella;2016;23504 
66;Risaralda;66456;Mistrató;2016;16318 
66;Risaralda;66572;Pueblo Rico;2016;13458 
66;Risaralda;66594;Quinchía;2016;33816 
66;Risaralda;66682;Santa Rosa de Cabal;2016;72434 
66;Risaralda;66687;Santuario;2016;15751 
68;Santander;68001;Bucaramanga;2016;528269 
68;Santander;68013;Aguada;2016;1829 
68;Santander;68020;Albania;2016;5162 
68;Santander;68051;Aratoca;2016;8301 
68;Santander;68077;Barbosa;2016;28873 
68;Santander;68079;Barichara;2016;7166 
68;Santander;68081;Barrancabermeja;2016;191704 
68;Santander;68092;Betulia;2016;5075 
68;Santander;68101;Bolívar;2016;12204 
68;Santander;68121;Cabrera;2016;2313 
68;Santander;68132;California;2016;2006 
68;Santander;68147;Capitanejo;2016;5543 
68;Santander;68152;Carcasí;2016;5021 
68;Santander;68160;Cepitá;2016;1846 
68;Santander;68162;Cerrito;2016;5660 
68;Santander;68167;Charalá;2016;10454 
68;Santander;68169;Charta;2016;2637 
68;Santander;68176;Chima;2016;3062 
68;Santander;68179;Chipatá;2016;5080 
68;Santander;68190;Cimitarra;2016;45901 
68;Santander;68207;Concepción;2016;5230 
68;Santander;68209;Confines;2016;2697 
68;Santander;68211;Contratación;2016;3451 
68;Santander;68217;Coromoro;2016;7584 
68;Santander;68229;Curití;2016;11942 
68;Santander;68235;El Carmen de Chucurí;2016;20296 
68;Santander;68245;El Guacamayo;2016;1967 
68;Santander;68250;El Peñón;2016;5114 
68;Santander;68255;El Playón;2016;11646 
68;Santander;68264;Encino;2016;2480 
68;Santander;68266;Enciso;2016;3258 
68;Santander;68271;Florián;2016;6293 
68;Santander;68276;Floridablanca;2016;266049 
68;Santander;68296;Galán;2016;2244 
68;Santander;68298;Gambita;2016;5038 
68;Santander;68307;Girón;2016;185314 
68;Santander;68318;Guaca;2016;6345 
68;Santander;68320;Guadalupe;2016;4682 
68;Santander;68322;Guapotá;2016;2120 
68;Santander;68324;Guavatá;2016;3620 
68;Santander;68327;Güepsa;2016;3804 
68;Santander;68344;Hato;2016;2340 
68;Santander;68368;Jesús María;2016;3107 
68;Santander;68370;Jordán;2016;1099 
68;Santander;68377;La Belleza;2016;8592 
68;Santander;68385;Landázuri;2016;15395 
68;Santander;68397;La Paz;2016;5104 
68;Santander;68406;Lebríja;2016;39398 
68;Santander;68418;Los Santos;2016;12299 
68;Santander;68425;Macaravita;2016;2336 
68;Santander;68432;Málaga;2016;18352 
68;Santander;68444;Matanza;2016;5238 
68;Santander;68464;Mogotes;2016;10885 
68;Santander;68468;Molagavita;2016;5130 
68;Santander;68498;Ocamonte;2016;4748 
68;Santander;68500;Oiba;2016;11815 
68;Santander;68502;Onzaga;2016;5003 
68;Santander;68522;Palmar;2016;3374 
68;Santander;68524;Palmas del Socorro;2016;2227 
68;Santander;68533;Páramo;2016;4158 
68;Santander;68547;Piedecuesta;2016;152707 
68;Santander;68549;Pinchote;2016;5285 
68;Santander;68572;Puente Nacional;2016;12270 
68;Santander;68573;Puerto Parra;2016;7655 
68;Santander;68575;Puerto Wilches;2016;31510 
68;Santander;68615;Rionegro;2016;26896 
68;Santander;68655;Sabana de Torres;2016;18493 
68;Santander;68669;San Andrés;2016;8432 
68;Santander;68673;San Benito;2016;3995 
68;Santander;68679;San Gil;2016;45605 
68;Santander;68682;San Joaquín;2016;2445 
68;Santander;68684;San José de Miranda;2016;4303 
68;Santander;68686;San Miguel;2016;2349 
68;Santander;68689;San Vicente de Chucurí;2016;34759 
68;Santander;68705;Santa Bárbara;2016;2122 
68;Santander;68720;Santa Helena del Opón;2016;4288 
68;Santander;68745;Simacota;2016;7688 
68;Santander;68755;Socorro;2016;30717 
68;Santander;68770;Suaita;2016;10212 
68;Santander;68773;Sucre;2016;8324 
68;Santander;68780;Suratá;2016;3264 
68;Santander;68820;Tona;2016;7129 
68;Santander;68855;Valle de San José;2016;4607 
68;Santander;68861;Vélez;2016;18993 
68;Santander;68867;Vetas;2016;2444 
68;Santander;68872;Villanueva;2016;5753 
68;Santander;68895;Zapatoca;2016;8891 
70;Sucre;70001;Sincelejo;2016;279031 
70;Sucre;70110;Buenavista;2016;9618 
70;Sucre;70124;Caimito;2016;12184 
70;Sucre;70204;Coloso;2016;5803 
70;Sucre;70215;Corozal;2016;62830 
70;Sucre;70221;Coveñas;2016;13779 
70;Sucre;70230;Chalán;2016;4367 
70;Sucre;70233;El Roble;2016;10670 
70;Sucre;70235;Galeras;2016;20515 
70;Sucre;70265;Guaranda;2016;17646 
70;Sucre;70400;La Unión;2016;11262 
70;Sucre;70418;Los Palmitos;2016;19245 
70;Sucre;70429;Majagual;2016;33438 
70;Sucre;70473;Morroa;2016;14583 
70;Sucre;70508;Ovejas;2016;21030 
70;Sucre;70523;Palmito;2016;13953 
70;Sucre;70670;Sampués;2016;38067 
70;Sucre;70678;San Benito Abad;2016;25723 
70;Sucre;70702;San Juan de Betulia;2016;12557 
70;Sucre;70708;San Marcos;2016;57775 
70;Sucre;70713;San Onofre;2016;50647 
70;Sucre;70717;San Pedro;2016;16005 
70;Sucre;70742;San Luis de Sincé;2016;34016 
70;Sucre;70771;Sucre;2016;22403 
70;Sucre;70820;Santiago de Tolú;2016;33871 
70;Sucre;70823;Tolú Viejo;2016;18895 
73;Tolima;73001;Ibagué;2016;558805 
73;Tolima;73024;Alpujarra;2016;4974 
73;Tolima;73026;Alvarado;2016;8816 
73;Tolima;73030;Ambalema;2016;6755 
73;Tolima;73043;Anzoátegui;2016;18638 
73;Tolima;73055;Armero;2016;11839 
73;Tolima;73067;Ataco;2016;22589 
73;Tolima;73124;Cajamarca;2016;19641 
73;Tolima;73148;Carmen de Apicalá;2016;8835 
73;Tolima;73152;Casabianca;2016;6661 
73;Tolima;73168;Chaparral;2016;47248 
73;Tolima;73200;Coello;2016;9810 
73;Tolima;73217;Coyaima;2016;28335 
73;Tolima;73226;Cunday;2016;9634 
73;Tolima;73236;Dolores;2016;8015 
73;Tolima;73268;Espinal;2016;76149 
73;Tolima;73270;Falan;2016;9211 
73;Tolima;73275;Flandes;2016;29199 
73;Tolima;73283;Fresno;2016;30165 
73;Tolima;73319;Guamo;2016;32113 
73;Tolima;73347;Herveo;2016;8008 
73;Tolima;73349;Honda;2016;24547 
73;Tolima;73352;Icononzo;2016;10894 
73;Tolima;73408;Lérida;2016;17395 
73;Tolima;73411;Líbano;2016;40266 
73;Tolima;73443;Mariquita;2016;33329 
73;Tolima;73449;Melgar;2016;36339 
73;Tolima;73461;Murillo;2016;5018 
73;Tolima;73483;Natagaima;2016;22516 
73;Tolima;73504;Ortega;2016;32431 
73;Tolima;73520;Palocabildo;2016;9160 
73;Tolima;73547;Piedras;2016;5640 
73;Tolima;73555;Planadas;2016;29974 
73;Tolima;73563;Prado;2016;7701 
73;Tolima;73585;Purificación;2016;29412 
73;Tolima;73616;Rioblanco;2016;24459 
73;Tolima;73622;Roncesvalles;2016;6344 
73;Tolima;73624;Rovira;2016;20542 
73;Tolima;73671;Saldaña;2016;14385 
73;Tolima;73675;San Antonio;2016;14310 
73;Tolima;73678;San Luis;2016;19153 
73;Tolima;73686;Santa Isabel;2016;6357 
73;Tolima;73770;Suárez;2016;4547 
73;Tolima;73854;Valle de San Juan;2016;6368 
73;Tolima;73861;Venadillo;2016;19652 
73;Tolima;73870;Villahermosa;2016;10652 
73;Tolima;73873;Villarrica;2016;5389 
76;Valle del Cauca;76001;Cali;2016;2394925 
76;Valle del Cauca;76020;Alcalá;2016;21799 
76;Valle del Cauca;76036;Andalucía;2016;17787 
76;Valle del Cauca;76041;Ansermanuevo;2016;19451 
76;Valle del Cauca;76054;Argelia;2016;6419 
76;Valle del Cauca;76100;Bolívar;2016;13303 
76;Valle del Cauca;76109;Buenaventura;2016;407675 
76;Valle del Cauca;76111;Guadalajara de Buga;2016;115026 
76;Valle del Cauca;76113;Bugalagrande;2016;21124 
76;Valle del Cauca;76122;Caicedonia;2016;29732 
76;Valle del Cauca;76126;Calima;2016;15792 
76;Valle del Cauca;76130;Candelaria;2016;82908 
76;Valle del Cauca;76147;Cartago;2016;132959 
76;Valle del Cauca;76233;Dagua;2016;36524 
76;Valle del Cauca;76243;El Águila;2016;11116 
76;Valle del Cauca;76246;El Cairo;2016;10047 
76;Valle del Cauca;76248;El Cerrito;2016;57747 
76;Valle del Cauca;76250;El Dovio;2016;8406 
76;Valle del Cauca;76275;Florida;2016;58343 
76;Valle del Cauca;76306;Ginebra;2016;21239 
76;Valle del Cauca;76318;Guacarí;2016;34799 
76;Valle del Cauca;76364;Jamundí;2016;122071 
76;Valle del Cauca;76377;La Cumbre;2016;11564 
76;Valle del Cauca;76400;La Unión;2016;38360 
76;Valle del Cauca;76403;La Victoria;2016;13167 
76;Valle del Cauca;76497;Obando;2016;15062 
76;Valle del Cauca;76520;Palmira;2016;306706 
76;Valle del Cauca;76563;Pradera;2016;55842 
76;Valle del Cauca;76606;Restrepo;2016;16276 
76;Valle del Cauca;76616;Riofrío;2016;14496 
76;Valle del Cauca;76622;Roldanillo;2016;32601 
76;Valle del Cauca;76670;San Pedro;2016;18380 
76;Valle del Cauca;76736;Sevilla;2016;44875 
76;Valle del Cauca;76823;Toro;2016;16458 
76;Valle del Cauca;76828;Trujillo;2016;18037 
76;Valle del Cauca;76834;Tuluá;2016;214095 
76;Valle del Cauca;76845;Ulloa;2016;5416 
76;Valle del Cauca;76863;Versalles;2016;7119 
76;Valle del Cauca;76869;Vijes;2016;11142 
76;Valle del Cauca;76890;Yotoco;2016;16338 
76;Valle del Cauca;76892;Yumbo;2016;119932 
76;Valle del Cauca;76895;Zarzal;2016;45683 
81;Arauca;81001;Arauca;2016;89712 
81;Arauca;81065;Arauquita;2016;41743 
81;Arauca;81220;Cravo Norte;2016;3293 
81;Arauca;81300;Fortul;2016;25745 
81;Arauca;81591;Puerto Rondón;2016;3837 
81;Arauca;81736;Saravena;2016;47594 
81;Arauca;81794;Tame;2016;53266 
85;Casanare;85001;Yopal;2016;142979 
85;Casanare;85010;Aguazul;2016;39664 
85;Casanare;85015;Chameza;2016;2511 
85;Casanare;85125;Hato Corozal;2016;12364 
85;Casanare;85136;La Salina;2016;1434 
85;Casanare;85139;Maní;2016;11130 
85;Casanare;85162;Monterrey;2016;15021 
85;Casanare;85225;Nunchía;2016;8867 
85;Casanare;85230;Orocué;2016;8348 
85;Casanare;85250;Paz de Ariporo;2016;26534 
85;Casanare;85263;Pore;2016;7915 
85;Casanare;85279;Recetor;2016;4222 
85;Casanare;85300;Sabanalarga;2016;2943 
85;Casanare;85315;Sácama;2016;2034 
85;Casanare;85325;San Luis de Palenque;2016;7810 
85;Casanare;85400;Támara;2016;7036 
85;Casanare;85410;Tauramena;2016;22726 
85;Casanare;85430;Trinidad;2016;15105 
85;Casanare;85440;Villanueva;2016;24078 
86;Putumayo;86001;Mocoa;2016;42882 
86;Putumayo;86219;Colón;2016;5554 
86;Putumayo;86320;Orito;2016;53760 
86;Putumayo;86568;Puerto Asís;2016;60792 
86;Putumayo;86569;Puerto Caicedo;2016;14624 
86;Putumayo;86571;Puerto Guzmán;2016;23835 
86;Putumayo;86573;Leguízamo;2016;15417 
86;Putumayo;86749;Sibundoy;2016;14223 
86;Putumayo;86755;San Francisco;2016;7120 
86;Putumayo;86757;San Miguel;2016;27116 
86;Putumayo;86760;Santiago;2016;10545 
86;Putumayo;86865;Valle del Guamuez;2016;52454 
86;Putumayo;86885;Villagarzón;2016;21215 
88;Archipiélago de San Andrés;88001;San Andrés;2016;71946 
88;Archipiélago de San Andrés;88564;Providencia;2016;5155 
91;Amazonas;91001;Leticia;2016;41639 
91;Amazonas;91263;El Encanto (ANM);2016;4884 
91;Amazonas;91405;La Chorrera (ANM);2016;3933 
91;Amazonas;91407;La Pedrera (ANM);2016;5125 
91;Amazonas;91430;La Victoria (ANM);2016;1115 
91;Amazonas;91460;Miriti - Paraná (ANM);2016;1525 
91;Amazonas;91530;Puerto Alegría (ANM);2016;2023 
91;Amazonas;91536;Puerto Arica (ANM);2016;1340 
91;Amazonas;91540;Puerto Nariño;2016;8279 
91;Amazonas;91669;Puerto Santander (ANM);2016;2991 
91;Amazonas;91798;Tarapacá (ANM);2016;4234 
94;Guainía;94001;Inírida;2016;19983 
94;Guainía;94343;Barranco Minas (ANM);2016;4903 
94;Guainía;94663;Mapiripana (ANM);2016;2816 
94;Guainía;94883;San Felipe (ANM);2016;2132 
94;Guainía;94884;Puerto Colombia (ANM);2016;4833 
94;Guainía;94885;La Guadalupe (ANM);2016;374 
94;Guainía;94886;Cacahual (ANM);2016;2582 
94;Guainía;94887;Pana Pana (ANM);2016;3253 
94;Guainía;94888;Morichal (ANM);2016;1247 
95;Guaviare;95001;San José del Guaviare;2016;65611 
95;Guaviare;95015;Calamar;2016;8876 
95;Guaviare;95025;El Retorno;2016;23364 
95;Guaviare;95200;Miraflores;2016;14770 
97;Vaupés;97001;Mitú;2016;31861 
97;Vaupés;97161;Caruru;2016;3331 
97;Vaupés;97511;Pacoa (ANM);2016;5843 
97;Vaupés;97666;Taraira;2016;968 
97;Vaupés;97777;Papunaua (ANM);2016;841 
97;Vaupés;97889;Yavaraté (ANM);2016;1235 
99;Vichada;99001;Puerto Carreño;2016;16000 
99;Vichada;99524;La Primavera;2016;15886 
99;Vichada;99624;Santa Rosalía;2016;4076 
99;Vichada;99773;Cumaribo;2016;37740 
5;Antioquia;5001;Medellín;2017;2508452 
5;Antioquia;5002;Abejorral;2017;19096 
5;Antioquia;5004;Abriaquí;2017;2019 
5;Antioquia;5021;Alejandría;2017;3393 
5;Antioquia;5030;Amagá;2017;29980 
5;Antioquia;5031;Amalfi;2017;22414 
5;Antioquia;5034;Andes;2017;46621 
5;Antioquia;5036;Angelópolis;2017;9216 
5;Antioquia;5038;Angostura;2017;11139 
5;Antioquia;5040;Anorí;2017;17521 
5;Antioquia;5042;Santafé de Antioquia;2017;24905 
5;Antioquia;5044;Anza;2017;7591 
5;Antioquia;5045;Apartadó;2017;189325 
5;Antioquia;5051;Arboletes;2017;42301 
5;Antioquia;5055;Argelia;2017;8426 
5;Antioquia;5059;Armenia;2017;4029 
5;Antioquia;5079;Barbosa;2017;51617 
5;Antioquia;5086;Belmira;2017;6875 
5;Antioquia;5088;Bello;2017;473423 
5;Antioquia;5091;Betania;2017;9079 
5;Antioquia;5093;Betulia;2017;17663 
5;Antioquia;5101;Ciudad Bolívar;2017;26828 
5;Antioquia;5107;Briceño;2017;8682 
5;Antioquia;5113;Buriticá;2017;6531 
5;Antioquia;5120;Cáceres;2017;39918 
5;Antioquia;5125;Caicedo;2017;8330 
5;Antioquia;5129;Caldas;2017;79652 
5;Antioquia;5134;Campamento;2017;8970 
5;Antioquia;5138;Cañasgordas;2017;16745 
5;Antioquia;5142;Caracolí;2017;4543 
5;Antioquia;5145;Caramanta;2017;5321 
5;Antioquia;5147;Carepa;2017;58667 
5;Antioquia;5148;El Carmen de Viboral;2017;47915 
5;Antioquia;5150;Carolina;2017;3552 
5;Antioquia;5154;Caucasia;2017;117670 
5;Antioquia;5172;Chigorodó;2017;80132 
5;Antioquia;5190;Cisneros;2017;8932 
5;Antioquia;5197;Cocorná;2017;14945 
5;Antioquia;5206;Concepción;2017;3284 
5;Antioquia;5209;Concordia;2017;20476 
5;Antioquia;5212;Copacabana;2017;71885 
5;Antioquia;5234;Dabeiba;2017;23176 
5;Antioquia;5237;Don Matías;2017;23209 
5;Antioquia;5240;Ebéjico;2017;12507 
5;Antioquia;5250;El Bagre;2017;50242 
5;Antioquia;5264;Entrerrios;2017;10248 
5;Antioquia;5266;Envigado;2017;232903 
5;Antioquia;5282;Fredonia;2017;21283 
5;Antioquia;5284;Frontino;2017;16008 
5;Antioquia;5306;Giraldo;2017;3992 
5;Antioquia;5308;Girardota;2017;56755 
5;Antioquia;5310;Gómez Plata;2017;13115 
5;Antioquia;5313;Granada;2017;9873 
5;Antioquia;5315;Guadalupe;2017;6313 
5;Antioquia;5318;Guarne;2017;49533 
5;Antioquia;5321;Guatapé;2017;5167 
5;Antioquia;5347;Heliconia;2017;5757 
5;Antioquia;5353;Hispania;2017;4879 
5;Antioquia;5360;Itagui;2017;273927 
5;Antioquia;5361;Ituango;2017;20273 
5;Antioquia;5364;Jardín;2017;13596 
5;Antioquia;5368;Jericó;2017;11939 
5;Antioquia;5376;La Ceja;2017;53993 
5;Antioquia;5380;La Estrella;2017;64315 
5;Antioquia;5390;La Pintada;2017;6452 
5;Antioquia;5400;La Unión;2017;19324 
5;Antioquia;5411;Liborina;2017;9558 
5;Antioquia;5425;Maceo;2017;6696 
5;Antioquia;5440;Marinilla;2017;55000 
5;Antioquia;5467;Montebello;2017;5950 
5;Antioquia;5475;Murindó;2017;4795 
5;Antioquia;5480;Mutatá;2017;21545 
5;Antioquia;5483;Nariño;2017;17686 
5;Antioquia;5490;Necoclí;2017;65663 
5;Antioquia;5495;Nechí;2017;27915 
5;Antioquia;5501;Olaya;2017;3310 
5;Antioquia;5541;Peñol;2017;15802 
5;Antioquia;5543;Peque;2017;11199 
5;Antioquia;5576;Pueblorrico;2017;6793 
5;Antioquia;5579;Puerto Berrío;2017;48553 
5;Antioquia;5585;Puerto Nare;2017;19025 
5;Antioquia;5591;Puerto Triunfo;2017;20893 
5;Antioquia;5604;Remedios;2017;30613 
5;Antioquia;5607;Retiro;2017;19507 
5;Antioquia;5615;Rionegro;2017;124219 
5;Antioquia;5628;Sabanalarga;2017;8191 
5;Antioquia;5631;Sabaneta;2017;53236 
5;Antioquia;5642;Salgar;2017;17469 
5;Antioquia;5647;San Andrés de Cuerquía;2017;6024 
5;Antioquia;5649;San Carlos;2017;16111 
5;Antioquia;5652;San Francisco;2017;5119 
5;Antioquia;5656;San Jerónimo;2017;12811 
5;Antioquia;5658;San José de La Montaña;2017;3401 
5;Antioquia;5659;San Juan de Urabá;2017;26146 
5;Antioquia;5660;San Luis;2017;10929 
5;Antioquia;5664;San Pedro;2017;27513 
5;Antioquia;5665;San Pedro de Uraba;2017;31802 
5;Antioquia;5667;San Rafael;2017;12874 
5;Antioquia;5670;San Roque;2017;16520 
5;Antioquia;5674;San Vicente;2017;16733 
5;Antioquia;5679;Santa Bárbara;2017;21754 
5;Antioquia;5686;Santa Rosa de Osos;2017;36548 
5;Antioquia;5690;Santo Domingo;2017;10173 
5;Antioquia;5697;El Santuario;2017;27233 
5;Antioquia;5736;Segovia;2017;41205 
5;Antioquia;5756;Sonson;2017;34696 
5;Antioquia;5761;Sopetrán;2017;14936 
5;Antioquia;5789;Támesis;2017;14391 
5;Antioquia;5790;Tarazá;2017;45083 
5;Antioquia;5792;Tarso;2017;7955 
5;Antioquia;5809;Titiribí;2017;14602 
5;Antioquia;5819;Toledo;2017;6552 
5;Antioquia;5837;Turbo;2017;167886 
5;Antioquia;5842;Uramita;2017;8221 
5;Antioquia;5847;Urrao;2017;45896 
5;Antioquia;5854;Valdivia;2017;23333 
5;Antioquia;5856;Valparaíso;2017;6131 
5;Antioquia;5858;Vegachí;2017;9108 
5;Antioquia;5861;Venecia;2017;13208 
5;Antioquia;5873;Vigía del Fuerte;2017;5606 
5;Antioquia;5885;Yalí;2017;8486 
5;Antioquia;5887;Yarumal;2017;47995 
5;Antioquia;5890;Yolombó;2017;24809 
5;Antioquia;5893;Yondó;2017;19365 
5;Antioquia;5895;Zaragoza;2017;31503 
8;Atlántico;8001;Barranquilla;2017;1228271 
8;Atlántico;8078;Baranoa;2017;58989 
8;Atlántico;8137;Campo de La Cruz;2017;15482 
8;Atlántico;8141;Candelaria;2017;12528 
8;Atlántico;8296;Galapa;2017;45093 
8;Atlántico;8372;Juan de Acosta;2017;17260 
8;Atlántico;8421;Luruaco;2017;27576 
8;Atlántico;8433;Malambo;2017;125248 
8;Atlántico;8436;Manatí;2017;16106 
8;Atlántico;8520;Palmar de Varela;2017;25630 
8;Atlántico;8549;Piojó;2017;5160 
8;Atlántico;8558;Polonuevo;2017;15539 
8;Atlántico;8560;Ponedera;2017;22911 
8;Atlántico;8573;Puerto Colombia;2017;26869 
8;Atlántico;8606;Repelón;2017;26778 
8;Atlántico;8634;Sabanagrande;2017;33007 
8;Atlántico;8638;Sabanalarga;2017;100304 
8;Atlántico;8675;Santa Lucía;2017;11395 
8;Atlántico;8685;Santo Tomás;2017;25567 
8;Atlántico;8758;Soledad;2017;649111 
8;Atlántico;8770;Suan;2017;8565 
8;Atlántico;8832;Tubará;2017;11022 
8;Atlántico;8849;Usiacurí;2017;9486 
11;Bogotá, D.C.;11001;Bogotá, D.C.;2017;8080734 
13;Bolívar;13001;Cartagena;2017;1024882 
13;Bolívar;13006;Achí;2017;23851 
13;Bolívar;13030;Altos del Rosario;2017;14215 
13;Bolívar;13042;Arenal;2017;19743 
13;Bolívar;13052;Arjona;2017;75271 
13;Bolívar;13062;Arroyohondo;2017;10174 
13;Bolívar;13074;Barranco de Loba;2017;18426 
13;Bolívar;13140;Calamar;2017;23928 
13;Bolívar;13160;Cantagallo;2017;9556 
13;Bolívar;13188;Cicuco;2017;11137 
13;Bolívar;13212;Córdoba;2017;12342 
13;Bolívar;13222;Clemencia;2017;12750 
13;Bolívar;13244;El Carmen de Bolívar;2017;76949 
13;Bolívar;13248;El Guamo;2017;7771 
13;Bolívar;13268;El Peñón;2017;9900 
13;Bolívar;13300;Hatillo de Loba;2017;12121 
