year; id_dpto ;nom_dpto;id_munic;nom_munic;Categoria;p_total;p_cabecera;p_resto
2005;20;Cesar;20710;San Alberto;;20,018;14,209;5,809
2005;20;Cesar;20750;San Diego;;13,772;7,311;6,461
2005;20;Cesar;20770;San Martín;;17,312;7,745;9,567
2005;20;Cesar;20787;Tamalameque;;14,046;5,177;8,869
2005;23;Córdoba;23001;Montería;;378,970;286,575;92,395
2005;23;Córdoba;23068;Ayapel;;42,542;20,456;22,086
2005;23;Córdoba;23079;Buenavista;;19,011;6,760;12,251
2005;23;Córdoba;23090;Canalete;;17,315;3,410;13,905
2005;23;Córdoba;23162;Cereté;;83,917;47,094;36,823
2005;23;Córdoba;23168;Chimá;;13,639;2,815;10,824
2005;23;Córdoba;23182;Chinú;;43,274;20,886;22,388
2005;23;Córdoba;23189;Ciénaga de Oro;;53,145;20,838;32,307
2005;23;Córdoba;23300;Cotorra;;15,113;3,394;11,719
2005;23;Córdoba;23350;La Apartada;;12,702;9,935;2,767
2005;23;Córdoba;23417;Lorica;;110,316;44,417;65,899
2005;23;Córdoba;23419;Los Córdobas;;17,837;3,306;14,531
2005;23;Córdoba;23464;Momil;;14,092;8,712;5,380
2005;23;Córdoba;23466;Montelíbano;;73,247;49,024;24,223
2005;23;Córdoba;23500;Moñitos;;23,597;5,339;18,258
2005;23;Córdoba;23555;Planeta Rica;;61,692;38,323;23,369
2005;23;Córdoba;23570;Pueblo Nuevo;;31,536;11,177;20,359
2005;23;Córdoba;23574;Puerto Escondido;;21,786;3,534;18,252
2005;23;Córdoba;23580;Puerto Libertador;;35,186;13,175;22,011
2005;23;Córdoba;23586;Purísima;;14,677;6,145;8,532
2005;23;Córdoba;23660;Sahagún;;87,635;44,985;42,650
2005;23;Córdoba;23670;San Andrés Sotavento;;63,147;8,555;54,592
2005;23;Córdoba;23672;San Antero;;26,123;14,406;11,717
2005;23;Córdoba;23675;San Bernardo del Viento;;31,405;8,177;23,228
2005;23;Córdoba;23678;San Carlos;;23,622;4,524;19,098
2005;23;Córdoba;23686;San Pelayo;;39,260;6,902;32,358
2005;23;Córdoba;23807;Tierralta;;78,770;32,875;45,895
2005;23;Córdoba;23855;Valencia;;34,373;12,374;21,999
2005;25;Cundinamarca;25001;Agua de Dios;;11,822;9,072;2,750
2005;25;Cundinamarca;25019;Albán;;5,952;1,591;4,361
2005;25;Cundinamarca;25035;Anapoima;;11,503;4,865;6,638
2005;25;Cundinamarca;25040;Anolaima;;13,310;3,967;9,343
2005;25;Cundinamarca;25053;Arbeláez;;11,806;4,699;7,107
2005;25;Cundinamarca;25086;Beltrán;;1,947;350;1,597
2005;25;Cundinamarca;25095;Bituima;;2,657;417;2,240
2005;25;Cundinamarca;25099;Bojacá;;8,879;6,800;2,079
2005;25;Cundinamarca;25120;Cabrera;;4,684;1,032;3,652
2005;25;Cundinamarca;25123;Cachipay;;9,995;3,200;6,795
2005;25;Cundinamarca;25126;Cajicá;;45,391;27,111;18,280
2005;25;Cundinamarca;25148;Caparrapí;;16,483;2,503;13,980
2005;25;Cundinamarca;25151;Caqueza;;16,442;6,410;10,032
2005;25;Cundinamarca;25154;Carmen de Carupa;;8,491;1,689;6,802
2005;25;Cundinamarca;25168;Chaguaní;;4,101;804;3,297
2005;25;Cundinamarca;25175;Chía;;97,896;73,841;24,055
2005;25;Cundinamarca;25178;Chipaque;;8,395;2,341;6,054
2005;25;Cundinamarca;25181;Choachí;;11,165;3,450;7,715
2005;25;Cundinamarca;25183;Chocontá;;19,512;9,220;10,292
2005;25;Cundinamarca;25200;Cogua;;18,276;5,356;12,920
2005;25;Cundinamarca;25214;Cota;;19,909;10,787;9,122
2005;25;Cundinamarca;25224;Cucunubá;;7,013;1,156;5,857
2005;25;Cundinamarca;25245;El Colegio;;20,430;7,636;12,794
2005;25;Cundinamarca;25258;El Peñón;;4,977;450;4,527
2005;25;Cundinamarca;25260;El Rosal;;13,502;9,201;4,301
2005;25;Cundinamarca;25269;Facatativá;;107,452;95,640;11,812
2005;25;Cundinamarca;25279;Fomeque;;12,157;4,101;8,056
2005;25;Cundinamarca;25281;Fosca;;6,654;1,497;5,157
2005;25;Cundinamarca;25286;Funza;;61,380;57,110;4,270
2005;25;Cundinamarca;25288;Fúquene;;5,214;235;4,979
2005;25;Cundinamarca;25290;Fusagasugá;;108,938;86,232;22,706
2005;25;Cundinamarca;25293;Gachala;;5,916;1,891;4,025
2005;25;Cundinamarca;25295;Gachancipá;;10,886;5,882;5,004
2005;25;Cundinamarca;25297;Gachetá;;10,409;3,263;7,146
2005;25;Cundinamarca;25299;Gama;;3,873;669;3,204
2005;25;Cundinamarca;25307;Girardot;;97,834;94,359;3,475
2005;25;Cundinamarca;25312;Granada;;6,876;1,609;5,267
2005;25;Cundinamarca;25317;Guachetá;;11,517;3,614;7,903
2005;25;Cundinamarca;25320;Guaduas;;31,831;15,051;16,780
2005;25;Cundinamarca;25322;Guasca;;12,442;4,020;8,422
2005;25;Cundinamarca;25324;Guataquí;;2,489;1,282;1,207
2005;25;Cundinamarca;25326;Guatavita;;6,685;1,771;4,914
2005;25;Cundinamarca;25328;Guayabal de Siquima;;3,652;864;2,788
2005;25;Cundinamarca;25335;Guayabetal;;4,780;1,351;3,429
2005;25;Cundinamarca;25339;Gutiérrez;;3,489;856;2,633
2005;25;Cundinamarca;25368;Jerusalén;;2,723;607;2,116
2005;25;Cundinamarca;25372;Junín;;8,448;821;7,627
2005;25;Cundinamarca;25377;La Calera;;23,768;9,520;14,248
2005;25;Cundinamarca;25386;La Mesa;;27,165;14,192;12,973
2005;25;Cundinamarca;25394;La Palma;;9,918;3,983;5,935
2005;25;Cundinamarca;25398;La Peña;;6,989;1,001;5,988
2005;25;Cundinamarca;25402;La Vega;;13,265;4,563;8,702
2005;25;Cundinamarca;25407;Lenguazaque;;9,769;2,094;7,675
2005;25;Cundinamarca;25426;Macheta;;6,847;1,444;5,403
2005;25;Cundinamarca;25430;Madrid;;62,425;53,858;8,567
2005;25;Cundinamarca;25436;Manta;;4,627;1,072;3,555
2005;25;Cundinamarca;25438;Medina;;9,845;3,419;6,426
2005;25;Cundinamarca;25473;Mosquera;;63,226;59,884;3,342
2005;25;Cundinamarca;25483;Nariño;;2,092;1,368;724
2005;25;Cundinamarca;25486;Nemocón;;11,303;4,990;6,313
2005;25;Cundinamarca;25488;Nilo;;14,174;3,163;11,011
2005;25;Cundinamarca;25489;Nimaima;;5,523;2,207;3,316
2005;25;Cundinamarca;25491;Nocaima;;7,734;1,842;5,892
2005;25;Cundinamarca;25506;Venecia;;3,934;962;2,972
2005;25;Cundinamarca;25513;Pacho;;25,414;13,497;11,917
2005;25;Cundinamarca;25518;Paime;;5,473;531;4,942
2005;25;Cundinamarca;25524;Pandi;;5,468;1,015;4,453
2005;25;Cundinamarca;25530;Paratebueno;;7,416;2,073;5,343
2005;25;Cundinamarca;25535;Pasca;;11,122;2,550;8,572
2005;25;Cundinamarca;25572;Puerto Salgar;;15,519;11,267;4,252
2005;25;Cundinamarca;25580;Pulí;;2,945;589;2,356
2005;25;Cundinamarca;25592;Quebradanegra;;4,691;358;4,333
2005;25;Cundinamarca;25594;Quetame;;6,570;1,348;5,222
2005;25;Cundinamarca;25596;Quipile;;8,217;694;7,523
2005;25;Cundinamarca;25599;Apulo;;7,822;3,152;4,670
2005;25;Cundinamarca;25612;Ricaurte;;8,145;3,430;4,715
2005;25;Cundinamarca;25645;San Antonio del Tequendama;;12,374;848;11,526
2005;25;Cundinamarca;25649;San Bernardo;;10,334;3,888;6,446
2005;25;Cundinamarca;25653;San Cayetano;;5,276;661;4,615
2005;25;Cundinamarca;25658;San Francisco;;8,304;2,886;5,418
2005;25;Cundinamarca;25662;San Juan de Río Seco;;9,792;2,878;6,914
2005;25;Cundinamarca;25718;Sasaima;;10,205;2,232;7,973
2005;25;Cundinamarca;25736;Sesquilé;;9,817;2,365;7,452
2005;25;Cundinamarca;25740;Sibaté;;31,675;21,188;10,487
2005;25;Cundinamarca;25743;Silvania;;21,392;5,690;15,702
2005;25;Cundinamarca;25745;Simijaca;;11,017;5,758;5,259
2005;25;Cundinamarca;25754;Soacha;;402,007;396,555;5,452
2005;25;Cundinamarca;25758;Sopó;;21,223;12,834;8,389
2005;25;Cundinamarca;25769;Subachoque;;13,041;5,001;8,040
2005;25;Cundinamarca;25772;Suesca;;14,242;6,401;7,841
2005;25;Cundinamarca;25777;Supatá;;4,952;1,391;3,561
2005;25;Cundinamarca;25779;Susa;;9,782;4,589;5,193
2005;25;Cundinamarca;25781;Sutatausa;;4,742;1,359;3,383
2005;25;Cundinamarca;25785;Tabio;;20,850;9,281;11,569
2005;25;Cundinamarca;25793;Tausa;;7,715;796;6,919
2005;25;Cundinamarca;25797;Tena;;7,569;697;6,872
2005;25;Cundinamarca;25799;Tenjo;;18,466;7,884;10,582
2005;25;Cundinamarca;25805;Tibacuy;;4,843;582;4,261
2005;25;Cundinamarca;25807;Tibirita;;3,018;505;2,513
2005;25;Cundinamarca;25815;Tocaima;;17,196;9,976;7,220
2005;25;Cundinamarca;25817;Tocancipá;;24,154;9,622;14,532
2005;25;Cundinamarca;25823;Topaipí;;4,817;711;4,106
2005;25;Cundinamarca;25839;Ubalá;;11,892;1,206;10,686
2005;25;Cundinamarca;25841;Ubaque;;6,879;864;6,015
2005;25;Cundinamarca;25843;Villa de San Diego de Ubate;;36,433;22,042;14,391
2005;25;Cundinamarca;25845;Une;;8,014;3,716;4,298
2005;25;Cundinamarca;25851;Útica;;4,941;2,574;2,367
2005;25;Cundinamarca;25862;Vergara;;7,730;1,275;6,455
2005;25;Cundinamarca;25867;Vianí;;4,115;1,216;2,899
2005;25;Cundinamarca;25871;Villagómez;;2,183;620;1,563
2005;25;Cundinamarca;25873;Villapinzón;;16,573;5,357;11,216
2005;25;Cundinamarca;25875;Villeta;;24,340;14,774;9,566
2005;25;Cundinamarca;25878;Viotá;;13,567;4,157;9,410
2005;25;Cundinamarca;25885;Yacopí;;16,411;3,303;13,108
2005;25;Cundinamarca;25898;Zipacón;;5,016;1,706;3,310
2005;25;Cundinamarca;25899;Zipaquirá;;101,551;88,527;13,024
2005;27;Chocó;27001;Quibdó;;112,886;101,134;11,752
2005;27;Chocó;27006;Acandí;;10,455;5,107;5,348
2005;27;Chocó;27025;Alto Baudo;;28,961;6,222;22,739
2005;27;Chocó;27050;Atrato;;7,561;2,488;5,073
2005;27;Chocó;27073;Bagadó;;8,454;2,372;6,082
2005;27;Chocó;27075;Bahía Solano;;9,094;4,230;4,864
2005;27;Chocó;27077;Bajo Baudó;;16,375;2,623;13,752
2005;27;Chocó;27086;Belén de Bajirá1;;13,907;6,231;7,676
2005;27;Chocó;27099;Bojaya;;9,941;4,572;5,369
2005;27;Chocó;27135;El Cantón del San Pablo;;6,213;2,491;3,722
2005;27;Chocó;27150;Carmen del Darien;;5,111;1,112;3,999
2005;27;Chocó;27160;Cértegui;;9,524;5,157;4,367
2005;27;Chocó;27205;Condoto;;13,098;9,093;4,005
2005;27;Chocó;27245;El Carmen de Atrato;;11,849;5,201;6,648
2005;27;Chocó;27250;El Litoral del San Juan;;12,244;1,058;11,186
2005;27;Chocó;27361;Istmina;;23,639;18,320;5,319
2005;27;Chocó;27372;Juradó;;3,609;1,675;1,934
2005;27;Chocó;27413;Lloró;;10,248;2,742;7,506
2005;27;Chocó;27425;Medio Atrato;;21,037;728;20,309
2005;27;Chocó;27430;Medio Baudó;;11,715;461;11,254
2005;27;Chocó;27450;Medio San Juan;;13,027;4,233;8,794
2005;27;Chocó;27491;Nóvita;;7,867;2,561;5,306
2005;27;Chocó;27495;Nuquí;;7,625;3,157;4,468
2005;27;Chocó;27580;Río Iro;;8,084;1,275;6,809
2005;27;Chocó;27600;Río Quito2;;7,888;2,124;5,764
2005;27;Chocó;27615;Riosucio1;;14,323;7,121;7,202
2005;27;Chocó;27660;San José del Palmar;;5,068;1,155;3,913
2005;27;Chocó;27745;Sipí;;3,481;293;3,188
2005;27;Chocó;27787;Tadó;;18,041;11,246;6,795
2005;27;Chocó;27800;Unguía;;14,544;4,269;10,275
2005;27;Chocó;27810;Unión Panamericana;;8,161;3,196;4,965
2005;41;Huila;41001;Neiva;;316,033;295,961;20,072
2005;41;Huila;41006;Acevedo;;26,384;4,556;21,828
2005;41;Huila;41013;Agrado;;8,489;4,586;3,903
2005;41;Huila;41016;Aipe;;19,783;12,144;7,639
2005;41;Huila;41020;Algeciras;;23,427;13,840;9,587
2005;41;Huila;41026;Altamira;;3,591;2,416;1,175
2005;41;Huila;41078;Baraya;;9,179;4,573;4,606
2005;41;Huila;41132;Campoalegre;;32,186;23,986;8,200
2005;41;Huila;41206;Colombia;;11,173;2,234;8,939
2005;41;Huila;41244;Elías;;3,337;1,103;2,234
2005;41;Huila;41298;Garzón;;69,823;33,455;36,368
2005;41;Huila;41306;Gigante;;28,152;14,230;13,922
2005;41;Huila;41319;Guadalupe;;17,586;4,718;12,868
2005;41;Huila;41349;Hobo;;6,545;4,939;1,606
2005;41;Huila;41357;Iquira;;10,627;2,460;8,167
2005;41;Huila;41359;Isnos;;23,702;4,747;18,955
2005;41;Huila;41378;La Argentina;;11,592;3,663;7,929
2005;41;Huila;41396;La Plata;;52,189;20,706;31,483
2005;41;Huila;41483;Nátaga;;5,831;1,913;3,918
2005;41;Huila;41503;Oporapa;;10,784;2,897;7,887
2005;41;Huila;41518;Paicol;;5,208;2,025;3,183
2005;41;Huila;41524;Palermo;;27,217;12,655;14,562
2005;41;Huila;41530;Palestina;;10,249;1,699;8,550
2005;41;Huila;41548;Pital;;12,835;4,355;8,480
2005;41;Huila;41551;Pitalito;;102,485;59,893;42,592
2005;41;Huila;41615;Rivera;;16,684;8,967;7,717
2005;41;Huila;41660;Saladoblanco;;10,235;2,152;8,083
2005;41;Huila;41668;San Agustín;;29,687;9,912;19,775
2005;41;Huila;41676;Santa María;;10,218;2,749;7,469
2005;41;Huila;41770;Suaza;;14,356;3,264;11,092
2005;41;Huila;41791;Tarqui;;15,914;4,300;11,614
2005;41;Huila;41797;Tesalia;;8,874;4,855;4,019
2005;41;Huila;41799;Tello;;13,553;5,626;7,927
2005;41;Huila;41801;Teruel;;8,226;4,081;4,145
2005;41;Huila;41807;Timaná;;20,025;6,698;13,327
2005;41;Huila;41872;Villavieja;;7,374;2,437;4,937
2005;41;Huila;41885;Yaguará;;7,865;6,634;1,231
2005;44;La Guajira;44001;Riohacha;;167,865;136,183;31,682
2005;44;La Guajira;44035;Albania;;20,815;10,183;10,632
2005;44;La Guajira;44078;Barrancas;;26,329;13,056;13,273
2005;44;La Guajira;44090;Dibulla;;21,798;3,094;18,704
2005;44;La Guajira;44098;Distracción;;11,962;3,983;7,979
2005;44;La Guajira;44110;El Molino;;7,315;5,470;1,845
2005;44;La Guajira;44279;Fonseca;;26,831;18,952;7,879
2005;44;La Guajira;44378;Hatonuevo;;16,383;8,802;7,581
2005;44;La Guajira;44420;La Jagua del Pilar;;2,721;1,950;771
2005;44;La Guajira;44430;Maicao;;123,757;85,101;38,656
2005;44;La Guajira;44560;Manaure;;67,584;26,066;41,518
2005;44;La Guajira;44650;San Juan del Cesar;;33,654;21,513;12,141
2005;44;La Guajira;44847;Uribia;;117,674;7,619;110,055
2005;44;La Guajira;44855;Urumita;;13,349;7,421;5,928
2005;44;La Guajira;44874;Villanueva;;23,538;18,211;5,327
2005;47;Magdalena;47001;Santa Marta;;415,270;385,122;30,148
2005;47;Magdalena;47030;Algarrobo;;11,778;7,364;4,414
2005;47;Magdalena;47053;Aracataca;;35,520;19,894;15,626
2005;47;Magdalena;47058;Ariguaní;;31,047;18,313;12,734
2005;47;Magdalena;47161;Cerro San Antonio;;8,319;4,243;4,076
2005;47;Magdalena;47170;Chibolo;;16,447;10,430;6,017
2005;47;Magdalena;47189;Ciénaga;;101,985;87,624;14,361
2005;47;Magdalena;47205;Concordia;;10,244;3,989;6,255
2005;47;Magdalena;47245;El Banco;;54,855;33,380;21,475
2005;47;Magdalena;47258;El Piñon;;17,035;5,817;11,218
2005;47;Magdalena;47268;El Retén;;18,809;13,546;5,263
2005;47;Magdalena;47288;Fundación;;56,986;49,856;7,130
2005;47;Magdalena;47318;Guamal;;25,508;7,216;18,292
2005;47;Magdalena;47460;Nueva Granada;;16,134;6,304;9,830
2005;47;Magdalena;47541;Pedraza;;8,031;2,325;5,706
2005;47;Magdalena;47545;Pijiño del Carmen;;14,115;6,224;7,891
2005;47;Magdalena;47551;Pivijay;;36,018;19,229;16,789
2005;47;Magdalena;47555;Plato;;49,195;35,760;13,435
2005;47;Magdalena;47570;Puebloviejo;;24,994;8,607;16,387
2005;47;Magdalena;47605;Remolino;;8,751;5,472;3,279
2005;47;Magdalena;47660;Sabanas de San Angel;;14,895;3,419;11,476
2005;47;Magdalena;47675;Salamina;;8,404;5,010;3,394
2005;47;Magdalena;47692;San Sebastián de Buenavista;;17,267;5,168;12,099
2005;47;Magdalena;47703;San Zenón;;8,904;1,627;7,277
2005;47;Magdalena;47707;Santa Ana;;23,235;11,456;11,779
2005;47;Magdalena;47720;Santa Bárbara de Pinto;;11,108;6,150;4,958
2005;47;Magdalena;47745;Sitionuevo;;26,867;13,035;13,832
2005;47;Magdalena;47798;Tenerife;;12,550;5,614;6,936
2005;47;Magdalena;47960;Zapayán;;8,642;3,190;5,452
2005;47;Magdalena;47980;Zona Bananera;;57,004;4,239;52,765
2005;50;Meta;50001;Villavicencio;;380,222;356,464;23,758
2005;50;Meta;50006;Acacías;;54,219;44,775;9,444
2005;50;Meta;50110;Barranca de Upía;;3,197;2,187;1,010
2005;50;Meta;50124;Cabuyaro;;3,660;1,426;2,234
2005;50;Meta;50150;Castilla la Nueva;;7,067;3,169;3,898
2005;50;Meta;50223;Cubarral;;5,152;2,967;2,185
2005;50;Meta;50226;Cumaral;;16,575;10,680;5,895
2005;50;Meta;50245;El Calvario;;2,288;753;1,535
2005;50;Meta;50251;El Castillo;;6,875;1,833;5,042
2005;50;Meta;50270;El Dorado;;3,291;1,276;2,015
2005;50;Meta;50287;Fuente de Oro;;11,072;5,654;5,418
2005;50;Meta;50313;Granada;;50,172;40,941;9,231
2005;50;Meta;50318;Guamal;;8,897;6,045;2,852
2005;50;Meta;50325;Mapiripán;;13,230;1,247;11,983
2005;50;Meta;50330;Mesetas;;10,695;3,063;7,632
2005;50;Meta;50350;La Macarena;;24,164;3,623;20,541
2005;50;Meta;50370;Uribe;;12,480;2,669;9,811
2005;50;Meta;50400;Lejanías;;9,558;3,880;5,678
2005;50;Meta;50450;Puerto Concordia;;15,964;7,566;8,398
2005;50;Meta;50568;Puerto Gaitán;;17,306;6,232;11,074
2005;50;Meta;50573;Puerto López;;28,790;18,395;10,395
2005;50;Meta;50577;Puerto Lleras;;10,666;3,132;7,534
2005;50;Meta;50590;Puerto Rico;;17,368;4,961;12,407
2005;50;Meta;50606;Restrepo;;10,178;6,678;3,500
2005;50;Meta;50680;San Carlos de Guaroa;;6,602;3,087;3,515
2005;50;Meta;50683;San Juan de Arama;;9,218;3,394;5,824
2005;50;Meta;50686;San Juanito;;1,864;622;1,242
2005;50;Meta;50689;San Martín;;21,350;18,170;3,180
2005;50;Meta;50711;Vistahermosa;;21,048;6,166;14,882
2005;52;Nariño;52001;Pasto;;382,618;312,377;70,241
2005;52;Nariño;52019;Albán;;19,303;6,363;12,940
2005;52;Nariño;52022;Aldana;;6,850;1,771;5,079
2005;52;Nariño;52036;Ancuyá;;8,991;1,872;7,119
2005;52;Nariño;52051;Arboleda;;7,443;1,029;6,414
2005;52;Nariño;52079;Barbacoas;;30,270;11,602;18,668
2005;52;Nariño;52083;Belén;;6,587;2,813;3,774
2005;52;Nariño;52110;Buesaco;;22,233;4,686;17,547
2005;52;Nariño;52203;Colón;;9,658;1,274;8,384
2005;52;Nariño;52207;Consaca;;10,287;1,699;8,588
2005;52;Nariño;52210;Contadero;;6,667;1,910;4,757
2005;52;Nariño;52215;Córdoba;;13,499;2,093;11,406
2005;52;Nariño;52224;Cuaspud;;8,101;2,003;6,098
2005;52;Nariño;52227;Cumbal;;30,996;6,712;24,284
2005;52;Nariño;52233;Cumbitara;;11,425;1,317;10,108
2005;52;Nariño;52240;Chachagüí;;12,792;6,118;6,674
2005;52;Nariño;52250;El Charco;;25,733;6,768;18,965
2005;52;Nariño;52254;El Peñol;;6,851;908;5,943
2005;52;Nariño;52256;El Rosario;;11,368;3,557;7,811
2005;52;Nariño;52258;El Tablón de Gómez;;13,991;985;13,006
2005;52;Nariño;52260;El Tambo;;14,146;5,128;9,018
2005;52;Nariño;52287;Funes;;6,991;2,398;4,593
2005;52;Nariño;52317;Guachucal;;16,837;3,221;13,616
2005;52;Nariño;52320;Guaitarilla;;13,712;3,918;9,794
2005;52;Nariño;52323;Gualmatán;;5,673;2,150;3,523
2005;52;Nariño;52352;Iles;;7,836;1,721;6,115
2005;52;Nariño;52354;Imués;;7,492;696;6,796
2005;52;Nariño;52356;Ipiales;;109,116;74,362;34,754
2005;52;Nariño;52378;La Cruz;;17,630;6,256;11,374
2005;52;Nariño;52381;La Florida;;11,423;1,876;9,547
2005;52;Nariño;52385;La Llanada;;6,544;1,966;4,578
2005;52;Nariño;52390;La Tola;;8,408;5,656;2,752
2005;52;Nariño;52399;La Unión;;27,914;10,278;17,636
2005;52;Nariño;52405;Leiva;;11,785;3,236;8,549
2005;52;Nariño;52411;Linares;;11,821;2,269;9,552
2005;52;Nariño;52418;Los Andes;;16,249;5,755;10,494
2005;52;Nariño;52427;Magüi;;16,394;3,237;13,157
2005;52;Nariño;52435;Mallama;;9,286;1,464;7,822
2005;52;Nariño;52473;Mosquera;;11,995;3,803;8,192
2005;52;Nariño;52480;Nariño;;4,183;3,156;1,027
2005;52;Nariño;52490;Olaya Herrera;;27,359;3,582;23,777
2005;52;Nariño;52506;Ospina;;8,221;2,099;6,122
2005;52;Nariño;52520;Francisco Pizarro;;11,029;5,207;5,822
2005;52;Nariño;52540;Policarpa;;13,785;2,197;11,588
2005;52;Nariño;52560;Potosí;;13,152;2,002;11,150
2005;52;Nariño;52565;Providencia;;11,699;4,072;7,627
2005;52;Nariño;52573;Puerres;;8,979;2,812;6,167
2005;52;Nariño;52585;Pupiales;;18,404;5,215;13,189
2005;52;Nariño;52612;Ricaurte;;14,904;2,072;12,832
2005;52;Nariño;52621;Roberto Payán;;16,892;863;16,029
2005;52;Nariño;52678;Samaniego;;50,437;17,514;32,923
2005;52;Nariño;52683;Sandoná;;25,220;10,670;14,550
2005;52;Nariño;52685;San Bernardo;;14,261;3,075;11,186
2005;52;Nariño;52687;San Lorenzo;;18,398;2,164;16,234
2005;52;Nariño;52693;San Pablo;;18,103;3,898;14,205
2005;52;Nariño;52694;San Pedro de Cartago;;7,051;612;6,439
2005;52;Nariño;52696;Santa Bárbara;;15,332;2,734;12,598
2005;52;Nariño;52699;Santacruz;;20,670;4,484;16,186
2005;52;Nariño;52720;Sapuyes;;7,473;1,659;5,814
2005;52;Nariño;52786;Taminango;;17,218;3,509;13,709
2005;52;Nariño;52788;Tangua;;10,892;2,141;8,751
2005;52;Nariño;52835;San Andres de Tumaco;;160,034;84,668;75,366
2005;52;Nariño;52838;Túquerres;;41,380;16,385;24,995
2005;52;Nariño;52885;Yacuanquer;;9,965;2,403;7,562
2005;54;Norte De Santander;54001;Cúcuta;;587,676;567,664;20,012
2005;54;Norte De Santander;54003;Abrego;;34,492;14,373;20,119
2005;54;Norte De Santander;54051;Arboledas;;9,270;2,299;6,971
2005;54;Norte De Santander;54099;Bochalema;;6,583;2,341;4,242
2005;54;Norte De Santander;54109;Bucarasica;;4,561;550;4,011
2005;54;Norte De Santander;54125;Cácota;;2,583;742;1,841
2005;54;Norte De Santander;54128;Cachirá;;10,619;1,494;9,125
2005;54;Norte De Santander;54172;Chinácota;;14,784;9,557;5,227
2005;54;Norte De Santander;54174;Chitagá;;10,179;3,408;6,771
2005;54;Norte De Santander;54206;Convención;;16,605;6,076;10,529
2005;54;Norte De Santander;54223;Cucutilla;;8,447;1,288;7,159
2005;54;Norte De Santander;54239;Durania;;4,289;1,981;2,308
2005;54;Norte De Santander;54245;El Carmen;;16,377;2,634;13,743
2005;54;Norte De Santander;54250;El Tarra;;10,772;3,794;6,978
2005;54;Norte De Santander;54261;El Zulia;;20,309;11,305;9,004
2005;54;Norte De Santander;54313;Gramalote;;6,329;2,961;3,368
2005;54;Norte De Santander;54344;Hacarí;;10,121;1,083;9,038
2005;54;Norte De Santander;54347;Herrán;;4,501;1,113;3,388
2005;54;Norte De Santander;54377;Labateca;;5,852;1,298;4,554
2005;54;Norte De Santander;54385;La Esperanza;;10,953;1,322;9,631
2005;54;Norte De Santander;54398;La Playa;;8,395;663;7,732
2005;54;Norte De Santander;54405;Los Patios;;67,281;65,119;2,162
2005;54;Norte De Santander;54418;Lourdes;;3,448;1,221;2,227
2005;54;Norte De Santander;54480;Mutiscua;;3,907;591;3,316
2005;54;Norte De Santander;54498;Ocaña;;90,517;78,827;11,690
2005;54;Norte De Santander;54518;Pamplona;;53,147;48,639;4,508
2005;54;Norte De Santander;54520;Pamplonita;;4,792;822;3,970
2005;54;Norte De Santander;54553;Puerto Santander;;8,720;8,047;673
2005;54;Norte De Santander;54599;Ragonvalia;;6,800;2,775;4,025
2005;54;Norte De Santander;54660;Salazar;;9,451;3,600;5,851
2005;54;Norte De Santander;54670;San Calixto;;12,581;1,817;10,764
2005;54;Norte De Santander;54673;San Cayetano;;4,493;1,587;2,906
2005;54;Norte De Santander;54680;Santiago;;2,679;1,176;1,503
2005;54;Norte De Santander;54720;Sardinata;;22,733;8,425;14,308
2005;54;Norte De Santander;54743;Silos;;5,284;940;4,344
2005;54;Norte De Santander;54800;Teorama;;17,523;2,162;15,361
2005;54;Norte De Santander;54810;Tibú;;34,773;11,925;22,848
2005;54;Norte De Santander;54820;Toledo;;17,272;4,266;13,006
2005;54;Norte De Santander;54871;Villa Caro;;5,044;1,772;3,272
2005;54;Norte De Santander;54874;Villa del Rosario;;69,833;66,754;3,079
2005;63;Quindio;63001;Armenia;;280,930;273,114;7,816
2005;63;Quindio;63111;Buenavista;;3,086;1,220;1,866
2005;63;Quindio;63130;Calarca;;73,741;56,200;17,541
2005;63;Quindio;63190;Circasia;;27,442;20,032;7,410
2005;63;Quindio;63212;Córdoba;;5,434;2,997;2,437
2005;63;Quindio;63272;Filandia;;12,921;6,487;6,434
2005;63;Quindio;63302;Génova;;9,634;4,936;4,698
2005;63;Quindio;63401;La Tebaida;;33,504;30,609;2,895
2005;63;Quindio;63470;Montenegro;;39,874;32,169;7,705
2005;63;Quindio;63548;Pijao;;6,683;3,827;2,856
2005;63;Quindio;63594;Quimbaya;;34,056;27,222;6,834
2005;63;Quindio;63690;Salento;;7,247;3,597;3,650
2005;66;Risaralda;66001;Pereira;;443,554;371,239;72,315
2005;66;Risaralda;66045;Apía;;17,514;7,156;10,358
2005;66;Risaralda;66075;Balboa;;6,353;1,809;4,544
2005;66;Risaralda;66088;Belén de Umbría;;27,717;12,824;14,893
2005;66;Risaralda;66170;Dosquebradas;;179,301;169,844;9,457
2005;66;Risaralda;66318;Guática;;15,752;3,767;11,985
2005;66;Risaralda;66383;La Celia;;8,761;3,430;5,331
2005;66;Risaralda;66400;La Virginia;;31,261;30,688;573
2005;66;Risaralda;66440;Marsella;;21,457;11,488;9,969
2005;66;Risaralda;66456;Mistrató;;15,166;4,013;11,153
2005;66;Risaralda;66572;Pueblo Rico;;11,975;2,866;9,109
2005;66;Risaralda;66594;Quinchía;;33,318;7,858;25,460
2005;66;Risaralda;66682;Santa Rosa de Cabal;;69,960;56,329;13,631
2005;66;Risaralda;66687;Santuario;;15,420;6,864;8,556
