pais_iso3;classification;category;id_mall;name;lat;lng;rating;address;id_comuna;id_region;desc1;desc2;desc3;symbol;color;size
CHL;Instituciones educativas;;22199;York College;-41.463294;-72.98557667;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22200;Instituto Del Pacifico;-41.47893143;-72.97388458;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22201;Centro Para La Integracion `Jerome Bruner`;-40.546528;-73.08665;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22203;Colegio Lacuy;-41.82009506;-73.93069458;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22204;Escuela De Parvulos Rey Salomon;-39.820675;-73.241425;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22207;Escuela Particular San Sebastian;-40.19430625;-72.61598239;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22209;Escuela Rural El Llolle;-41.57694626;-73.26361084;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22210;Centro Educacional San Andres;-41.86612701;-73.83106995;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22211;Colegio Cahuala Insular;-42.43286133;-73.76541138;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22214;Escuela Rural Piedra Lile;-43.18341827;-73.6335907;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22218;Colegio Pufudi;-39.67110949;-73.08178449;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22219;Escuela Santa Cecilia;-39.51115701;-72.88883405;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22220;Colegio Francisco Coloane;-42.2726326;-73.11766815;;;10209;;;;;;blue;8
CHL;Instituciones educativas;;22221;Escuela Fray Leonardo;-39.69834788;-72.40636862;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22222;Escuela Particular Elisur;-40.10990747;-72.53611415;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22223;Centro Educacional Los Carrera;-41.47867203;-72.95720673;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22224;Colegio Proyeccion Siglo Xxi;-40.57008362;-73.12371063;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22225;Esc. Particular Chaquian;-40.19622211;-73.07925869;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22226;Colegio Laura Vicuna;-39.84369902;-73.22766546;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22227;Colegio Australis;-39.4531557;-72.78244488;;;14103;;;;;;blue;8
CHL;Instituciones educativas;;22228;Escuela Particular Ayelen;-40.09536744;-72.37488902;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22229;Escuela Basica Licarayen;-41.45744324;-72.9302597;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22230;Colegio Juan Xxiii;-40.58272934;-73.16478729;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22231;Colegio Domus Mater;-39.82877244;-73.2464629;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22234;Colegio San Vicente De Paul;-40.97233582;-72.88593292;;;10302;;;;;;blue;8
CHL;Instituciones educativas;;22236;Blas Pascal School;-40.57731628;-73.13485718;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22238;Jardin Infantil `Espiguita`;-40.58091;-73.105644;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22240;Escuela De Parvulos Los Pumitas;-40.130585;-72.390045;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22244;Escuela Particular Esmeralda;-40.53196311;-72.71406225;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22245;Escuela Particular Nuevo Milenio;-39.95397671;-72.70619427;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22246;Colegio Shaddai;-40.57060623;-73.13146973;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22248;Instituto Aleman Purranque;-40.9112587;-73.1594162;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22249;Jardin Infantil `Mi Pequeno Salesiano De Maria Auxiliadora`;-41.46170044;-72.9602356;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22251;Jardin Infantil `Mi Peque?o Salesiano`;-41.461813;-72.96099;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22253;Escuela Particular Profesor Jose Velasquez Vargas;-41.68795776;-73.1103363;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;22255;Colegio Adolfo Kolping;-40.57932281;-73.13407898;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22256;Centro Para La Estimulacion Del Lenguaje Inf;-39.816166;-73.239075;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22257;Escuela Particular Porvenir;-39.82361192;-72.55744685;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22258;Escuela Particular Sol Naciente;-39.48975896;-72.99357873;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22259;Jardin Infantil Crispin;-39.833523;-73.2407;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22260;Colegio Santa Ana;-42.14144516;-73.47698975;;;10209;;;;;;blue;8
CHL;Instituciones educativas;;22261;Escuela Particular Pablo Neruda;-41.61750031;-73.59574127;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22262;Colegio San Cristobal;-41.39885712;-73.46256256;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;22263;Colegio San Marcos;-40.58444595;-73.10827637;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22265;Green Country School;-40.57381058;-73.13837433;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22267;Escuela Herminda Jaramillo Quintana;-39.5549077;-72.90207664;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22268;Escuela Particular Gabriela Mistral;-39.98270065;-72.78792279;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22269;Escuela Particular Trafun Chico;-39.66453477;-71.84603356;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22270;Colegio De Ni?as Nuestra Se?ora De Lourdes;-40.57559967;-73.13287354;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22271;Colegio Luis Pasteur;-40.57049942;-73.13200378;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22274;Escuela Particular Monserrat;-41.60432452;-73.58151212;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22275;Colegio Particular Gracia Paz;-39.81914678;-73.24670553;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22276;Liceo De Adultos Crecer Osorno;-40.57791;-73.132355;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22277;Colegio Nacional De La Union;-40.29931966;-73.07452724;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22279;Escuela Particular Horizonte;-41.31938777;-72.69373331;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;22280;Escuela Particular Alonso De Ercilla;-40.21721575;-71.99860827;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22282;Escuela Especial De Lenguaje `Nueva Lengua`;-41.46128;-72.96028;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22283;Colegio San Miguel;-40.57650757;-73.12352753;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22284;Escuela Particular Hualinto;-40.85652161;-73.32685089;;;10305;;;;;;blue;8
CHL;Instituciones educativas;;22286;Colegio Los Torreones;-39.81431191;-73.23976913;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22289;Colegio Particular Gabriela Mistral;-40.91093625;-73.16856808;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22290;Jardin Infantil `Jean Piaget`;-42.483974;-73.762375;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22291;Colegio Kimel;-40.12771582;-72.89326962;;;14107;;;;;;blue;8
CHL;Instituciones educativas;;22292;Escuela Particular La Barra;-40.24222565;-73.70137024;;;10306;;;;;;blue;8
CHL;Instituciones educativas;;22293;Escuela Especial `San Agustin`;-41.13005;-73.0598;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;22294;Escuela-Taller Para Autistas `Bernard Rimland`;-40.588905;-73.11406;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22296;Corporacion De Educacion La Araucana;-41.47118;-72.947685;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22299;Esc.Particular Esperanza Cordillerana;-39.92450046;-72.80908683;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22301;Escuela Particular Punta Gruesa;-42.4312749;-72.69956681;;;10401;;;;;;blue;8
CHL;Instituciones educativas;;22302;Esc.Bas.Integ. Stephen Hawking;-41.40535031;-72.9053681;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22305;Colegio Union College;-40.29387354;-73.08468806;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22306;Colegio Puerto Montt;-41.47174454;-72.93151093;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22307;Centro De Educacion De Adultos Quellon;-43.114265;-73.61498;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22308;Escuela Para Autistas `Camino De Esperanza`;-41.47674;-72.96659;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22309;Colegio Ingl?s Mabel Condemar?n;-41.39707184;-73.45940399;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;22310;Escuela Rural Yerbas Buenas;-41.27587891;-73.6852417;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;22312;Escuela Huillon;-39.68155767;-72.9411902;;;14105;;;;;;blue;8
CHL;Instituciones educativas;;22313;Colegio Cardenal Raul Silva Henriquez;-40.06955408;-72.86338529;;;14107;;;;;;blue;8
CHL;Instituciones educativas;;22315;Escuela Particular Caupolican;-40.30191827;-73.05273268;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22316;Escuela Particular Inaque;-39.67560912;-72.99421955;;;14105;;;;;;blue;8
CHL;Instituciones educativas;;22317;Colegio San Antonio;-40.06345809;-72.75900317;;;14107;;;;;;blue;8
CHL;Instituciones educativas;;22318;Jardin Infantil Duendelin;-40.06778;-72.86935;;;14107;;;;;;blue;8
CHL;Instituciones educativas;;22319;Colegio Principe De Asturias;-39.82470134;-73.24799193;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22320;Escuela Especial De Lenguaje Kaukalem;-40.580555;-73.131966;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22321;Escuela De Lenguaje For Faris;-40.292072;-73.077896;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22322;Dharma College;-40.91295624;-73.16208649;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22323;Escuela Particular La Poza;-40.95068359;-73.50442505;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22325;Escuela Particular Chovi-San Juan;-42.32328415;-73.53134155;;;10205;;;;;;blue;8
CHL;Instituciones educativas;;22327;Colegio Gabriela Mistral;-43.11922836;-73.61564636;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22329;Liceo Tecnico Profesional Inmaculada Concepcion;-41.87068466;-73.82850948;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22330;Centro Educacional San Agustin;-43.12376022;-73.64919281;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22333;Escuela Francia;-39.83908705;-73.22845379;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22334;Escuela Particular El Arrayan;-42.37703323;-73.6491394;;;10205;;;;;;blue;8
CHL;Instituciones educativas;;22336;Escuela Especial De Audicion Y Lenguaje Joaquin De Los Andes;-41.470512;-72.94957;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22337;Escuela Particular Los Castanos;-40.12162107;-72.38895514;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22338;Escuela Particular Pedernal Alto;-41.05361176;-73.29250336;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;22339;Colegio Ghandi;-39.84157989;-73.20597208;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22340;Escuela Particular El Copihue;-40.98671722;-73.11725616;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;22341;Liceo Ambiental Ayacara;-42.30251824;-72.78127305;;;10401;;;;;;blue;8
CHL;Instituciones educativas;;22342;Escuela Particular Delia Dominguez;-40.57096863;-73.13336945;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22343;Colegio San Sebastian;-41.75615692;-73.15583038;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;22346;Escuela Particular Santa Rosa;-41.34415054;-73.51412201;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;22347;Escuela Particular Birmania;-41.45029746;-72.95643868;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22348;Escuela Particular Sagrado Corazon;-41.60439682;-73.58206177;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22349;Escuela Particular Sichahue;-40.20956555;-72.17487072;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22350;Jardin Infantil `Papelucho`;-43.11368;-73.61806;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22351;Instituto Inmaculada Concepcion;-39.81818497;-73.2464455;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22352;Escuela Particular El Despertar;-40.34187314;-72.9928434;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22353;Escuela Particular Trullun Mapu;-39.63635455;-72.18747232;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22354;Escuela El Maiten;-40.30686287;-73.08680797;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22355;Colegio San Andres;-40.58438492;-73.11131287;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22356;Colegio Paideia;-41.4577179;-72.92916107;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22357;Jardin Infantil `Agualuna Ii`;-42.49364;-73.768845;;;10203;;;;;;blue;8
CHL;Instituciones educativas;;22358;Colegio Ingles;-40.91587067;-73.15429688;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22360;Esc. Particular Nuestra Senora Guadalupe;-39.49115531;-72.67132964;;;14103;;;;;;blue;8
CHL;Instituciones educativas;;22361;Colegio Particular Antares De Alerce;-41.39912415;-72.91025543;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22363;Centro De Lenguaje Kalem;-42.481632;-73.76752;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22364;Escuela De Lenguaje Kalem;-41.86902;-73.824104;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22366;Colegio Robert Pace;-41.47480392;-72.97583008;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22367;Escuela Particular Bosque Verde;-41.42548752;-73.08426666;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22370;Jardin Infantil Lunita;-39.83044;-73.20253;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22372;Complejo Educacional San Crescente;-42.44239807;-73.77267456;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22373;Escuela Particular Millaray;-39.45513094;-73.14590123;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22374;Instituto Tecnologico Del Sur;-39.82330923;-73.21410331;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22375;Escuela Particular Alla Mapu;-42.04462433;-73.95407867;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22379;Escuela De Lenguaje `Abrapalabra`;-42.619858;-73.77847;;;10203;;;;;;blue;8
CHL;Instituciones educativas;;22380;Escuela Basica Sector Oriente;-43.11730576;-73.60699463;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22382;Escuela Especial De Lenguaje `San Juan`;-41.88231;-73.81169;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22383;Escuela Particular Rosalia Ojeda Sanchez;-39.63840122;-73.12829152;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22387;Escuela Especial De Lenguaje Girasol;-41.322433;-72.98895;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;22388;Centro De Educ. De Adultos Sandrock;-39.81233;-73.24007;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22389;Colegio Eben-Ezer;-41.60284431;-73.59443465;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22390;Escuela Particular Candelaria;-41.74009323;-73.6980896;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22391;Jardin Infantil `Elite Ii`;-41.474613;-72.95517;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22394;Escuela Especial `Santa Helena`;-41.463146;-72.921135;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22395;Jardin Infantil `Principito`;-43.119274;-73.61875;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22396;Escuela Particular La Colonia;-41.26205826;-73.1974411;;;10107;;;;;;blue;8
CHL;Instituciones educativas;;22397;Colegio Tecnico Profesional Santa Teresa De Los Andes;-40.57019424;-73.1363678;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22398;Colegio Aliwen;-39.82785905;-73.25020729;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22399;Colegio Padre Enrique Boisson;-39.86452025;-72.81229632;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22400;Escuela Particular Dollinco;-40.11450484;-72.49776939;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22401;Centro De Educacion De Adultos Esmeralda;-41.868134;-73.81967;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22402;Escuela De Trastornos De La Comunicacion `Alexandria`;-40.578808;-73.136475;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22403;Escuela De Cultura Y Difusion Artistica Fridolina Barrientos Canobra;-42.48294067;-73.76136017;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22405;Centro Educacional De Adultos Diego Portales;-40.576187;-73.12895;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22408;Escuela Particular Jean Piaget;-41.64146805;-73.1993103;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;22410;Colegio Creacion Osorno;-40.5809288;-73.10533905;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22413;Colegio Tenaun Alto;-42.31398392;-73.3899231;;;10205;;;;;;blue;8
CHL;Instituciones educativas;;22414;Escuela Pampa Rios;-40.33843502;-72.94868267;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22415;Inst. Superior De Administracion Y Turismo;-39.82596388;-73.24610592;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22417;Escuela Particular San Pio De Pieltrecina;-40.58369827;-73.73066711;;;10306;;;;;;blue;8
CHL;Instituciones educativas;;22418;Escuela Basica Kimun Lawal;-41.40315628;-72.91317749;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22419;Escuela Padre Alberto Hurtado;-41.47546387;-72.98548126;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22420;Escuela Nueva Pensylvania;-41.74281693;-73.70568085;;;10108;;;;;;blue;8
CHL;Instituciones educativas;;22421;Centro De Integracion Laboral;-39.824974;-73.225975;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22422;Colegio Charles Darwin De Castro;-42.49840325;-73.79083666;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22424;Jardin Infantil Manitos Traviesas;-40.57633209;-73.12914276;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22425;Escuela Particular Curamo;-41.8819313;-73.71405792;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22427;Escuela Particular Emmanuel;-40.95764923;-72.52880859;;;10302;;;;;;blue;8
CHL;Instituciones educativas;;22428;Escuela Padre Luis Beltran;-39.53988574;-72.964335;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22429;Escuela Particular We Liwen;-39.548855;-72.963486;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22430;Colegio Crecer;-40.90635681;-73.15899658;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22433;Escuela Particular Puerto Esperanza;-41.287117;-73.36522675;;;10106;;;;;;blue;8
CHL;Instituciones educativas;;22434;Colegio Domingo Santa Maria;-41.47012329;-72.98506927;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22436;The Mission College;-40.55850601;-73.16991425;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22438;Escuela Especial `Talleres Laborales Inproa`;-41.467518;-72.94713;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22439;Colegio Terra Nova;-42.8739357;-73.51342773;;;10207;;;;;;blue;8
CHL;Instituciones educativas;;22440;Colegio Antuliwen;-41.87014418;-73.81529738;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22441;Colegio Mapu Malen;-41.77332898;-73.13400026;;;10102;;;;;;blue;8
CHL;Instituciones educativas;;22442;Colegio Tornagaleones;-39.84671859;-73.20557613;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22444;Escuela Llequen;-41.87828064;-73.83338165;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22445;Centro De Educ. De Adultos Elier;-40.30125;-73.13982;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22446;Cent.Educ.Integ.Adultos Profasoc;-40.331173;-72.95494;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22447;Centro Educacional Traf Tremun;-43.11662674;-73.61847687;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22448;Escuela Particular El Cardo;-40.17544902;-72.81298145;;;14107;;;;;;blue;8
CHL;Instituciones educativas;;22449;Colegio Rucalen;-40.12902749;-72.38810112;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22451;Escuela Particular La Pradera;-40.45256424;-72.9521637;;;10307;;;;;;blue;8
CHL;Instituciones educativas;;22452;Colegio Mountain Green School;-39.57273151;-72.0016364;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22453;Liceo Tecnico Profesional Helvecia;-39.84444361;-73.214582;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22454;Colegio Preciosa Sangre Ii;-40.91320689;-73.15715575;;;10303;;;;;;blue;8
CHL;Instituciones educativas;;22455;Colegio Parvulario Genesis;-39.838795;-73.21074;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22456;Colegio San Pablo;-41.86520767;-73.82792664;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22458;Escuela Diferencial Celipras;-40.335144;-72.95785;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22459;Colegio Laico Valdivia;-39.82761094;-73.23935207;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22461;Colegio Nuevo Horizonte;-41.47121429;-72.9278717;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22462;Colegio Bernardo Felmer Niklitschek;-39.45153314;-72.76364478;;;14103;;;;;;blue;8
CHL;Instituciones educativas;;22464;Liceo Polivalente Dalcahue;-42.37662125;-73.65473938;;;10205;;;;;;blue;8
CHL;Instituciones educativas;;22466;Liceo De Administracion Y Comercio San Sebastian;-40.57153083;-73.13899618;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22467;Colegio Lafquen Montessori Puerto Montt;-41.4713665;-72.92817129;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22468;Escuela Especial De Lenguaje `Amapola`;-41.474716;-72.961365;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22470;Colegio Pumanque;-41.46731095;-72.94485343;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22471;Jardin Infantil Bambi Y Celin;-39.838642;-73.20524;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22472;Jardin Infantil `Manzanita`;-41.13131714;-73.05870819;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;22473;Instituto Aprender;-41.47356;-72.96773;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22475;Instituto Aprender;-41.15319;-73.417206;;;10104;;;;;;blue;8
CHL;Instituciones educativas;;22476;Colegio San Jose;-39.5365718;-72.95101771;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22478;Colegio Vencedor;-41.31626511;-72.69338989;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;22479;Escuela De Lenguaje Ayelen;-42.36745;-73.66206;;;10205;;;;;;blue;8
CHL;Instituciones educativas;;22480;Colegio Los Alerces;-41.38462448;-72.91716003;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22482;Centro Educacional Amancay;-41.46865;-72.92685;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22483;Liceo Bicentenario De Excelencia Altamira;-39.6355478;-72.34384624;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22485;Colegio De Adultos Pudeto;-41.86296;-73.828766;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22486;Escuela San Francisco De Llenehue;-39.5456;-72.950356;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22487;Centro Integral De Educacion Gabriela Paschuan;-41.872063;-73.80779;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22489;Escuela Particular Rayen Quitral;-41.39472961;-72.900177;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22492;Escuela Particular Ticalhue;-39.48334055;-72.86332732;;;14106;;;;;;blue;8
CHL;Instituciones educativas;;22493;Escuela Vicente Perez Rosales;-41.11661911;-73.04895782;;;10105;;;;;;blue;8
CHL;Instituciones educativas;;22494;Liceo Tecnico Profesional Agricola Maritimo Bosque Nativo;-41.46236801;-72.98497009;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22495;Colegio Particular Cardenal Raul Silva Henriq;-40.333294;-72.9493;;;14204;;;;;;blue;8
CHL;Instituciones educativas;;22496;Centro Educacional San Nicolas;-39.85602802;-73.22887844;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22498;Escuela Basica Bordemar;-43.12343108;-73.61729199;;;10208;;;;;;blue;8
CHL;Instituciones educativas;;22499;Instituto Ingles Antuquenu;-41.40593338;-72.9056778;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22500;Colegio De Avanzada Terra Nova;-39.86797714;-72.78818854;;;14104;;;;;;blue;8
CHL;Instituciones educativas;;22503;Colegio Aguilas Del Sur;-40.299484;-73.07504;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22504;Liceo Francisco Coloane;-42.46533585;-73.78459167;;;10201;;;;;;blue;8
CHL;Instituciones educativas;;22505;Colegio Charles Darwin De Ancud;-41.86213303;-73.82376862;;;10202;;;;;;blue;8
CHL;Instituciones educativas;;22506;Colegio Pumahue;-41.450375;-72.92188;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22509;Escuela Alemania;-41.46075439;-72.92578125;;;10101;;;;;;blue;8
CHL;Instituciones educativas;;22512;Colegio Inmaculado Corazon De Maria;-40.57013319;-73.13320921;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22514;Centro Integral De Adultos Treucanche;-39.566563;-72.02036;;;14108;;;;;;blue;8
CHL;Instituciones educativas;;22516;Instituto Cristiano Gracia Y Paz;-39.82018642;-73.24845605;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22517;C.E.I.A Comunidad Collico;-39.804848;-73.2089;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22518;Liceo San Francisco Javier;-40.043377;-72.55165;;;14202;;;;;;blue;8
CHL;Instituciones educativas;;22519;Colegio Mirador Del Lago;-41.33006287;-72.96576691;;;10109;;;;;;blue;8
CHL;Instituciones educativas;;22520;Escuela De Lenguaje Mis Palabras;-39.818195;-73.23259;;;14101;;;;;;blue;8
CHL;Instituciones educativas;;22521;Escuela Especial De Estimulacion E Integracion El Umbral;-40.2912;-73.08126;;;14201;;;;;;blue;8
CHL;Instituciones educativas;;22522;Colegio San Martin De Las Lomas;-39.75217772;-72.99976541;;;14105;;;;;;blue;8
CHL;Instituciones educativas;;22523;Colegio Cordillera;-40.57168961;-73.1330719;;;10301;;;;;;blue;8
CHL;Instituciones educativas;;22525;Jardin Infantil Angelito;-43.11976624;-73.62111664;;;10208;;;;;;blue;8
