pais;pais_iso3;id_region;nombre_region;abreviatura_region;id_provincia;nombre_provincia;id_comuna;nombre_comuna
Peru;PER;8;CUSCO;;3;ANTA;6;LIMATAMBO
Peru;PER;8;CUSCO;;3;ANTA;7;MOLLEPATA
Peru;PER;8;CUSCO;;3;ANTA;8;PUCYURA
Peru;PER;8;CUSCO;;3;ANTA;9;ZURITE
Peru;PER;8;CUSCO;;4;CALCA;1;CALCA
Peru;PER;8;CUSCO;;4;CALCA;2;COYA
Peru;PER;8;CUSCO;;4;CALCA;3;LAMAY
Peru;PER;8;CUSCO;;4;CALCA;4;LARES
Peru;PER;8;CUSCO;;4;CALCA;5;PISAC
Peru;PER;8;CUSCO;;4;CALCA;6;SAN SALVADOR
Peru;PER;8;CUSCO;;4;CALCA;7;TARAY
Peru;PER;8;CUSCO;;4;CALCA;8;YANATILE
Peru;PER;8;CUSCO;;5;CANAS;1;YANAOCA
Peru;PER;8;CUSCO;;5;CANAS;2;CHECCA
Peru;PER;8;CUSCO;;5;CANAS;3;KUNTURKANKI
Peru;PER;8;CUSCO;;5;CANAS;4;LANGUI
Peru;PER;8;CUSCO;;5;CANAS;5;LAYO
Peru;PER;8;CUSCO;;5;CANAS;6;PAMPAMARCA
Peru;PER;8;CUSCO;;5;CANAS;7;QUEHUE
Peru;PER;8;CUSCO;;5;CANAS;8;TUPAC AMARU
Peru;PER;8;CUSCO;;6;CANCHIS;1;SICUANI
Peru;PER;8;CUSCO;;6;CANCHIS;2;CHECACUPE
Peru;PER;8;CUSCO;;6;CANCHIS;3;COMBAPATA
Peru;PER;8;CUSCO;;6;CANCHIS;4;MARANGANI
Peru;PER;8;CUSCO;;6;CANCHIS;5;PITUMARCA
Peru;PER;8;CUSCO;;6;CANCHIS;6;SAN PABLO
Peru;PER;8;CUSCO;;6;CANCHIS;7;SAN PEDRO
Peru;PER;8;CUSCO;;6;CANCHIS;8;TINTA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;1;SANTO TOMAS
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;2;CAPACMARCA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;3;CHAMACA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;4;COLQUEMARCA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;5;LIVITACA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;6;LLUSCO
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;7;QUIÑOTA
Peru;PER;8;CUSCO;;7;CHUMBIVILCAS;8;VELILLE
Peru;PER;8;CUSCO;;8;ESPINAR;1;ESPINAR
Peru;PER;8;CUSCO;;8;ESPINAR;2;CONDOROMA
Peru;PER;8;CUSCO;;8;ESPINAR;3;COPORAQUE
Peru;PER;8;CUSCO;;8;ESPINAR;4;OCORURO
Peru;PER;8;CUSCO;;8;ESPINAR;5;PALLPATA
Peru;PER;8;CUSCO;;8;ESPINAR;6;PICHIGUA
Peru;PER;8;CUSCO;;8;ESPINAR;7;SUYCKUTAMBO
Peru;PER;8;CUSCO;;8;ESPINAR;8;ALTO PICHIGUA
Peru;PER;8;CUSCO;;9;LA CONVENCION;1;SANTA ANA
Peru;PER;8;CUSCO;;9;LA CONVENCION;2;ECHARATE
Peru;PER;8;CUSCO;;9;LA CONVENCION;3;HUAYOPATA
Peru;PER;8;CUSCO;;9;LA CONVENCION;4;MARANURA
Peru;PER;8;CUSCO;;9;LA CONVENCION;5;OCOBAMBA
Peru;PER;8;CUSCO;;9;LA CONVENCION;6;QUELLOUNO
Peru;PER;8;CUSCO;;9;LA CONVENCION;7;KIMBIRI
Peru;PER;8;CUSCO;;9;LA CONVENCION;8;SANTA TERESA
Peru;PER;8;CUSCO;;9;LA CONVENCION;9;VILCABAMBA
Peru;PER;8;CUSCO;;9;LA CONVENCION;10;PICHARI
Peru;PER;8;CUSCO;;10;PARURO;1;PARURO
Peru;PER;8;CUSCO;;10;PARURO;2;ACCHA
Peru;PER;8;CUSCO;;10;PARURO;3;CCAPI
Peru;PER;8;CUSCO;;10;PARURO;4;COLCHA
Peru;PER;8;CUSCO;;10;PARURO;5;HUANOQUITE
Peru;PER;8;CUSCO;;10;PARURO;6;OMACHA
Peru;PER;8;CUSCO;;10;PARURO;7;PACCARITAMBO
Peru;PER;8;CUSCO;;10;PARURO;8;PILLPINTO
Peru;PER;8;CUSCO;;10;PARURO;9;YAURISQUE
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;1;PAUCARTAMBO
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;2;CAICAY
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;3;CHALLABAMBA
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;4;COLQUEPATA
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;5;HUANCARANI
Peru;PER;8;CUSCO;;11;PAUCARTAMBO;6;KOSÑIPATA
Peru;PER;8;CUSCO;;12;QUISPICANCHI;1;URCOS
Peru;PER;8;CUSCO;;12;QUISPICANCHI;2;ANDAHUAYLILLAS
Peru;PER;8;CUSCO;;12;QUISPICANCHI;3;CAMANTI
Peru;PER;8;CUSCO;;12;QUISPICANCHI;4;CCARHUAYO
Peru;PER;8;CUSCO;;12;QUISPICANCHI;5;CCATCA
Peru;PER;8;CUSCO;;12;QUISPICANCHI;6;CUSIPATA
Peru;PER;8;CUSCO;;12;QUISPICANCHI;7;HUARO
Peru;PER;8;CUSCO;;12;QUISPICANCHI;8;LUCRE
Peru;PER;8;CUSCO;;12;QUISPICANCHI;9;MARCAPATA
Peru;PER;8;CUSCO;;12;QUISPICANCHI;10;OCONGATE
Peru;PER;8;CUSCO;;12;QUISPICANCHI;11;OROPESA
Peru;PER;8;CUSCO;;12;QUISPICANCHI;12;QUIQUIJANA
Peru;PER;8;CUSCO;;13;URUBAMBA;1;URUBAMBA
Peru;PER;8;CUSCO;;13;URUBAMBA;2;CHINCHERO
Peru;PER;8;CUSCO;;13;URUBAMBA;3;HUAYLLABAMBA
Peru;PER;8;CUSCO;;13;URUBAMBA;4;MACHUPICCHU
Peru;PER;8;CUSCO;;13;URUBAMBA;5;MARAS
Peru;PER;8;CUSCO;;13;URUBAMBA;6;OLLANTAYTAMBO
Peru;PER;8;CUSCO;;13;URUBAMBA;7;YUCAY
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;1;HUANCAVELICA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;2;ACOBAMBILLA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;3;ACORIA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;4;CONAYCA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;5;CUENCA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;6;HUACHOCOLPA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;7;HUAYLLAHUARA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;8;IZCUCHACA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;9;LARIA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;10;MANTA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;11;MARISCAL CACERES
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;12;MOYA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;13;NUEVO OCCORO
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;14;PALCA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;15;PILCHACA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;16;VILCA
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;17;YAULI
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;18;ASCENSION
Peru;PER;9;HUANCAVELICA;;1;HUANCAVELICA;19;HUANDO
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;1;ACOBAMBA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;2;ANDABAMBA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;3;ANTA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;4;CAJA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;5;MARCAS
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;6;PAUCARA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;7;POMACOCHA
Peru;PER;9;HUANCAVELICA;;2;ACOBAMBA;8;ROSARIO
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;1;LIRCAY
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;2;ANCHONGA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;3;CALLANMARCA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;4;CCOCHACCASA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;5;CHINCHO
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;6;CONGALLA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;7;HUANCA-HUANCA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;8;HUAYLLAY GRANDE
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;9;JULCAMARCA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;10;SAN ANTONIO DE ANTAPARCO
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;11;SANTO TOMAS DE PATA
Peru;PER;9;HUANCAVELICA;;3;ANGARAES;12;SECCLLA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;1;CASTROVIRREYNA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;2;ARMA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;3;AURAHUA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;4;CAPILLAS
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;5;CHUPAMARCA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;6;COCAS
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;7;HUACHOS
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;8;HUAMATAMBO
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;9;MOLLEPAMPA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;10;SAN JUAN
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;11;SANTA ANA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;12;TANTARA
Peru;PER;9;HUANCAVELICA;;4;CASTROVIRREYNA;13;TICRAPO
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;1;CHURCAMPA
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;2;ANCO
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;3;CHINCHIHUASI
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;4;EL CARMEN
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;5;LA MERCED
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;6;LOCROJA
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;7;PAUCARBAMBA
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;8;SAN MIGUEL DE MAYOCC
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;9;SAN PEDRO DE CORIS
Peru;PER;9;HUANCAVELICA;;5;CHURCAMPA;10;PACHAMARCA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;1;HUAYTARA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;2;AYAVI
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;3;CORDOVA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;4;HUAYACUNDO ARMA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;5;LARAMARCA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;6;OCOYO
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;7;PILPICHACA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;8;QUERCO
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;9;QUITO-ARMA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;10;SAN ANTONIO DE CUSICANCHA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;11;SAN FRANCISCO DE SANGAYAICO
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;12;SAN ISIDRO
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;13;SANTIAGO DE CHOCORVOS
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;14;SANTIAGO DE QUIRAHUARA
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;15;SANTO DOMINGO DE CAPILLAS
Peru;PER;9;HUANCAVELICA;;6;HUAYTARA;16;TAMBO
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;1;PAMPAS
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;2;ACOSTAMBO
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;3;ACRAQUIA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;4;AHUAYCHA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;5;COLCABAMBA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;6;DANIEL HERNANDEZ
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;7;HUACHOCOLPA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;8;HUANDO
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;9;HUARIBAMBA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;10;ÑAHUIMPUQUIO
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;11;PAZOS
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;12;PACHAMARCA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;13;QUISHUAR
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;14;SALCABAMBA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;15;SALCAHUASI
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;16;SAN MARCOS DE ROCCHAC
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;17;SURCUBAMBA
Peru;PER;9;HUANCAVELICA;;7;TAYACAJA;18;TINTAY PUNCU
Peru;PER;10;HUANUCO;;1;HUANUCO;1;HUANUCO
Peru;PER;10;HUANUCO;;1;HUANUCO;2;AMARILIS
Peru;PER;10;HUANUCO;;1;HUANUCO;3;CHINCHAO
Peru;PER;10;HUANUCO;;1;HUANUCO;4;CHURUBAMBA
Peru;PER;10;HUANUCO;;1;HUANUCO;5;MARGOS
Peru;PER;10;HUANUCO;;1;HUANUCO;6;QUISQUI (KICHKI)
Peru;PER;10;HUANUCO;;1;HUANUCO;7;SAN FRANCISCO DE CAYRAN
Peru;PER;10;HUANUCO;;1;HUANUCO;8;SAN PEDRO DE CHAULAN
Peru;PER;10;HUANUCO;;1;HUANUCO;9;SANTA MARIA DEL VALLE
Peru;PER;10;HUANUCO;;1;HUANUCO;10;YARUMAYO
Peru;PER;10;HUANUCO;;1;HUANUCO;11;PILLCO MARCA
Peru;PER;10;HUANUCO;;2;AMBO;1;AMBO
Peru;PER;10;HUANUCO;;2;AMBO;2;CAYNA
Peru;PER;10;HUANUCO;;2;AMBO;3;COLPAS
Peru;PER;10;HUANUCO;;2;AMBO;4;CONCHAMARCA
Peru;PER;10;HUANUCO;;2;AMBO;5;HUACAR
Peru;PER;10;HUANUCO;;2;AMBO;6;SAN FRANCISCO
Peru;PER;10;HUANUCO;;2;AMBO;7;SAN RAFAEL
Peru;PER;10;HUANUCO;;2;AMBO;8;TOMAY KICHWA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;1;LA UNION
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;2;CHUPAN
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;3;BAÑOS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;4;CAHUAC
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;5;CHACABAMBA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;6;CHAVINILLO
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;7;CHUQUIS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;8;JACAS CHICO
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;9;JESUS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;10;JIVIA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;11;MARIAS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;12;OBAS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;13;PACHAS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;14;PAMPAMARCA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;15;QUEROPALCA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;16;QUIVILLA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;17;RIPAN
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;18;RONDOS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;19;SAN FRANCISCO DE ASIS
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;20;SAN MIGUEL DE CAURI
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;21;SHUNQUI
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;22;SILLAPATA
Peru;PER;10;HUANUCO;;3;DOS DE MAYO;23;YANAS
Peru;PER;10;HUANUCO;;4;HUACAYBAMBA;1;HUACAYBAMBA
Peru;PER;10;HUANUCO;;4;HUACAYBAMBA;2;CANCHABAMBA
Peru;PER;10;HUANUCO;;4;HUACAYBAMBA;3;COCHABAMBA
Peru;PER;10;HUANUCO;;4;HUACAYBAMBA;4;PINRA
Peru;PER;10;HUANUCO;;5;HUAMALIES;1;LLATA
Peru;PER;10;HUANUCO;;5;HUAMALIES;2;ARANCAY
Peru;PER;10;HUANUCO;;5;HUAMALIES;3;CHAVIN DE PARIARCA
Peru;PER;10;HUANUCO;;5;HUAMALIES;4;JACAS GRANDE
Peru;PER;10;HUANUCO;;5;HUAMALIES;5;JIRCAN
Peru;PER;10;HUANUCO;;5;HUAMALIES;6;MIRAFLORES
Peru;PER;10;HUANUCO;;5;HUAMALIES;7;MONZON
Peru;PER;10;HUANUCO;;5;HUAMALIES;8;PUNCHAO
Peru;PER;10;HUANUCO;;5;HUAMALIES;9;PUÑOS
Peru;PER;10;HUANUCO;;5;HUAMALIES;10;SINGA
Peru;PER;10;HUANUCO;;5;HUAMALIES;11;TANTAMAYO
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;1;RUPA-RUPA
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;2;DANIEL ALOMIA ROBLES
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;3;HERMILIO VALDIZAN
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;4;JOSE CRESPO Y CASTILLO
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;5;LUYANDO
Peru;PER;10;HUANUCO;;6;LEONCIO PRADO;6;MARIANO DAMASO BERAUN
Peru;PER;10;HUANUCO;;7;MARAÑON;1;HUACRACHUCO
Peru;PER;10;HUANUCO;;7;MARAÑON;2;CHOLON
Peru;PER;10;HUANUCO;;7;MARAÑON;3;SAN BUENAVENTURA
Peru;PER;10;HUANUCO;;8;PACHITEA;1;PANAO
Peru;PER;10;HUANUCO;;8;PACHITEA;2;CHAGLLA
Peru;PER;10;HUANUCO;;8;PACHITEA;3;MOLINO
Peru;PER;10;HUANUCO;;8;PACHITEA;4;UMARI
Peru;PER;10;HUANUCO;;9;PUERTO INCA;1;PUERTO INCA
Peru;PER;10;HUANUCO;;9;PUERTO INCA;2;CODO DEL POZUZO
Peru;PER;10;HUANUCO;;9;PUERTO INCA;3;HONORIA
Peru;PER;10;HUANUCO;;9;PUERTO INCA;4;TOURNAVISTA
Peru;PER;10;HUANUCO;;9;PUERTO INCA;5;YUYAPICHIS
Peru;PER;10;HUANUCO;;10;LAURICOCHA;1;JESUS
Peru;PER;10;HUANUCO;;10;LAURICOCHA;2;BAÑOS
Peru;PER;10;HUANUCO;;10;LAURICOCHA;3;JIVIA
Peru;PER;10;HUANUCO;;10;LAURICOCHA;4;QUEROPALCA
Peru;PER;10;HUANUCO;;10;LAURICOCHA;5;RONDOS
Peru;PER;10;HUANUCO;;10;LAURICOCHA;6;SAN FRANCISCO DE ASIS
Peru;PER;10;HUANUCO;;10;LAURICOCHA;7;SAN MIGUEL DE CAURI
Peru;PER;10;HUANUCO;;11;YAROWILCA;1;CHAVINILLO
Peru;PER;10;HUANUCO;;11;YAROWILCA;2;CAHUAC
Peru;PER;10;HUANUCO;;11;YAROWILCA;3;CHACABAMBA
Peru;PER;10;HUANUCO;;11;YAROWILCA;4;APARICIO POMARES
Peru;PER;10;HUANUCO;;11;YAROWILCA;5;JACAS CHICO
Peru;PER;10;HUANUCO;;11;YAROWILCA;6;OBAS
Peru;PER;10;HUANUCO;;11;YAROWILCA;7;PAMPAMARCA
Peru;PER;10;HUANUCO;;11;YAROWILCA;8;CHORAS
Peru;PER;11;ICA;;1;ICA;1;ICA
Peru;PER;11;ICA;;1;ICA;2;LA TINGUIÑA
Peru;PER;11;ICA;;1;ICA;3;LOS AQUIJES
Peru;PER;11;ICA;;1;ICA;4;OCUCAJE
Peru;PER;11;ICA;;1;ICA;5;PACHACUTEC
Peru;PER;11;ICA;;1;ICA;6;PARCONA
Peru;PER;11;ICA;;1;ICA;7;PUEBLO NUEVO
Peru;PER;11;ICA;;1;ICA;8;SALAS
Peru;PER;11;ICA;;1;ICA;9;SAN JOSE DE LOS MOLINOS
Peru;PER;11;ICA;;1;ICA;10;SAN JUAN BAUTISTA
Peru;PER;11;ICA;;1;ICA;11;SANTIAGO
Peru;PER;11;ICA;;1;ICA;12;SUBTANJALLA
Peru;PER;11;ICA;;1;ICA;13;TATE
Peru;PER;11;ICA;;1;ICA;14;YAUCA DEL ROSARIO
Peru;PER;11;ICA;;2;CHINCHA;1;CHINCHA ALTA
Peru;PER;11;ICA;;2;CHINCHA;2;ALTO LARAN
Peru;PER;11;ICA;;2;CHINCHA;3;CHAVIN
Peru;PER;11;ICA;;2;CHINCHA;4;CHINCHA BAJA
Peru;PER;11;ICA;;2;CHINCHA;5;EL CARMEN
Peru;PER;11;ICA;;2;CHINCHA;6;GROCIO PRADO
Peru;PER;11;ICA;;2;CHINCHA;7;PUEBLO NUEVO
Peru;PER;11;ICA;;2;CHINCHA;8;SAN JUAN DE YANAC
Peru;PER;11;ICA;;2;CHINCHA;9;SAN PEDRO DE HUACARPANA
Peru;PER;11;ICA;;2;CHINCHA;10;SUNAMPE
Peru;PER;11;ICA;;2;CHINCHA;11;TAMBO DE MORA
Peru;PER;11;ICA;;3;NAZCA;1;NAZCA
Peru;PER;11;ICA;;3;NAZCA;2;CHANGUILLO
Peru;PER;11;ICA;;3;NAZCA;3;EL INGENIO
Peru;PER;11;ICA;;3;NAZCA;4;MARCONA
Peru;PER;11;ICA;;3;NAZCA;5;VISTA ALEGRE
Peru;PER;11;ICA;;4;PALPA;1;PALPA
Peru;PER;11;ICA;;4;PALPA;2;LLIPATA
Peru;PER;11;ICA;;4;PALPA;3;RIO GRANDE
Peru;PER;11;ICA;;4;PALPA;4;SANTA CRUZ
Peru;PER;11;ICA;;4;PALPA;5;TIBILLO
Peru;PER;11;ICA;;5;PISCO;1;PISCO
Peru;PER;11;ICA;;5;PISCO;2;HUANCANO
Peru;PER;11;ICA;;5;PISCO;3;HUMAY
Peru;PER;11;ICA;;5;PISCO;4;INDEPENDENCIA
Peru;PER;11;ICA;;5;PISCO;5;PARACAS
Peru;PER;11;ICA;;5;PISCO;6;SAN ANDRES
Peru;PER;11;ICA;;5;PISCO;7;SAN CLEMENTE
Peru;PER;11;ICA;;5;PISCO;8;TUPAC AMARU INCA
Peru;PER;12;JUNIN;;1;HUANCAYO;1;HUANCAYO
Peru;PER;12;JUNIN;;1;HUANCAYO;2;3 DE DICIEMBRE
Peru;PER;12;JUNIN;;1;HUANCAYO;3;AHUAC
Peru;PER;12;JUNIN;;1;HUANCAYO;4;CARHUACALLANGA
Peru;PER;12;JUNIN;;1;HUANCAYO;5;CHACAPAMPA
Peru;PER;12;JUNIN;;1;HUANCAYO;6;CHICCHE
Peru;PER;12;JUNIN;;1;HUANCAYO;7;CHILCA
Peru;PER;12;JUNIN;;1;HUANCAYO;8;CHONGOS ALTO
Peru;PER;12;JUNIN;;1;HUANCAYO;9;CHONGOS BAJO
Peru;PER;12;JUNIN;;1;HUANCAYO;10;CHUPACA
Peru;PER;12;JUNIN;;1;HUANCAYO;11;CHUPURO
Peru;PER;12;JUNIN;;1;HUANCAYO;12;COLCA
Peru;PER;12;JUNIN;;1;HUANCAYO;13;CULLHUAS
Peru;PER;12;JUNIN;;1;HUANCAYO;14;EL TAMBO
Peru;PER;12;JUNIN;;1;HUANCAYO;15;HUACHAC
Peru;PER;12;JUNIN;;1;HUANCAYO;16;HUACRAPUQUIO
Peru;PER;12;JUNIN;;1;HUANCAYO;17;HUALHUAS
Peru;PER;12;JUNIN;;1;HUANCAYO;18;HUAMANCACA CHICO
Peru;PER;12;JUNIN;;1;HUANCAYO;19;HUANCAN
Peru;PER;12;JUNIN;;1;HUANCAYO;20;HUASICANCHA
Peru;PER;12;JUNIN;;1;HUANCAYO;21;HUAYUCACHI
Peru;PER;12;JUNIN;;1;HUANCAYO;22;INGENIO
Peru;PER;12;JUNIN;;1;HUANCAYO;23;SAN JUAN DE JARPA
Peru;PER;12;JUNIN;;1;HUANCAYO;24;PARIAHUANCA
Peru;PER;12;JUNIN;;1;HUANCAYO;25;PILCOMAYO
Peru;PER;12;JUNIN;;1;HUANCAYO;26;PUCARA
Peru;PER;12;JUNIN;;1;HUANCAYO;27;QUICHUAY
Peru;PER;12;JUNIN;;1;HUANCAYO;28;QUILCAS
Peru;PER;12;JUNIN;;1;HUANCAYO;29;SAN AGUSTIN
Peru;PER;12;JUNIN;;1;HUANCAYO;30;SAN JERONIMO DE TUNAN
Peru;PER;12;JUNIN;;1;HUANCAYO;31;SAN JUAN DE ISCOS
Peru;PER;12;JUNIN;;1;HUANCAYO;32;SAÑO
Peru;PER;12;JUNIN;;1;HUANCAYO;33;SAPALLANGA
Peru;PER;12;JUNIN;;1;HUANCAYO;34;SICAYA
Peru;PER;12;JUNIN;;1;HUANCAYO;35;SANTO DOMINGO DE ACOBAMBA
Peru;PER;12;JUNIN;;1;HUANCAYO;36;VIQUES
Peru;PER;12;JUNIN;;1;HUANCAYO;37;YANACANCHA
Peru;PER;12;JUNIN;;2;CONCEPCION;1;CONCEPCION
Peru;PER;12;JUNIN;;2;CONCEPCION;2;ACO
Peru;PER;12;JUNIN;;2;CONCEPCION;3;ANDAMARCA
Peru;PER;12;JUNIN;;2;CONCEPCION;4;CHAMBARA
Peru;PER;12;JUNIN;;2;CONCEPCION;5;COCHAS
Peru;PER;12;JUNIN;;2;CONCEPCION;6;COMAS
Peru;PER;12;JUNIN;;2;CONCEPCION;7;HEROINAS TOLEDO
Peru;PER;12;JUNIN;;2;CONCEPCION;8;MANZANARES
Peru;PER;12;JUNIN;;2;CONCEPCION;9;MARISCAL CASTILLA
Peru;PER;12;JUNIN;;2;CONCEPCION;10;MATAHUASI
Peru;PER;12;JUNIN;;2;CONCEPCION;11;MITO
Peru;PER;12;JUNIN;;2;CONCEPCION;12;NUEVE DE JULIO
Peru;PER;12;JUNIN;;2;CONCEPCION;13;ORCOTUNA
Peru;PER;12;JUNIN;;2;CONCEPCION;14;SAN JOSE DE QUERO
